milestone,source_path,reason,size_bytes
AGAIN Phase 5.5 Temporal Residual Binary Big Confirmation Evidence Bundle,outputs/again_dense_2hz_phase5_temporal_residual_binary_big_confirm_20260630_025437/metrics/temporal_residual_binary_big_confirm_seed_metrics.partial.csv,partial_metric_not_copied,100222
