control,control_window_gain,feature_mode,fold,real_window_gain,representation,target,threshold,window_name,window_seconds,window_specific_gain
ar,0.016972035899640303,cortical_pca_64,grouped_2,0.021075268272359116,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.0041032323727188125
shuffled,0.014030443784860458,cortical_pca_64,grouped_2,0.021075268272359116,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.007044824487498658
random,0.010751684699307262,cortical_pca_64,grouped_2,0.021075268272359116,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.010323583573051853
timestamp,-0.0260317830415924,cortical_pca_64,grouped_2,0.021075268272359116,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.047107051313951515
video_time,-0.033815995740797716,cortical_pca_64,grouped_2,0.021075268272359116,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.05489126401315683
ar,0.016972035899640303,cortical_pca_64,grouped_2,0.025697282667132004,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.008725246767491701
shuffled,0.019154055968156725,cortical_pca_64,grouped_2,0.025697282667132004,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.00654322669897528
random,0.019134027936109688,cortical_pca_64,grouped_2,0.025697282667132004,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.006563254731022317
timestamp,-0.0260317830415924,cortical_pca_64,grouped_2,0.025697282667132004,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.0517290657087244
video_time,-0.033815995740797716,cortical_pca_64,grouped_2,0.025697282667132004,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.05951327840792972
ar,0.016972035899640303,cortical_pca_64,grouped_2,0.033485908162810774,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.01651387226317047
shuffled,0.021761139120223205,cortical_pca_64,grouped_2,0.033485908162810774,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.011724769042587568
random,0.016864339528687045,cortical_pca_64,grouped_2,0.033485908162810774,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.01662156863412373
timestamp,-0.0260317830415924,cortical_pca_64,grouped_2,0.033485908162810774,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.05951769120440317
video_time,-0.033815995740797716,cortical_pca_64,grouped_2,0.033485908162810774,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.06730190390360849
ar,0.016972035899640303,cortical_pca_64,grouped_2,0.022306809096376112,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.005334773196735809
shuffled,0.009567162906147453,cortical_pca_64,grouped_2,0.022306809096376112,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.01273964619022866
random,0.010456913220257824,cortical_pca_64,grouped_2,0.022306809096376112,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.011849895876118288
timestamp,-0.0260317830415924,cortical_pca_64,grouped_2,0.022306809096376112,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.04833859213796851
video_time,-0.033815995740797716,cortical_pca_64,grouped_2,0.022306809096376112,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.05612280483717383
ar,0.016972035899640303,cortical_pca_64,grouped_2,0.02642842432758924,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.009456388427948936
shuffled,0.007485400793275421,cortical_pca_64,grouped_2,0.02642842432758924,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.01894302353431382
random,0.019040317501136883,cortical_pca_64,grouped_2,0.02642842432758924,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.007388106826452356
timestamp,-0.0260317830415924,cortical_pca_64,grouped_2,0.02642842432758924,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.05246020736918164
video_time,-0.033815995740797716,cortical_pca_64,grouped_2,0.02642842432758924,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.060244420068386956
ar,0.016972035899640303,cortical_pca_64,grouped_2,0.025828369800375894,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.008856333900735591
shuffled,0.012063474593620616,cortical_pca_64,grouped_2,0.025828369800375894,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.013764895206755279
random,0.01782340597044907,cortical_pca_64,grouped_2,0.025828369800375894,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.008004963829926826
timestamp,-0.0260317830415924,cortical_pca_64,grouped_2,0.025828369800375894,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.05186015284196829
video_time,-0.033815995740797716,cortical_pca_64,grouped_2,0.025828369800375894,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.05964436554117361
ar,0.016972035899640303,cortical_pca_64,grouped_2,0.01442258371299443,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.002549452186645873
shuffled,-0.00992078033191246,cortical_pca_64,grouped_2,0.01442258371299443,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.02434336404490689
random,-0.012781011463628422,cortical_pca_64,grouped_2,0.01442258371299443,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.027203595176622852
timestamp,-0.0260317830415924,cortical_pca_64,grouped_2,0.01442258371299443,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.04045436675458683
video_time,-0.033815995740797716,cortical_pca_64,grouped_2,0.01442258371299443,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.048238579453792146
ar,0.004473814925188002,cortical_pca_64,grouped_2,0.009431143274209408,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.004957328349021406
shuffled,0.007716369531275857,cortical_pca_64,grouped_2,0.009431143274209408,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.0017147737429335508
random,-0.0005806999184493344,cortical_pca_64,grouped_2,0.009431143274209408,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.010011843192658743
timestamp,-0.03638969206291934,cortical_pca_64,grouped_2,0.009431143274209408,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.045820835337128746
video_time,-0.03820296831481171,cortical_pca_64,grouped_2,0.009431143274209408,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.047634111589021116
ar,0.004473814925188002,cortical_pca_64,grouped_2,0.016383605783322153,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.01190979085813415
shuffled,0.004638613490007437,cortical_pca_64,grouped_2,0.016383605783322153,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.011744992293314716
random,0.007661547305762573,cortical_pca_64,grouped_2,0.016383605783322153,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.00872205847755958
timestamp,-0.03638969206291934,cortical_pca_64,grouped_2,0.016383605783322153,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.05277329784624149
video_time,-0.03820296831481171,cortical_pca_64,grouped_2,0.016383605783322153,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.05458657409813386
ar,0.004473814925188002,cortical_pca_64,grouped_2,0.0259280533248491,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.021454238399661096
shuffled,0.0009702109772131151,cortical_pca_64,grouped_2,0.0259280533248491,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.024957842347635983
random,0.0060479881034204985,cortical_pca_64,grouped_2,0.0259280533248491,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.0198800652214286
timestamp,-0.03638969206291934,cortical_pca_64,grouped_2,0.0259280533248491,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.062317745387768436
video_time,-0.03820296831481171,cortical_pca_64,grouped_2,0.0259280533248491,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.0641310216396608
ar,0.004473814925188002,cortical_pca_64,grouped_2,0.014800054492842052,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.01032623956765405
shuffled,-0.0004572856898839017,cortical_pca_64,grouped_2,0.014800054492842052,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.015257340182725954
random,-0.004160342373888903,cortical_pca_64,grouped_2,0.014800054492842052,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.018960396866730955
timestamp,-0.03638969206291934,cortical_pca_64,grouped_2,0.014800054492842052,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.05118974655576139
video_time,-0.03820296831481171,cortical_pca_64,grouped_2,0.014800054492842052,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.05300302280765376
ar,0.004473814925188002,cortical_pca_64,grouped_2,0.02007252244980451,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.015598707524616506
shuffled,0.0072965719899013015,cortical_pca_64,grouped_2,0.02007252244980451,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.012775950459903207
random,-0.004327133770977265,cortical_pca_64,grouped_2,0.02007252244980451,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.024399656220781774
timestamp,-0.03638969206291934,cortical_pca_64,grouped_2,0.02007252244980451,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.056462214512723846
video_time,-0.03820296831481171,cortical_pca_64,grouped_2,0.02007252244980451,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.05827549076461622
ar,0.004473814925188002,cortical_pca_64,grouped_2,0.01840398655544223,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.013930171630254229
shuffled,-0.01488424023428253,cortical_pca_64,grouped_2,0.01840398655544223,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.03328822678972476
random,0.007462597672016569,cortical_pca_64,grouped_2,0.01840398655544223,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.010941388883425662
timestamp,-0.03638969206291934,cortical_pca_64,grouped_2,0.01840398655544223,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.05479367861836157
video_time,-0.03820296831481171,cortical_pca_64,grouped_2,0.01840398655544223,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.05660695487025394
ar,0.004473814925188002,cortical_pca_64,grouped_2,0.005127457087509502,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.0006536421623214994
shuffled,-0.003565177370296879,cortical_pca_64,grouped_2,0.005127457087509502,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.00869263445780638
random,-0.006175909526303258,cortical_pca_64,grouped_2,0.005127457087509502,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.01130336661381276
timestamp,-0.03638969206291934,cortical_pca_64,grouped_2,0.005127457087509502,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.04151714915042884
video_time,-0.03820296831481171,cortical_pca_64,grouped_2,0.005127457087509502,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.04333042540232121
ar,0.031675420756555994,cortical_pca_64,grouped_2,0.031762060368817846,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,8.66396122618518e-05
shuffled,0.014630762703159994,cortical_pca_64,grouped_2,0.031762060368817846,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,0.017131297665657852
random,0.014712998603303995,cortical_pca_64,grouped_2,0.031762060368817846,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,0.01704906176551385
timestamp,-0.008105285612602514,cortical_pca_64,grouped_2,0.031762060368817846,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,0.03986734598142036
video_time,-0.009568254284002486,cortical_pca_64,grouped_2,0.031762060368817846,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,0.04133031465282033
ar,0.01245761479745594,cortical_pca_64,grouped_2,0.008498095909360182,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.003959518888095759
shuffled,0.009245390084815841,cortical_pca_64,grouped_2,0.008498095909360182,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.0007472941754556595
random,0.012656334433520211,cortical_pca_64,grouped_2,0.008498095909360182,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.0041582385241600295
timestamp,-0.005930175455522796,cortical_pca_64,grouped_2,0.008498095909360182,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.014428271364882977
video_time,-0.011541291755983979,cortical_pca_64,grouped_2,0.008498095909360182,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.02003938766534416
ar,0.01245761479745594,cortical_pca_64,grouped_2,0.012268878800953842,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.0001887359965020985
shuffled,0.005970734739495165,cortical_pca_64,grouped_2,0.012268878800953842,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.006298144061458677
random,0.03025517875762762,cortical_pca_64,grouped_2,0.012268878800953842,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.01798629995667378
timestamp,-0.005930175455522796,cortical_pca_64,grouped_2,0.012268878800953842,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.018199054256476638
video_time,-0.011541291755983979,cortical_pca_64,grouped_2,0.012268878800953842,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.02381017055693782
ar,0.01245761479745594,cortical_pca_64,grouped_2,0.0020245983745152407,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.0104330164229407
shuffled,0.004081554610719795,cortical_pca_64,grouped_2,0.0020245983745152407,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.0020569562362045546
random,0.017673130018130645,cortical_pca_64,grouped_2,0.0020245983745152407,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.015648531643615404
timestamp,-0.005930175455522796,cortical_pca_64,grouped_2,0.0020245983745152407,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.007954773830038037
video_time,-0.011541291755983979,cortical_pca_64,grouped_2,0.0020245983745152407,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.01356589013049922
ar,0.01245761479745594,cortical_pca_64,grouped_2,0.019816898413963058,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.007359283616507117
shuffled,-0.0038773900926615257,cortical_pca_64,grouped_2,0.019816898413963058,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.023694288506624583
random,0.0070036807854650385,cortical_pca_64,grouped_2,0.019816898413963058,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.01281321762849802
timestamp,-0.005930175455522796,cortical_pca_64,grouped_2,0.019816898413963058,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.025747073869485854
video_time,-0.011541291755983979,cortical_pca_64,grouped_2,0.019816898413963058,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.03135819016994704
ar,0.01245761479745594,cortical_pca_64,grouped_2,0.019497424968956734,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.007039810171500793
shuffled,0.0024424657701689334,cortical_pca_64,grouped_2,0.019497424968956734,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.0170549591987878
random,0.008025327559920636,cortical_pca_64,grouped_2,0.019497424968956734,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.011472097409036097
timestamp,-0.005930175455522796,cortical_pca_64,grouped_2,0.019497424968956734,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.02542760042447953
video_time,-0.011541291755983979,cortical_pca_64,grouped_2,0.019497424968956734,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.031038716724940713
ar,0.01245761479745594,cortical_pca_64,grouped_2,0.019495841759959165,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.0070382269625032245
shuffled,0.0013203931203031316,cortical_pca_64,grouped_2,0.019495841759959165,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.018175448639656033
random,0.012517118338735478,cortical_pca_64,grouped_2,0.019495841759959165,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.006978723421223687
timestamp,-0.005930175455522796,cortical_pca_64,grouped_2,0.019495841759959165,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.02542601721548196
video_time,-0.011541291755983979,cortical_pca_64,grouped_2,0.019495841759959165,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.031037133515943144
ar,0.01245761479745594,cortical_pca_64,grouped_2,0.021057107019728127,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.008599492222272187
shuffled,0.012363091071536214,cortical_pca_64,grouped_2,0.021057107019728127,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.008694015948191913
random,-0.000819372032648702,cortical_pca_64,grouped_2,0.021057107019728127,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.02187647905237683
timestamp,-0.005930175455522796,cortical_pca_64,grouped_2,0.021057107019728127,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.026987282475250923
video_time,-0.011541291755983979,cortical_pca_64,grouped_2,0.021057107019728127,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.032598398775712106
ar,0.01987493401688678,cortical_pca_64,grouped_2,0.024643732253448625,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.004768798236561844
shuffled,0.012356218989330814,cortical_pca_64,grouped_2,0.024643732253448625,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.01228751326411781
random,0.028814086619603607,cortical_pca_64,grouped_2,0.024643732253448625,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.0041703543661549825
timestamp,-0.009948226432130142,cortical_pca_64,grouped_2,0.024643732253448625,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.034591958685578766
video_time,-0.019371290646888015,cortical_pca_64,grouped_2,0.024643732253448625,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.04401502290033664
ar,0.01987493401688678,cortical_pca_64,grouped_2,0.028468396155162723,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.008593462138275942
shuffled,0.016043066881071266,cortical_pca_64,grouped_2,0.028468396155162723,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.012425329274091457
random,0.021822382482751257,cortical_pca_64,grouped_2,0.028468396155162723,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.006646013672411466
timestamp,-0.009948226432130142,cortical_pca_64,grouped_2,0.028468396155162723,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.038416622587292865
video_time,-0.019371290646888015,cortical_pca_64,grouped_2,0.028468396155162723,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.04783968680205074
ar,0.01987493401688678,cortical_pca_64,grouped_2,0.018751734755236116,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.0011231992616506647
shuffled,0.014876374884458698,cortical_pca_64,grouped_2,0.018751734755236116,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.0038753598707774173
random,0.025097840189822862,cortical_pca_64,grouped_2,0.018751734755236116,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.006346105434586746
timestamp,-0.009948226432130142,cortical_pca_64,grouped_2,0.018751734755236116,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.028699961187366257
video_time,-0.019371290646888015,cortical_pca_64,grouped_2,0.018751734755236116,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.03812302540212413
ar,0.01987493401688678,cortical_pca_64,grouped_2,0.030491365999912534,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.010616431983025754
shuffled,0.01896338070544218,cortical_pca_64,grouped_2,0.030491365999912534,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.011527985294470355
random,0.02174664725863279,cortical_pca_64,grouped_2,0.030491365999912534,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.008744718741279744
timestamp,-0.009948226432130142,cortical_pca_64,grouped_2,0.030491365999912534,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.040439592432042676
video_time,-0.019371290646888015,cortical_pca_64,grouped_2,0.030491365999912534,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.04986265664680055
ar,0.01987493401688678,cortical_pca_64,grouped_2,0.030431206214965367,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.010556272198078587
shuffled,0.01889881331639026,cortical_pca_64,grouped_2,0.030431206214965367,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.011532392898575106
random,0.02095443572545519,cortical_pca_64,grouped_2,0.030431206214965367,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.009476770489510178
timestamp,-0.009948226432130142,cortical_pca_64,grouped_2,0.030431206214965367,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.04037943264709551
video_time,-0.019371290646888015,cortical_pca_64,grouped_2,0.030431206214965367,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.04980249686185338
ar,0.01987493401688678,cortical_pca_64,grouped_2,0.02813961016175004,last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.008264676144863259
shuffled,0.0162478010540133,cortical_pca_64,grouped_2,0.02813961016175004,last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.01189180910773674
random,0.02850462561470668,cortical_pca_64,grouped_2,0.02813961016175004,last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.00036501545295664073
timestamp,-0.009948226432130142,cortical_pca_64,grouped_2,0.02813961016175004,last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.03808783659388018
video_time,-0.019371290646888015,cortical_pca_64,grouped_2,0.02813961016175004,last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.047510900808638054
ar,0.01987493401688678,cortical_pca_64,grouped_2,0.0305441064216444,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.01066917240475762
shuffled,0.002324871768602077,cortical_pca_64,grouped_2,0.0305441064216444,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.028219234653042324
random,0.009836804479593952,cortical_pca_64,grouped_2,0.0305441064216444,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.02070730194205045
timestamp,-0.009948226432130142,cortical_pca_64,grouped_2,0.0305441064216444,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.04049233285377454
video_time,-0.019371290646888015,cortical_pca_64,grouped_2,0.0305441064216444,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.049915397068532416
ar,0.01357042363329014,cortical_pca_64,grouped_2,0.022711306822791377,last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.009140883189501237
shuffled,0.011786398051443825,cortical_pca_64,grouped_2,0.022711306822791377,last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.010924908771347552
random,0.019725049205422507,cortical_pca_64,grouped_2,0.022711306822791377,last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.0029862576173688704
timestamp,-0.02695091449352524,cortical_pca_64,grouped_2,0.022711306822791377,last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.04966222131631662
video_time,-0.028668729569064647,cortical_pca_64,grouped_2,0.022711306822791377,last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.051380036391856024
ar,0.01357042363329014,cortical_pca_64,grouped_2,0.032137993375311036,mean,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.018567569742020895
shuffled,0.01343072420210506,cortical_pca_64,grouped_2,0.032137993375311036,mean,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.018707269173205976
random,0.009635175760490389,cortical_pca_64,grouped_2,0.032137993375311036,mean,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.022502817614820647
timestamp,-0.02695091449352524,cortical_pca_64,grouped_2,0.032137993375311036,mean,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.05908890786883628
video_time,-0.028668729569064647,cortical_pca_64,grouped_2,0.032137993375311036,mean,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.06080672294437568
ar,0.01357042363329014,cortical_pca_64,grouped_2,0.026767729431407983,slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.013197305798117842
shuffled,0.01522007147952964,cortical_pca_64,grouped_2,0.026767729431407983,slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.011547657951878343
random,0.018644556727248518,cortical_pca_64,grouped_2,0.026767729431407983,slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.008123172704159465
timestamp,-0.02695091449352524,cortical_pca_64,grouped_2,0.026767729431407983,slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.053718643924933224
video_time,-0.028668729569064647,cortical_pca_64,grouped_2,0.026767729431407983,slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.05543645900047263
ar,0.01357042363329014,cortical_pca_64,grouped_2,0.036511318958132255,mean_last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.022940895324842114
shuffled,0.006488611128529942,cortical_pca_64,grouped_2,0.036511318958132255,mean_last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.030022707829602313
random,0.007854136359877917,cortical_pca_64,grouped_2,0.036511318958132255,mean_last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.028657182598254338
timestamp,-0.02695091449352524,cortical_pca_64,grouped_2,0.036511318958132255,mean_last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.0634622334516575
video_time,-0.028668729569064647,cortical_pca_64,grouped_2,0.036511318958132255,mean_last,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.0651800485271969
ar,0.01357042363329014,cortical_pca_64,grouped_2,0.040689543248076665,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.027119119614786524
shuffled,-0.0006393461442789072,cortical_pca_64,grouped_2,0.040689543248076665,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.04132888939235557
random,0.018523820557027004,cortical_pca_64,grouped_2,0.040689543248076665,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.02216572269104966
timestamp,-0.02695091449352524,cortical_pca_64,grouped_2,0.040689543248076665,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.0676404577416019
video_time,-0.028668729569064647,cortical_pca_64,grouped_2,0.040689543248076665,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.06935827281714131
ar,0.01357042363329014,cortical_pca_64,grouped_2,0.03903987396809133,last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.02546945033480119
