control,control_window_gain,feature_mode,fold,real_window_gain,representation,target,threshold,window_name,window_seconds,window_specific_gain
random,0.06950136781305766,cortical_pca64_delta,grouped_4,0.04533033309038381,last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.024171034722673845
timestamp,-0.015269882003105584,cortical_pca64_delta,grouped_4,0.04533033309038381,last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.060600215093489396
video_time,-0.0129100747643493,cortical_pca64_delta,grouped_4,0.04533033309038381,last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.05824040785473311
ar,0.04883026489329734,cortical_pca64_delta,grouped_4,0.014898543740229586,mean,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.03393172115306775
shuffled,0.05005502436265957,cortical_pca64_delta,grouped_4,0.014898543740229586,mean,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.035156480622429986
random,0.050385249363832485,cortical_pca64_delta,grouped_4,0.014898543740229586,mean,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.0354867056236029
timestamp,-0.015269882003105584,cortical_pca64_delta,grouped_4,0.014898543740229586,mean,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.03016842574333517
video_time,-0.0129100747643493,cortical_pca64_delta,grouped_4,0.014898543740229586,mean,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.027808618504578886
ar,0.04883026489329734,cortical_pca64_delta,grouped_4,0.007402261691520029,slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.04142800320177731
shuffled,0.0578017727090121,cortical_pca64_delta,grouped_4,0.007402261691520029,slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.05039951101749207
random,0.06635045764174402,cortical_pca64_delta,grouped_4,0.007402261691520029,slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.05894819595022399
timestamp,-0.015269882003105584,cortical_pca64_delta,grouped_4,0.007402261691520029,slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.022672143694625613
video_time,-0.0129100747643493,cortical_pca64_delta,grouped_4,0.007402261691520029,slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.02031233645586933
ar,0.04883026489329734,cortical_pca64_delta,grouped_4,0.010697295925453265,mean_last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.03813296896784407
shuffled,0.06750402664324168,cortical_pca64_delta,grouped_4,0.010697295925453265,mean_last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.05680673071778841
random,0.00556765382813218,cortical_pca64_delta,grouped_4,0.010697295925453265,mean_last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.0051296420973210854
timestamp,-0.015269882003105584,cortical_pca64_delta,grouped_4,0.010697295925453265,mean_last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.02596717792855885
video_time,-0.0129100747643493,cortical_pca64_delta,grouped_4,0.010697295925453265,mean_last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.023607370689802565
ar,0.04883026489329734,cortical_pca64_delta,grouped_4,0.007273289114336501,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.041556975778960836
shuffled,0.012055648551036358,cortical_pca64_delta,grouped_4,0.007273289114336501,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.004782359436699857
random,0.02574830460455041,cortical_pca64_delta,grouped_4,0.007273289114336501,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.01847501549021391
timestamp,-0.015269882003105584,cortical_pca64_delta,grouped_4,0.007273289114336501,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.022543171117442085
video_time,-0.0129100747643493,cortical_pca64_delta,grouped_4,0.007273289114336501,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.0201833638786858
ar,0.04883026489329734,cortical_pca64_delta,grouped_4,0.009331953626974643,last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.039498311266322694
shuffled,0.015141374768468385,cortical_pca64_delta,grouped_4,0.009331953626974643,last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.0058094211414937424
random,0.01899032849814486,cortical_pca64_delta,grouped_4,0.009331953626974643,last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.009658374871170217
timestamp,-0.015269882003105584,cortical_pca64_delta,grouped_4,0.009331953626974643,last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.024601835630080227
video_time,-0.0129100747643493,cortical_pca64_delta,grouped_4,0.009331953626974643,last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.022242028391323942
ar,0.04883026489329734,cortical_pca64_delta,grouped_4,-0.018616855188810844,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.06744712008210818
shuffled,-0.01862301327115634,cortical_pca64_delta,grouped_4,-0.018616855188810844,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,6.15808234549764e-06
random,0.003314204654147057,cortical_pca64_delta,grouped_4,-0.018616855188810844,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.0219310598429579
timestamp,-0.015269882003105584,cortical_pca64_delta,grouped_4,-0.018616855188810844,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.00334697318570526
video_time,-0.0129100747643493,cortical_pca64_delta,grouped_4,-0.018616855188810844,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.005706780424461544
ar,0.05049336168698654,cortical_pca64_delta,grouped_4,0.04832318727825935,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.002170174408727188
shuffled,0.030627368069062633,cortical_pca64_delta,grouped_4,0.04832318727825935,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.017695819209196717
random,0.04462141609468673,cortical_pca64_delta,grouped_4,0.04832318727825935,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.003701771183572622
timestamp,-0.017414863519324503,cortical_pca64_delta,grouped_4,0.04832318727825935,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.06573805079758385
video_time,-0.014639552307809972,cortical_pca64_delta,grouped_4,0.04832318727825935,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.06296273958606932
ar,0.05049336168698654,cortical_pca64_delta,grouped_4,0.004326931768127651,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.04616642991885889
shuffled,0.02203890226829136,cortical_pca64_delta,grouped_4,0.004326931768127651,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.01771197050016371
random,0.05861461291772285,cortical_pca64_delta,grouped_4,0.004326931768127651,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.0542876811495952
timestamp,-0.017414863519324503,cortical_pca64_delta,grouped_4,0.004326931768127651,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.021741795287452154
video_time,-0.014639552307809972,cortical_pca64_delta,grouped_4,0.004326931768127651,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.018966484075937623
ar,0.05049336168698654,cortical_pca64_delta,grouped_4,0.002447410388355553,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.048045951298630984
shuffled,0.06648426793639994,cortical_pca64_delta,grouped_4,0.002447410388355553,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.06403685754804439
random,0.05750819579538352,cortical_pca64_delta,grouped_4,0.002447410388355553,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.05506078540702797
timestamp,-0.017414863519324503,cortical_pca64_delta,grouped_4,0.002447410388355553,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.019862273907680056
video_time,-0.014639552307809972,cortical_pca64_delta,grouped_4,0.002447410388355553,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.017086962696165525
ar,0.05049336168698654,cortical_pca64_delta,grouped_4,0.006014476583623973,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.044478885103362564
shuffled,0.013565330895120575,cortical_pca64_delta,grouped_4,0.006014476583623973,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.007550854311496602
random,0.011450551158781908,cortical_pca64_delta,grouped_4,0.006014476583623973,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.005436074575157934
timestamp,-0.017414863519324503,cortical_pca64_delta,grouped_4,0.006014476583623973,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.023429340102948476
video_time,-0.014639552307809972,cortical_pca64_delta,grouped_4,0.006014476583623973,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.020654028891433945
ar,0.05049336168698654,cortical_pca64_delta,grouped_4,-0.0020387331437014544,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.05253209483068799
shuffled,0.025818001349632413,cortical_pca64_delta,grouped_4,-0.0020387331437014544,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.027856734493333868
random,0.038437762443915946,cortical_pca64_delta,grouped_4,-0.0020387331437014544,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.0404764955876174
timestamp,-0.017414863519324503,cortical_pca64_delta,grouped_4,-0.0020387331437014544,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.015376130375623048
video_time,-0.014639552307809972,cortical_pca64_delta,grouped_4,-0.0020387331437014544,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.012600819164108518
ar,0.05049336168698654,cortical_pca64_delta,grouped_4,0.004703352365249436,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.0457900093217371
shuffled,0.027359398274292124,cortical_pca64_delta,grouped_4,0.004703352365249436,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.022656045909042688
random,0.02420984095595019,cortical_pca64_delta,grouped_4,0.004703352365249436,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.019506488590700755
timestamp,-0.017414863519324503,cortical_pca64_delta,grouped_4,0.004703352365249436,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.02211821588457394
video_time,-0.014639552307809972,cortical_pca64_delta,grouped_4,0.004703352365249436,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.019342904673059408
ar,0.05049336168698654,cortical_pca64_delta,grouped_4,-0.013634854956916187,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.06412821664390272
shuffled,-0.03238885732437774,cortical_pca64_delta,grouped_4,-0.013634854956916187,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.018754002367461553
random,-0.02844926382369961,cortical_pca64_delta,grouped_4,-0.013634854956916187,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.014814408866783424
timestamp,-0.017414863519324503,cortical_pca64_delta,grouped_4,-0.013634854956916187,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.0037800085624083157
video_time,-0.014639552307809972,cortical_pca64_delta,grouped_4,-0.013634854956916187,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.001004697350893785
ar,0.05676434413779663,cortical_pca64_delta,grouped_4,0.049530555503146,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.007233788634650629
shuffled,0.05909754637893022,cortical_pca64_delta,grouped_4,0.049530555503146,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.00956699087578422
random,0.05430391174095217,cortical_pca64_delta,grouped_4,0.049530555503146,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.00477335623780617
timestamp,-0.017544932791694556,cortical_pca64_delta,grouped_4,0.049530555503146,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.06707548829484056
video_time,-0.013792831052567484,cortical_pca64_delta,grouped_4,0.049530555503146,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.06332338655571348
ar,0.05676434413779663,cortical_pca64_delta,grouped_4,0.013388003269023174,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.043376340868773455
shuffled,0.06639109489453188,cortical_pca64_delta,grouped_4,0.013388003269023174,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.0530030916255087
random,0.06621308911898766,cortical_pca64_delta,grouped_4,0.013388003269023174,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.05282508584996448
timestamp,-0.017544932791694556,cortical_pca64_delta,grouped_4,0.013388003269023174,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.03093293606071773
video_time,-0.013792831052567484,cortical_pca64_delta,grouped_4,0.013388003269023174,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.027180834321590658
ar,0.05676434413779663,cortical_pca64_delta,grouped_4,0.006722295473381046,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.050042048664415584
shuffled,0.061589043579430736,cortical_pca64_delta,grouped_4,0.006722295473381046,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.05486674810604969
random,0.0541186796329029,cortical_pca64_delta,grouped_4,0.006722295473381046,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.047396384159521854
timestamp,-0.017544932791694556,cortical_pca64_delta,grouped_4,0.006722295473381046,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.024267228265075602
video_time,-0.013792831052567484,cortical_pca64_delta,grouped_4,0.006722295473381046,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.02051512652594853
ar,0.05676434413779663,cortical_pca64_delta,grouped_4,0.0019680880345034346,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.054796256103293195
shuffled,0.038809337758548,cortical_pca64_delta,grouped_4,0.0019680880345034346,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.03684124972404457
random,0.018679489010804518,cortical_pca64_delta,grouped_4,0.0019680880345034346,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.016711400976301083
timestamp,-0.017544932791694556,cortical_pca64_delta,grouped_4,0.0019680880345034346,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.01951302082619799
video_time,-0.013792831052567484,cortical_pca64_delta,grouped_4,0.0019680880345034346,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.015760919087070918
ar,0.05676434413779663,cortical_pca64_delta,grouped_4,0.0030437622645291262,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.0537205818732675
shuffled,0.07213987031385816,cortical_pca64_delta,grouped_4,0.0030437622645291262,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.06909610804932903
random,0.009512138215431287,cortical_pca64_delta,grouped_4,0.0030437622645291262,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.006468375950902161
timestamp,-0.017544932791694556,cortical_pca64_delta,grouped_4,0.0030437622645291262,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.020588695056223683
video_time,-0.013792831052567484,cortical_pca64_delta,grouped_4,0.0030437622645291262,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.01683659331709661
ar,0.05676434413779663,cortical_pca64_delta,grouped_4,0.0017359048664429277,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.0550284392713537
shuffled,0.010406589527077292,cortical_pca64_delta,grouped_4,0.0017359048664429277,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.008670684660634365
random,0.025559568391657794,cortical_pca64_delta,grouped_4,0.0017359048664429277,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.023823663525214867
timestamp,-0.017544932791694556,cortical_pca64_delta,grouped_4,0.0017359048664429277,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.019280837658137484
video_time,-0.013792831052567484,cortical_pca64_delta,grouped_4,0.0017359048664429277,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.015528735919010411
ar,0.05676434413779663,cortical_pca64_delta,grouped_4,-0.012455014104717221,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.06921935824251385
shuffled,-0.014910962837527464,cortical_pca64_delta,grouped_4,-0.012455014104717221,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.0024559487328102425
random,-0.01281446545103232,cortical_pca64_delta,grouped_4,-0.012455014104717221,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.00035945134631509834
timestamp,-0.017544932791694556,cortical_pca64_delta,grouped_4,-0.012455014104717221,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.005089918686977335
video_time,-0.013792831052567484,cortical_pca64_delta,grouped_4,-0.012455014104717221,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.0013378169478502622
ar,0.0536728273452739,cortical_pca64_delta,grouped_4,0.009330307409925354,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,-0.044342519935348546
shuffled,-0.04203553184743336,cortical_pca64_delta,grouped_4,0.009330307409925354,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,0.051365839257358714
random,-0.025587342543084035,cortical_pca64_delta,grouped_4,0.009330307409925354,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,0.03491764995300939
timestamp,-0.016140378637045483,cortical_pca64_delta,grouped_4,0.009330307409925354,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,0.025470686046970836
video_time,-0.011489115157749918,cortical_pca64_delta,grouped_4,0.009330307409925354,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,0.020819422567675272
ar,0.03168090752738978,cortical_pca64_delta,grouped_4,0.023215507887982573,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.008465399639407206
shuffled,0.05261704327263514,cortical_pca64_delta,grouped_4,0.023215507887982573,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.029401535384652566
random,0.03930190415925944,cortical_pca64_delta,grouped_4,0.023215507887982573,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.016086396271276865
timestamp,-0.009008394931568325,cortical_pca64_delta,grouped_4,0.023215507887982573,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.0322239028195509
video_time,-0.007666268255676734,cortical_pca64_delta,grouped_4,0.023215507887982573,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.030881776143659306
ar,0.03168090752738978,cortical_pca64_delta,grouped_4,0.021312415797908962,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.010368491729480817
shuffled,0.03878536014275105,cortical_pca64_delta,grouped_4,0.021312415797908962,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.01747294434484209
random,0.0639522693410868,cortical_pca64_delta,grouped_4,0.021312415797908962,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.04263985354317784
timestamp,-0.009008394931568325,cortical_pca64_delta,grouped_4,0.021312415797908962,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.030320810729477288
video_time,-0.007666268255676734,cortical_pca64_delta,grouped_4,0.021312415797908962,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.028978684053585696
ar,0.03168090752738978,cortical_pca64_delta,grouped_4,0.040864982604364136,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.009184075076974357
shuffled,0.04525790869160498,cortical_pca64_delta,grouped_4,0.040864982604364136,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.004392926087240845
random,0.0495237739065815,cortical_pca64_delta,grouped_4,0.040864982604364136,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.008658791302217361
timestamp,-0.009008394931568325,cortical_pca64_delta,grouped_4,0.040864982604364136,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.04987337753593246
video_time,-0.007666268255676734,cortical_pca64_delta,grouped_4,0.040864982604364136,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.04853125086004087
ar,0.03168090752738978,cortical_pca64_delta,grouped_4,0.01532942478673091,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.016351482740658868
shuffled,-0.02070045707258325,cortical_pca64_delta,grouped_4,0.01532942478673091,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.03602988185931416
random,-0.019341937673344023,cortical_pca64_delta,grouped_4,0.01532942478673091,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.034671362460074934
timestamp,-0.009008394931568325,cortical_pca64_delta,grouped_4,0.01532942478673091,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.024337819718299236
video_time,-0.007666268255676734,cortical_pca64_delta,grouped_4,0.01532942478673091,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.022995693042407644
ar,0.03168090752738978,cortical_pca64_delta,grouped_4,0.01005360975327943,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.02162729777411035
shuffled,0.007071065696722695,cortical_pca64_delta,grouped_4,0.01005360975327943,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.002982544056556735
random,0.04035072679062954,cortical_pca64_delta,grouped_4,0.01005360975327943,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.030297117037350108
timestamp,-0.009008394931568325,cortical_pca64_delta,grouped_4,0.01005360975327943,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.019062004684847755
video_time,-0.007666268255676734,cortical_pca64_delta,grouped_4,0.01005360975327943,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.017719878008956164
ar,0.03168090752738978,cortical_pca64_delta,grouped_4,0.013460724825219733,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.018220182702170046
shuffled,0.02879192760463392,cortical_pca64_delta,grouped_4,0.013460724825219733,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.015331202779414188
random,0.03340757053390295,cortical_pca64_delta,grouped_4,0.013460724825219733,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.019946845708683214
timestamp,-0.009008394931568325,cortical_pca64_delta,grouped_4,0.013460724825219733,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.02246911975678806
video_time,-0.007666268255676734,cortical_pca64_delta,grouped_4,0.013460724825219733,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.021126993080896467
ar,0.03168090752738978,cortical_pca64_delta,grouped_4,-0.02067948696956254,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.05236039449695232
shuffled,-0.015484221456294772,cortical_pca64_delta,grouped_4,-0.02067948696956254,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.005195265513267766
random,0.025983448267173526,cortical_pca64_delta,grouped_4,-0.02067948696956254,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.046662935236736064
timestamp,-0.009008394931568325,cortical_pca64_delta,grouped_4,-0.02067948696956254,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.011671092037994213
video_time,-0.007666268255676734,cortical_pca64_delta,grouped_4,-0.02067948696956254,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.013013218713885805
ar,0.05185482442647271,cortical_pca64_delta,grouped_4,0.05599083674666963,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.004136012320196919
shuffled,0.08227451946397343,cortical_pca64_delta,grouped_4,0.05599083674666963,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.026283682717303802
random,0.07206895066652444,cortical_pca64_delta,grouped_4,0.05599083674666963,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.01607811391985481
timestamp,-0.013346754772769073,cortical_pca64_delta,grouped_4,0.05599083674666963,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.0693375915194387
video_time,-0.01166645312949105,cortical_pca64_delta,grouped_4,0.05599083674666963,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.06765728987616068
ar,0.05185482442647271,cortical_pca64_delta,grouped_4,0.022391764764891436,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.029463059661581276
shuffled,0.06015564845230778,cortical_pca64_delta,grouped_4,0.022391764764891436,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.037763883687416344
random,0.08026927535085251,cortical_pca64_delta,grouped_4,0.022391764764891436,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.05787751058596108
timestamp,-0.013346754772769073,cortical_pca64_delta,grouped_4,0.022391764764891436,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.03573851953766051
video_time,-0.01166645312949105,cortical_pca64_delta,grouped_4,0.022391764764891436,mean,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.034058217894382486
ar,0.05185482442647271,cortical_pca64_delta,grouped_4,0.03328278851018693,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.018572035916285784
shuffled,0.057576370017645845,cortical_pca64_delta,grouped_4,0.03328278851018693,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.024293581507458917
random,0.038026477877421694,cortical_pca64_delta,grouped_4,0.03328278851018693,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.004743689367234766
timestamp,-0.013346754772769073,cortical_pca64_delta,grouped_4,0.03328278851018693,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.046629543282956
video_time,-0.01166645312949105,cortical_pca64_delta,grouped_4,0.03328278851018693,slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.04494924163967798
ar,0.05185482442647271,cortical_pca64_delta,grouped_4,0.012555835865025206,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.039298988561447507
shuffled,0.03143031013622813,cortical_pca64_delta,grouped_4,0.012555835865025206,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.018874474271202923
random,0.04410372229973533,cortical_pca64_delta,grouped_4,0.012555835865025206,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.031547886434710126
timestamp,-0.013346754772769073,cortical_pca64_delta,grouped_4,0.012555835865025206,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.02590259063779428
video_time,-0.01166645312949105,cortical_pca64_delta,grouped_4,0.012555835865025206,mean_last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.024222288994516256
ar,0.05185482442647271,cortical_pca64_delta,grouped_4,0.006581892001803175,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.04527293242466954
shuffled,0.050973028594732045,cortical_pca64_delta,grouped_4,0.006581892001803175,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.04439113659292887
random,0.029011331819767228,cortical_pca64_delta,grouped_4,0.006581892001803175,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.022429439817964053
