scope,video_id,time_quartile,rows,spike_prevalence,continuous_mean,continuous_std,positive_count,ar_pr_auc,ar_spearman_continuous,ar_top5_lift
train,5690E95B-9747-B2B5-2EE1-16A72200D5CC_solid_48A42F56-36F1-BE3B-2BA5-F6229EA8BEEF,q3,41,0.0975609756097561,0.05199621135096361,0.05370472415772227,,,,
train,5690E95B-9747-B2B5-2EE1-16A72200D5CC_solid_48A42F56-36F1-BE3B-2BA5-F6229EA8BEEF,q4_latest,41,0.0,0.011223774562339956,0.016726940498730594,,,,
train,5690E95B-9747-B2B5-2EE1-16A72200D5CC_tiny_BB28091D-D1FA-FD7A-5C22-722ECE96CFE5,q1_earliest,42,0.0,0.02951269947169792,0.01893147490379107,,,,
train,5690E95B-9747-B2B5-2EE1-16A72200D5CC_tiny_BB28091D-D1FA-FD7A-5C22-722ECE96CFE5,q2,41,0.0,0.02943533695041679,0.027648832507892622,,,,
train,5690E95B-9747-B2B5-2EE1-16A72200D5CC_tiny_BB28091D-D1FA-FD7A-5C22-722ECE96CFE5,q3,41,0.0,0.01609279163090921,0.0195753231916728,,,,
train,5690E95B-9747-B2B5-2EE1-16A72200D5CC_tiny_BB28091D-D1FA-FD7A-5C22-722ECE96CFE5,q4_latest,41,0.14634146341463414,0.04829082711281755,0.0658335106150042,,,,
train,5690E95B-9747-B2B5-2EE1-16A72200D5CC_topdown_973D2B8E-B1CE-722F-DD48-F1ADF47B18EB,q1_earliest,42,0.35714285714285715,0.10376674766164451,0.08213461179763809,,,,
train,5690E95B-9747-B2B5-2EE1-16A72200D5CC_topdown_973D2B8E-B1CE-722F-DD48-F1ADF47B18EB,q2,41,0.1951219512195122,0.06815556377717634,0.11723231479942481,,,,
train,5690E95B-9747-B2B5-2EE1-16A72200D5CC_topdown_973D2B8E-B1CE-722F-DD48-F1ADF47B18EB,q3,41,0.2682926829268293,0.10627892606596394,0.14793572937482002,,,,
train,5690E95B-9747-B2B5-2EE1-16A72200D5CC_topdown_973D2B8E-B1CE-722F-DD48-F1ADF47B18EB,q4_latest,41,0.0,0.007056475639706705,0.021275862944222786,,,,
train,56EF301B-39F0-ED8F-E067-59FB50186E9C_endless_A0C76FF8-3169-A741-1E40-C247831B8EBA,q1_earliest,42,0.2857142857142857,0.09523809789901688,0.14859483426800701,,,,
train,56EF301B-39F0-ED8F-E067-59FB50186E9C_endless_A0C76FF8-3169-A741-1E40-C247831B8EBA,q2,41,0.43902439024390244,0.14634146723078517,0.16596140243774832,,,,
train,56EF301B-39F0-ED8F-E067-59FB50186E9C_endless_A0C76FF8-3169-A741-1E40-C247831B8EBA,q3,41,0.0,0.0,0.0,,,,
train,56EF301B-39F0-ED8F-E067-59FB50186E9C_endless_A0C76FF8-3169-A741-1E40-C247831B8EBA,q4_latest,41,0.14634146341463414,0.024390244629324938,0.059639842229117994,,,,
train,56EF301B-39F0-ED8F-E067-59FB50186E9C_topdown_FDDF9A68-8439-90F7-99D5-7E859CC906D9,q1_earliest,42,0.14285714285714285,0.07142857142857142,0.1770844008302866,,,,
train,56EF301B-39F0-ED8F-E067-59FB50186E9C_topdown_FDDF9A68-8439-90F7-99D5-7E859CC906D9,q2,41,0.0,0.0,0.0,,,,
train,56EF301B-39F0-ED8F-E067-59FB50186E9C_topdown_FDDF9A68-8439-90F7-99D5-7E859CC906D9,q3,41,0.14634146341463414,0.07317073170731707,0.1789195213551367,,,,
train,56EF301B-39F0-ED8F-E067-59FB50186E9C_topdown_FDDF9A68-8439-90F7-99D5-7E859CC906D9,q4_latest,41,0.0,0.0,0.0,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_apex_D68923AD-2C12-8C9F-BEE5-F5846133156D,q1_earliest,42,0.38095238095238093,0.12943408677044013,0.11438358336870455,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_apex_D68923AD-2C12-8C9F-BEE5-F5846133156D,q2,41,0.04878048780487805,0.030953670954104603,0.06962402761297162,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_apex_D68923AD-2C12-8C9F-BEE5-F5846133156D,q3,41,0.07317073170731707,0.06197731494449261,0.06265718481799702,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_apex_D68923AD-2C12-8C9F-BEE5-F5846133156D,q4_latest,41,0.0,0.010735944594915321,0.022924117712348414,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_endless_547C972C-33AE-7482-2857-8ACC70A914FE,q1_earliest,42,0.11904761904761904,0.04244614915833587,0.06722330979723269,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_endless_547C972C-33AE-7482-2857-8ACC70A914FE,q2,41,0.21951219512195122,0.06480173216905535,0.08266812724840508,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_endless_547C972C-33AE-7482-2857-8ACC70A914FE,q3,41,0.14634146341463414,0.06585955401178359,0.10589189051497554,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_endless_547C972C-33AE-7482-2857-8ACC70A914FE,q4_latest,41,0.0,0.051284368161293795,0.03709111791543644,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_fps_99A4F4BC-1B7F-1841-31F8-508E9D96610A,q1_earliest,41,0.2682926829268293,0.05594891559605191,0.08838591320407105,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_fps_99A4F4BC-1B7F-1841-31F8-508E9D96610A,q2,41,0.3170731707317073,0.10780469891501636,0.17851088099210455,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_fps_99A4F4BC-1B7F-1841-31F8-508E9D96610A,q3,41,0.0,0.019270742357504075,0.036056141765444416,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_fps_99A4F4BC-1B7F-1841-31F8-508E9D96610A,q4_latest,41,0.4146341463414634,0.14209824618769856,0.17600369527207857,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_gallery_4336D487-3595-4227-24BD-6DFAF6204A8D,q1_earliest,41,0.0,0.021852948259925696,0.027319071185173304,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_gallery_4336D487-3595-4227-24BD-6DFAF6204A8D,q2,41,0.0,0.04039038940355545,0.030934172043227837,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_gallery_4336D487-3595-4227-24BD-6DFAF6204A8D,q3,40,0.0,0.021854056557640434,0.03219593809486655,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_gallery_4336D487-3595-4227-24BD-6DFAF6204A8D,q4_latest,41,0.024390243902439025,0.05658426133506909,0.039970077416943535,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_gun_2FD68A55-2381-59D0-02DA-D1FE7355BBB7,q1_earliest,42,0.047619047619047616,0.0387329345214225,0.05322678729879877,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_gun_2FD68A55-2381-59D0-02DA-D1FE7355BBB7,q2,42,0.023809523809523808,0.04232804264341082,0.058928050782759096,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_gun_2FD68A55-2381-59D0-02DA-D1FE7355BBB7,q3,42,0.11904761904761904,0.04652362068494161,0.07756428878278326,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_gun_2FD68A55-2381-59D0-02DA-D1FE7355BBB7,q4_latest,42,0.42857142857142855,0.13453118911101705,0.13858867129314026,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_platform_9246930A-920D-D9C7-ADBA-17FA9F1472E6,q1_earliest,42,0.40476190476190477,0.12304682728080522,0.15597626442347676,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_platform_9246930A-920D-D9C7-ADBA-17FA9F1472E6,q2,41,0.2682926829268293,0.08858217426189562,0.15205014364708766,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_platform_9246930A-920D-D9C7-ADBA-17FA9F1472E6,q3,41,0.14634146341463414,0.03292334497701831,0.070703151816289,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_platform_9246930A-920D-D9C7-ADBA-17FA9F1472E6,q4_latest,41,0.07317073170731707,0.013889100856897308,0.050200889768843446,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_solid_12943C34-0B53-8048-5688-C7B18E02890C,q1_earliest,42,0.21428571428571427,0.09189456741192512,0.0658146305534472,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_solid_12943C34-0B53-8048-5688-C7B18E02890C,q2,41,0.17073170731707318,0.0880512103364553,0.12633736928810682,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_solid_12943C34-0B53-8048-5688-C7B18E02890C,q3,41,0.07317073170731707,0.024087430494723887,0.04815631790900383,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_solid_12943C34-0B53-8048-5688-C7B18E02890C,q4_latest,41,0.0,0.01540436468473295,0.03379074961082561,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_tiny_F25F8FBC-A115-ADA6-1149-2B65DC2F8F5C,q1_earliest,42,0.30952380952380953,0.09165252873762733,0.10249767683045777,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_tiny_F25F8FBC-A115-ADA6-1149-2B65DC2F8F5C,q2,41,0.17073170731707318,0.09330460738118102,0.14854378538176372,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_tiny_F25F8FBC-A115-ADA6-1149-2B65DC2F8F5C,q3,41,0.12195121951219512,0.04962325244914831,0.09460876592711281,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_tiny_F25F8FBC-A115-ADA6-1149-2B65DC2F8F5C,q4_latest,41,0.0,0.013613159336694857,0.021425414687405612,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_topdown_8680DBF7-EB18-1141-B8B5-634E110BF11F,q1_earliest,40,0.175,0.047848911373876035,0.0840908388078877,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_topdown_8680DBF7-EB18-1141-B8B5-634E110BF11F,q2,39,0.20512820512820512,0.06166630992904688,0.08902000223696636,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_topdown_8680DBF7-EB18-1141-B8B5-634E110BF11F,q3,39,0.05128205128205128,0.04791172995017125,0.058097493579045964,,,,
train,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5_topdown_8680DBF7-EB18-1141-B8B5-634E110BF11F,q4_latest,40,0.15,0.06421806295402348,0.08992683655459906,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_apex_82F42851-1D30-E5A9-4319-B04C6CCC33D7,q1_earliest,42,0.0,0.0058239122195768035,0.006564832834449113,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_apex_82F42851-1D30-E5A9-4319-B04C6CCC33D7,q2,41,0.0,0.0038268734578883684,0.005697508103951942,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_apex_82F42851-1D30-E5A9-4319-B04C6CCC33D7,q3,41,0.12195121951219512,0.03828577787853868,0.062484445367006425,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_apex_82F42851-1D30-E5A9-4319-B04C6CCC33D7,q4_latest,41,0.12195121951219512,0.04340429399332895,0.0740982206018075,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_endless_0AB3562A-4598-DE43-65C1-BB25E5CDA433,q1_earliest,42,0.0,0.003436426321665446,0.007777226653928124,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_endless_0AB3562A-4598-DE43-65C1-BB25E5CDA433,q2,41,0.0,0.007543374443563019,0.012646434685067556,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_endless_0AB3562A-4598-DE43-65C1-BB25E5CDA433,q3,41,0.0,0.003017349651355932,0.007206102533538364,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_endless_0AB3562A-4598-DE43-65C1-BB25E5CDA433,q4_latest,41,0.0,0.04259980002009287,0.040761136647650784,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_fps_F1865227-6496-40A2-08F6-1DF83659286B,q1_earliest,42,0.0,0.036557210077132495,0.025248387274068383,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_fps_F1865227-6496-40A2-08F6-1DF83659286B,q2,41,0.12195121951219512,0.03875900945830636,0.07460047650103992,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_fps_F1865227-6496-40A2-08F6-1DF83659286B,q3,41,0.0975609756097561,0.033274980216491515,0.054298239730399094,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_fps_F1865227-6496-40A2-08F6-1DF83659286B,q4_latest,41,0.1951219512195122,0.10060975532524469,0.17964699324104666,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_gallery_26A74BE9-3CA7-7D25-FB75-A261DBCD2DB1,q1_earliest,41,0.21951219512195122,0.050813009371844735,0.0918076256582137,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_gallery_26A74BE9-3CA7-7D25-FB75-A261DBCD2DB1,q2,41,0.1951219512195122,0.04878048889520692,0.10054156388416532,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_gallery_26A74BE9-3CA7-7D25-FB75-A261DBCD2DB1,q3,40,0.2,0.05000000121071935,0.10348188865989681,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_gallery_26A74BE9-3CA7-7D25-FB75-A261DBCD2DB1,q4_latest,41,0.21951219512195122,0.0406504075111049,0.08115561228385551,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_gun_479D3BEB-AC05-45D2-FFED-43465BB56C5E,q1_earliest,43,0.0,0.005937654438406922,0.014919344360065642,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_gun_479D3BEB-AC05-45D2-FFED-43465BB56C5E,q2,42,0.0,0.002926287418674855,0.009859873594837632,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_gun_479D3BEB-AC05-45D2-FFED-43465BB56C5E,q3,42,0.0,0.0,0.0,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_gun_479D3BEB-AC05-45D2-FFED-43465BB56C5E,q4_latest,42,0.0,0.0,0.0,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_platform_306F1801-AB04-FCD5-5725-963840A9701C,q1_earliest,42,0.0,0.04081632826654684,0.06261024460975581,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_platform_306F1801-AB04-FCD5-5725-963840A9701C,q2,41,0.0,0.0,0.0,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_platform_306F1801-AB04-FCD5-5725-963840A9701C,q3,41,0.07317073170731707,0.04181184819558772,0.08599652150721077,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_platform_306F1801-AB04-FCD5-5725-963840A9701C,q4_latest,41,0.0,0.0,0.0,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_solid_370260C3-CD44-31FD-7C8C-341243E81F0F,q1_earliest,42,0.0,0.02197802270806971,0.0341309088861981,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_solid_370260C3-CD44-31FD-7C8C-341243E81F0F,q2,41,0.14634146341463414,0.05628517971987405,0.09894775485655385,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_solid_370260C3-CD44-31FD-7C8C-341243E81F0F,q3,41,0.0975609756097561,0.020637899273779334,0.04875365609146479,,,,
train,5CD23052-9069-615B-22B2-CB8E9A2413C9_solid_370260C3-CD44-31FD-7C8C-341243E81F0F,q4_latest,41,0.14634146341463414,0.03564728005993657,0.07693210315609014,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_apex_4DA69D0E-4C88-D264-4408-8AB05428BDA7,q1_earliest,42,0.23809523809523808,0.08267668330864537,0.09886079019832324,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_apex_4DA69D0E-4C88-D264-4408-8AB05428BDA7,q2,41,0.3902439024390244,0.131888573852981,0.13099786622375953,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_apex_4DA69D0E-4C88-D264-4408-8AB05428BDA7,q3,41,0.43902439024390244,0.15256101647164763,0.16345173497472426,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_apex_4DA69D0E-4C88-D264-4408-8AB05428BDA7,q4_latest,41,0.4878048780487805,0.14627568914396008,0.1442677437505135,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_endless_8EC728EE-E99B-E1E6-9F23-52A29CFE7CD2,q1_earliest,42,0.0,0.036069240764759126,0.035672895978355025,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_endless_8EC728EE-E99B-E1E6-9F23-52A29CFE7CD2,q2,41,0.024390243902439025,0.04422166702201272,0.04850881964951055,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_endless_8EC728EE-E99B-E1E6-9F23-52A29CFE7CD2,q3,41,0.17073170731707318,0.07974859904043557,0.10836177465307247,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_endless_8EC728EE-E99B-E1E6-9F23-52A29CFE7CD2,q4_latest,41,0.1951219512195122,0.08527272676185864,0.10499752435691131,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_fps_C3B8E560-8665-7574-0C20-3408A6B71963,q1_earliest,41,0.12195121951219512,0.06083949618950123,0.1529275687643427,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_fps_C3B8E560-8665-7574-0C20-3408A6B71963,q2,41,0.07317073170731707,0.01863438835958155,0.06885571349338691,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_fps_C3B8E560-8665-7574-0C20-3408A6B71963,q3,40,0.175,0.10304499417543411,0.23889574906448288,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_fps_C3B8E560-8665-7574-0C20-3408A6B71963,q4_latest,41,0.17073170731707318,0.10027100491087611,0.222939278621616,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_gallery_60E06673-4D33-AE39-BBE6-E9E625B10FEC,q1_earliest,41,0.0,0.034607461165273336,0.0454854126701776,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_gallery_60E06673-4D33-AE39-BBE6-E9E625B10FEC,q2,41,0.1951219512195122,0.06007262242094773,0.0870878858954561,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_gallery_60E06673-4D33-AE39-BBE6-E9E625B10FEC,q3,40,0.2,0.07695611308445223,0.10211263842070581,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_gallery_60E06673-4D33-AE39-BBE6-E9E625B10FEC,q4_latest,41,0.24390243902439024,0.13256502069714593,0.1486324595796028,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_gun_45F033B3-E3E8-6D11-6CB9-E3FDB894AD80,q1_earliest,42,0.5,0.1311959901026317,0.1310129508011392,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_gun_45F033B3-E3E8-6D11-6CB9-E3FDB894AD80,q2,41,0.024390243902439025,0.006677438936582426,0.03302068860023161,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_gun_45F033B3-E3E8-6D11-6CB9-E3FDB894AD80,q3,41,0.1951219512195122,0.07775991989254225,0.16300869232275805,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_gun_45F033B3-E3E8-6D11-6CB9-E3FDB894AD80,q4_latest,42,0.3333333333333333,0.15204746402533992,0.22078566410673642,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_platform_812E6F39-7D38-CD21-4F0B-F720D6A08280,q1_earliest,42,0.0,0.035521670909864564,0.03653066850907824,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_platform_812E6F39-7D38-CD21-4F0B-F720D6A08280,q2,41,0.14634146341463414,0.05998756057332929,0.08025515824848731,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_platform_812E6F39-7D38-CD21-4F0B-F720D6A08280,q3,41,0.0975609756097561,0.031486982615982616,0.05979590788069354,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_platform_812E6F39-7D38-CD21-4F0B-F720D6A08280,q4_latest,41,0.04878048780487805,0.04024365632198524,0.05239495114700385,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_solid_36AB89C0-A7E5-4E75-6495-A9C1CC15BF59,q1_earliest,42,0.42857142857142855,0.1572400684512797,0.1538677037337347,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_solid_36AB89C0-A7E5-4E75-6495-A9C1CC15BF59,q2,41,0.2926829268292683,0.10977623102868475,0.1519346253896447,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_solid_36AB89C0-A7E5-4E75-6495-A9C1CC15BF59,q3,41,0.34146341463414637,0.0849310824783837,0.11879330246373482,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_solid_36AB89C0-A7E5-4E75-6495-A9C1CC15BF59,q4_latest,41,0.36585365853658536,0.1300702900966493,0.18019188788425253,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_tiny_D41D36D3-CE32-E1E0-E479-1F5791D55D56,q1_earliest,42,0.21428571428571427,0.07240875420116243,0.11455944067517973,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_tiny_D41D36D3-CE32-E1E0-E479-1F5791D55D56,q2,41,0.0975609756097561,0.026849967086823974,0.08283592326416989,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_tiny_D41D36D3-CE32-E1E0-E479-1F5791D55D56,q3,41,0.21951219512195122,0.06756919549732673,0.09243181058233767,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_tiny_D41D36D3-CE32-E1E0-E479-1F5791D55D56,q4_latest,41,0.17073170731707318,0.1006072893420734,0.23404771372554564,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_topdown_CC8F6558-5327-792D-B465-550F0FC33775,q1_earliest,42,0.30952380952380953,0.10815662278660707,0.13032073089729068,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_topdown_CC8F6558-5327-792D-B465-550F0FC33775,q2,41,0.34146341463414637,0.12082241164951972,0.10746738202635008,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_topdown_CC8F6558-5327-792D-B465-550F0FC33775,q3,41,0.12195121951219512,0.03012912512597878,0.06906827832881361,,,,
train,5E491E0A-C580-29BE-4329-ED7BFF843D0D_topdown_CC8F6558-5327-792D-B465-550F0FC33775,q4_latest,41,0.17073170731707318,0.06928880585402977,0.13223636284106022,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_apex_6E351A67-A0DA-976B-5D69-1EAF6F55B99A,q1_earliest,42,0.0,0.01670912073902963,0.016557273804987338,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_apex_6E351A67-A0DA-976B-5D69-1EAF6F55B99A,q2,41,0.0,0.02004446721903372,0.010672121000444141,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_apex_6E351A67-A0DA-976B-5D69-1EAF6F55B99A,q3,41,0.0,0.020092175245603045,0.009664855268207135,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_apex_6E351A67-A0DA-976B-5D69-1EAF6F55B99A,q4_latest,41,0.0,0.030476682933001983,0.017332573797148455,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_endless_587718C2-9C3B-D57B-714D-EDB2E852D7BD,q1_earliest,42,0.0,0.007944972010418064,0.009953874912981116,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_endless_587718C2-9C3B-D57B-714D-EDB2E852D7BD,q2,41,0.0,0.017387035598115223,0.02539793812159873,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_endless_587718C2-9C3B-D57B-714D-EDB2E852D7BD,q3,41,0.0,0.027593792825028662,0.020507675078443588,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_endless_587718C2-9C3B-D57B-714D-EDB2E852D7BD,q4_latest,41,0.0,0.03639616850740844,0.022817819671088462,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D,q1_earliest,41,0.0,0.012823002253908937,0.0158205061331537,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D,q2,41,0.0,0.023593864642174507,0.010913737108376202,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D,q3,41,0.0,0.02638505801995762,0.019798420053290224,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D,q4_latest,41,0.0,0.017016228776788565,0.02633279929621627,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_gallery_2832671B-F5C1-7BC9-6512-D7742695ED3A,q1_earliest,41,0.0,2.1129072836895543e-05,0.0001352920783964099,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_gallery_2832671B-F5C1-7BC9-6512-D7742695ED3A,q2,41,0.0,0.02134326815877746,0.031146749793590767,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_gallery_2832671B-F5C1-7BC9-6512-D7742695ED3A,q3,40,0.0,0.04072863252949901,0.02447800583146669,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_gallery_2832671B-F5C1-7BC9-6512-D7742695ED3A,q4_latest,41,0.0,0.04135322732078593,0.02473115058309157,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_gun_4A8595CC-8BEB-E1CA-B4A3-5C006BE1FC60,q1_earliest,43,0.0,0.013646547157360717,0.011749524249283936,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_gun_4A8595CC-8BEB-E1CA-B4A3-5C006BE1FC60,q2,43,0.0,0.021745589280197788,0.009985206658913,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_gun_4A8595CC-8BEB-E1CA-B4A3-5C006BE1FC60,q3,43,0.0,0.008800905756246256,0.009511938161598336,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_gun_4A8595CC-8BEB-E1CA-B4A3-5C006BE1FC60,q4_latest,43,0.0,0.02138760697832981,0.007707348622377435,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_platform_84E232BE-B806-ED59-4F6B-FFC721EB80BB,q1_earliest,42,0.0,0.007501325154624369,0.0091432891968887,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_platform_84E232BE-B806-ED59-4F6B-FFC721EB80BB,q2,41,0.0,0.01938638404556891,0.020232319421248233,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_platform_84E232BE-B806-ED59-4F6B-FFC721EB80BB,q3,41,0.0,0.01789337450144358,0.01612525411928472,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_platform_84E232BE-B806-ED59-4F6B-FFC721EB80BB,q4_latest,41,0.0,0.024762245905926315,0.02423839082775013,,,,
train,5F222604-CB86-1ABA-EB7B-31FF78B7BE93_solid_BF4D7D8C-0E3D-2CCD-EFC1-B0D948EAC1AE,q1_earliest,42,0.0,0.030967667334672506,0.016824904445709495,,,,
