fresh_run_id,benchmark_mode,scope,split_name,target_name,threshold,representation_name,feature_name,model_lane,head_name,uses_ar_features,uses_neural_features,uses_sequence_tensor,uses_roi,uses_topk,uses_supervised_features,cautionary,residualized,tests_incremental_neural_value,baseline_role,control_source,canonical_control,control_seed,row_population_matched,shape_matched,n_train,n_test,feature_width,sequence_shape,selected_hyperparameters_json,inner_validation_pr_auc,control_pass,leakage_status,freshly_computed_in_current_run,reused_benchmark_result_row,notes,f1,balanced_accuracy,precision,recall,accuracy,tp,fp,fn,tn,decision_threshold,pr_auc,positive_class_rate,event_count,top_1pct_recall,top_5pct_recall,top_10pct_recall,top_event_count_recall,roc_auc,predicted_positive_count,predicted_positive_rate,train_event_count,test_event_count,train_positive_rate,test_positive_rate,ar_only_pr_auc,pca128_only_pr_auc,pca64_delta_only_pr_auc,ar_plus_pca128_pr_auc,ar_plus_pca64_delta_pr_auc,residualized_ar_plus_pca128_pr_auc,residualized_ar_plus_pca64_delta_pr_auc,delta_pca128_only_vs_ar,delta_ar_plus_pca128_vs_ar,delta_residualized_ar_plus_pca128_vs_ar,delta_ar_plus_pca128_vs_ar_plus_pca64_delta,delta_residualized_pca128_vs_residualized_pca64_delta
trained_heads_mps_20260620_full,existing_suite_with_frozen_tensor_adapter_trained_heads,full_veatic_124,blocked,arousal__future_spike_1_3s,0.05,pca_sequence_128_causal_past_2s_mean,PCA128,AR_only,ridge_score,True,False,False,False,False,False,False,False,False,original_original_baseline,,False,,True,True,5989,2956,15,,"{""alpha"": 1.0}",,,pass,True,False,,0.2802428771602055,0.6000867585723837,0.17152658662092624,0.7653061224489796,0.4786874154262517,300.0,1449.0,92.0,1115.0,0.20632346950364092,0.3413433554377356,0.13261163734776726,392.0,0.058673469387755105,0.17857142857142858,0.3010204081632653,0.375,0.6966743210544748,1749,0.5916779431664412,1042.0,392.0,0.17398564034062447,0.13261163734776726,0.3413433554377356,0.2355396209298257,,0.3746780166177827,,0.3687927502765938,,-0.10580373450790989,0.03333466118004713,0.02744939483885822,,
trained_heads_mps_20260620_full,existing_suite_with_frozen_tensor_adapter_trained_heads,full_veatic_124,blocked,arousal__future_spike_1_3s,0.05,pca_sequence_128_causal_past_2s_mean,PCA128,PCA128_only,ridge_score,False,True,False,False,False,False,False,False,False,,,False,,True,True,5989,2956,128,,"{""alpha"": 1.0}",,,pass,True,False,,0.3071090047393365,0.6089337451049063,0.24434389140271492,0.413265306122449,0.7527063599458728,162.0,501.0,230.0,2063.0,0.25782726622179064,0.2355396209298257,0.13261163734776726,392.0,0.03826530612244898,0.11224489795918367,0.20153061224489796,0.2653061224489796,0.6503699178579389,663,0.2242895805142084,1042.0,392.0,0.17398564034062447,0.13261163734776726,0.3413433554377356,0.2355396209298257,,0.3746780166177827,,0.3687927502765938,,-0.10580373450790989,0.03333466118004713,0.02744939483885822,,
trained_heads_mps_20260620_full,existing_suite_with_frozen_tensor_adapter_trained_heads,full_veatic_124,blocked,arousal__future_spike_1_3s,0.05,pca_sequence_128_causal_past_2s_mean,PCA128,shuffled_PCA128,ridge_score,False,True,False,False,False,False,False,False,False,,shuffled_PCA128,True,43,True,True,5989,2956,128,,"{""alpha"": 1.0}",,,pass,True,False,,0.222509702457956,0.5278900951956446,0.14904679376083188,0.4387755102040816,0.5933694181326117,172.0,982.0,220.0,1582.0,0.1750864872925551,0.14908805540728087,0.13261163734776726,392.0,0.017857142857142856,0.0663265306122449,0.12755102040816327,0.16581632653061223,0.5292307738227896,1154,0.39039242219215153,1042.0,392.0,0.17398564034062447,0.13261163734776726,0.3413433554377356,0.2355396209298257,,0.3746780166177827,,0.3687927502765938,,-0.10580373450790989,0.03333466118004713,0.02744939483885822,,
trained_heads_mps_20260620_full,existing_suite_with_frozen_tensor_adapter_trained_heads,full_veatic_124,blocked,arousal__future_spike_1_3s,0.05,pca_sequence_128_causal_past_2s_mean,PCA128,random_gaussian_PCA128,ridge_score,False,True,False,False,False,False,False,False,False,,random_gaussian_PCA128,True,43,True,True,5989,2956,128,,"{""alpha"": 1.0}",,,pass,True,False,,0.22685571309424524,0.5087952497691745,0.13559322033898305,0.6938775510204082,0.37280108254397837,272.0,1734.0,120.0,830.0,0.1483481079144061,0.13315222867169005,0.13261163734776726,392.0,0.012755102040816327,0.05357142857142857,0.09438775510204081,0.13010204081632654,0.5033151326053042,2006,0.6786197564276049,1042.0,392.0,0.17398564034062447,0.13261163734776726,0.3413433554377356,0.2355396209298257,,0.3746780166177827,,0.3687927502765938,,-0.10580373450790989,0.03333466118004713,0.02744939483885822,,
trained_heads_mps_20260620_full,existing_suite_with_frozen_tensor_adapter_trained_heads,full_veatic_124,blocked,arousal__future_spike_1_3s,0.05,pca_sequence_128_causal_past_2s_mean,PCA128,AR_plus_PCA128,ridge_score,True,True,False,False,False,False,False,False,True,,,False,,True,True,5989,2956,143,,"{""alpha"": 1.0}",,True,pass,True,False,,0.3627760252365931,0.6673923079372155,0.2625570776255708,0.5867346938775511,0.7266576454668471,230.0,646.0,162.0,1918.0,0.28746982284902284,0.3746780166177827,0.13261163734776726,392.0,0.0663265306122449,0.21173469387755103,0.3137755102040816,0.3903061224489796,0.7344670317424942,876,0.2963464140730717,1042.0,392.0,0.17398564034062447,0.13261163734776726,0.3413433554377356,0.2355396209298257,,0.3746780166177827,,0.3687927502765938,,-0.10580373450790989,0.03333466118004713,0.02744939483885822,,
trained_heads_mps_20260620_full,existing_suite_with_frozen_tensor_adapter_trained_heads,full_veatic_124,blocked,arousal__future_spike_1_3s,0.05,pca_sequence_128_causal_past_2s_mean,PCA128,AR_plus_shuffled_PCA128,ridge_score,True,True,False,False,False,False,False,False,True,,AR_plus_shuffled_PCA128,True,43,True,True,5989,2956,143,,"{""alpha"": 1.0}",,,pass,True,False,,0.3534057255676209,0.6421228787927027,0.2882447665056361,0.45663265306122447,0.7784167794316644,179.0,442.0,213.0,2122.0,0.21870433489992158,0.33444570591629025,0.13261163734776726,392.0,0.0663265306122449,0.1760204081632653,0.29846938775510207,0.35714285714285715,0.6881496943551211,621,0.21008119079837617,1042.0,392.0,0.17398564034062447,0.13261163734776726,0.3413433554377356,0.2355396209298257,,0.3746780166177827,,0.3687927502765938,,-0.10580373450790989,0.03333466118004713,0.02744939483885822,,
trained_heads_mps_20260620_full,existing_suite_with_frozen_tensor_adapter_trained_heads,full_veatic_124,blocked,arousal__future_spike_1_3s,0.05,pca_sequence_128_causal_past_2s_mean,PCA128,AR_plus_random_PCA128,ridge_score,True,True,False,False,False,False,False,False,True,,AR_plus_random_PCA128,True,43,True,True,5989,2956,143,,"{""alpha"": 1.0}",,,pass,True,False,,0.3272058823529412,0.6508186347862077,0.2153225806451613,0.6811224489795918,0.628552097428958,267.0,973.0,125.0,1591.0,0.2403742101526056,0.32938724849146495,0.13261163734776726,392.0,0.058673469387755105,0.1760204081632653,0.29846938775510207,0.35714285714285715,0.6871965439842084,1240,0.41948579161028415,1042.0,392.0,0.17398564034062447,0.13261163734776726,0.3413433554377356,0.2355396209298257,,0.3746780166177827,,0.3687927502765938,,-0.10580373450790989,0.03333466118004713,0.02744939483885822,,
trained_heads_mps_20260620_full,existing_suite_with_frozen_tensor_adapter_trained_heads,full_veatic_124,blocked,arousal__future_spike_1_3s,0.05,pca_sequence_128_causal_past_2s_mean,PCA128,residualized_AR_plus_PCA128,ridge_score,True,True,False,False,False,False,False,True,True,,,False,,True,True,5989,2956,128,,"{""alpha"": 1.0, ""residual_target"": ""continuous_ar_residual""}",,True,pass,True,False,Residual correction uses the canonical continuous residual procedure.,0.34633812457221075,0.6635777165780509,0.23666978484565013,0.6454081632653061,0.6769282814614344,253.0,816.0,139.0,1748.0,0.2637609834997248,0.3687927502765938,0.13261163734776726,392.0,0.0663265306122449,0.19642857142857142,0.31887755102040816,0.36989795918367346,0.7290346715909453,1069,0.36163734776725304,1042.0,392.0,0.17398564034062447,0.13261163734776726,0.3413433554377356,0.2355396209298257,,0.3746780166177827,,0.3687927502765938,,-0.10580373450790989,0.03333466118004713,0.02744939483885822,,
trained_heads_mps_20260620_full,existing_suite_with_frozen_tensor_adapter_trained_heads,full_veatic_124,blocked,arousal__future_spike_1_3s,0.05,pca_sequence_128_causal_past_2s_mean,PCA128,residualized_AR_plus_shuffled_PCA128,ridge_score,True,True,False,False,False,False,False,True,True,,residualized_AR_plus_shuffled_PCA128,True,43,True,True,5989,2956,128,,"{""alpha"": 1.0, ""residual_target"": ""continuous_ar_residual""}",,,pass,True,False,Residual correction uses the canonical continuous residual procedure.,0.3078730904817861,0.6298154987423987,0.2,0.6683673469387755,0.6014884979702301,262.0,1048.0,130.0,1516.0,0.22776572774703963,0.33171032454804084,0.13261163734776726,392.0,0.061224489795918366,0.18112244897959184,0.30612244897959184,0.35459183673469385,0.6901097217358082,1310,0.4431664411366712,1042.0,392.0,0.17398564034062447,0.13261163734776726,0.3413433554377356,0.2355396209298257,,0.3746780166177827,,0.3687927502765938,,-0.10580373450790989,0.03333466118004713,0.02744939483885822,,
trained_heads_mps_20260620_full,existing_suite_with_frozen_tensor_adapter_trained_heads,full_veatic_124,blocked,arousal__future_spike_1_3s,0.05,pca_sequence_128_causal_past_2s_mean,PCA128,residualized_AR_plus_random_PCA128,ridge_score,True,True,False,False,False,False,False,True,True,,residualized_AR_plus_random_PCA128,True,43,True,True,5989,2956,128,,"{""alpha"": 1.0, ""residual_target"": ""continuous_ar_residual""}",,,pass,True,False,Residual correction uses the canonical continuous residual procedure.,0.2923387096774194,0.6159978031774332,0.18216080402010051,0.7397959183673469,0.5250338294993234,290.0,1302.0,102.0,1262.0,0.21739537101140563,0.3197489306549909,0.13261163734776726,392.0,0.058673469387755105,0.17346938775510204,0.29081632653061223,0.3469387755102041,0.6800658250819829,1592,0.5385656292286874,1042.0,392.0,0.17398564034062447,0.13261163734776726,0.3413433554377356,0.2355396209298257,,0.3746780166177827,,0.3687927502765938,,-0.10580373450790989,0.03333466118004713,0.02744939483885822,,
