target_name,validation_protocol,feature_name,model_head,loss_name,control_type,folds,seeds,rows_test_total,mean_pr_auc,std_pr_auc,min_pr_auc,max_pr_auc,mean_roc_auc,std_roc_auc,min_roc_auc,max_roc_auc,mean_f1,std_f1,min_f1,max_f1,mean_balanced_accuracy,std_balanced_accuracy,min_balanced_accuracy,max_balanced_accuracy,mean_precision,std_precision,min_precision,max_precision,mean_recall,std_recall,min_recall,max_recall,mean_top_1pct_recall,std_top_1pct_recall,min_top_1pct_recall,max_top_1pct_recall,mean_top_5pct_recall,std_top_5pct_recall,min_top_5pct_recall,max_top_5pct_recall,mean_top_10pct_recall,std_top_10pct_recall,min_top_10pct_recall,max_top_10pct_recall,mean_continuous_mae,std_continuous_mae,min_continuous_mae,max_continuous_mae,mean_continuous_mse,std_continuous_mse,min_continuous_mse,max_continuous_mse,mean_continuous_pearson,std_continuous_pearson,min_continuous_pearson,max_continuous_pearson
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,regression_plus_binary,real,5,3,699267,0.21913274912241704,0.005235965747982055,0.21128153883752887,0.22797457194205903,0.6988396481072425,0.007899358090127689,0.6891562310773603,0.717906969643338,0.2755194676386312,0.010668472839046478,0.25441622243127415,0.2923246999368288,0.6048283636222448,0.010897678986702299,0.5816986720191093,0.6186746297311781,0.24480006236929908,0.013266271013959838,0.22817460317460317,0.26661280549383964,0.32109887277917437,0.04153362649494637,0.2443284481027906,0.37576126674786847,0.04034277474555939,0.00468215870805427,0.03111824934752058,0.04584795321637427,0.15841852637433199,0.010052738040130557,0.13993174061433447,0.17473684210526316,0.265240247528197,0.012267187930888806,0.24713912868901827,0.2830409356725146,0.06576188504695893,0.0031487024231140687,0.061037808656692505,0.07200106233358383,0.00920582829664151,0.0006527005384170579,0.008205575868487358,0.010410777293145657,0.2189681826615338,0.0213766696153222,0.18774651129196007,0.26032477197340353
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,binary,real,5,3,699267,0.21580539991072914,0.007291240755940041,0.2024122742180312,0.22711909076792963,0.6962996246005198,0.00722765788426514,0.6800578084516591,0.711238686489497,0.27224783418030307,0.016802848691033694,0.24167137210615472,0.29250720461095103,0.6011460601038894,0.012706612242230913,0.5753299306834416,0.6166200768665969,0.24935089954611514,0.012306264216618337,0.2302281963113473,0.26937618147448017,0.30789092806891244,0.053223393417597194,0.22121149472813728,0.37190418189200164,0.03944381458475735,0.004802324238828393,0.030315197751455532,0.04631578947368421,0.15542230813284857,0.010184333561669097,0.14073479221039953,0.17483166937543534,0.2631916636924368,0.009969884995577463,0.2437461236303494,0.2834919897840724,3.051615524291992,0.11493275757969257,2.882124185562134,3.2382748126983643,11.26786340077718,0.9134453693321338,9.966421127319336,12.845100402832031,0.25295535768789773,0.010085334592638872,0.22660699955847607,0.2739362846812663
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,regression,real,5,3,699267,0.1993370056402926,0.008153174351929353,0.1858845858298202,0.208417089851035,0.6555979068933839,0.004470622106885128,0.6483941077375517,0.6630831250540615,0.2421438935420771,0.01122760522903129,0.22408140192198983,0.2563219290691302,0.5801208459977459,0.005192942911062181,0.5736284541533151,0.5916862223951442,0.23452417325704886,0.0164773263333063,0.2086147572320632,0.25874125874125875,0.2533247687485134,0.029572471745677894,0.23157894736842105,0.33231831100284204,0.041856495090719995,0.004212376600977582,0.03392892993374824,0.048654970760233916,0.14619991653675526,0.003595147668195512,0.1412032251395493,0.15184583236591595,0.23979548951949828,0.0032947284465159174,0.23406414941128706,0.24680752263756675,0.06307435035705566,0.0012214337505936986,0.0612817220389843,0.06530269980430603,0.008732360290984313,0.0003362299421711343,0.008244842290878296,0.009213017299771309,0.23522525897444882,0.011428321290293057,0.22184146390684106,0.25854393817660276
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,binary,ar_plus_shuffled_pca,5,3,699267,0.1940394434400943,0.00925979482924625,0.17881462130749382,0.20618721720685518,0.6621977843472957,0.010208495998811181,0.643029912244409,0.6746950317335775,0.250254447062977,0.00795733071190809,0.23739703459637562,0.2640166637736504,0.5895149962794847,0.007577235900542754,0.5759699339473279,0.5983576490307916,0.21197259079146685,0.009201678990459882,0.19788458963716696,0.2275243081525804,0.30574009239003047,0.008897784439393885,0.28929933748243325,0.3197120965869515,0.03770883039568914,0.006510160115675611,0.02690222846817908,0.047953216374269005,0.14570026773008987,0.014192820607708004,0.11925316201565951,0.16444444444444445,0.2401734463083372,0.017509830217290214,0.20999799237100983,0.26269005847953214,2.6793144226074217,0.05977458007791241,2.5955514907836914,2.816035270690918,8.211938540140787,0.3958128228619991,7.700076580047607,9.205550193786621,0.22173172474850208,0.01579030304480703,0.1967908444652193,0.250281585242273
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,binary,shuffled_pca,5,3,699267,0.19278321989474273,0.007046562220830947,0.18073776042767403,0.2024379789309754,0.6622296554874747,0.00996480758585574,0.6446935392060695,0.678472251063393,0.2506910890524509,0.004852948528650883,0.24059188892948483,0.25813751087902526,0.5898593912161175,0.005970772127346843,0.5808766138268825,0.5989082991694986,0.2126060389021323,0.00714695038390695,0.19831350700195755,0.22298221614227087,0.3058099643228554,0.007767251912309296,0.2949707602339181,0.3241235198514047,0.03745141318892612,0.004949909162351839,0.02931138325637422,0.043742690058479534,0.1441962057588958,0.012662410254715706,0.12186307970287091,0.1656140350877193,0.2394443568791826,0.015532565476225934,0.21280867295723752,0.2629239766081871,2.6784335136413575,0.06734331959430995,2.6076343059539795,2.8195061683654785,8.198429107666016,0.4694430747391217,7.665004253387451,9.234129905700684,0.22167649918558394,0.01465688964982135,0.19847833705228668,0.2475944170475092
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,binary,ar_plus_random_pca,5,3,699267,0.19001337381997405,0.008776426131533722,0.17613033885023674,0.2018779338246564,0.6585282403092555,0.00929480798994534,0.640816034437155,0.6724602727552692,0.24577408157141262,0.006720248718664534,0.23385318853596798,0.25544417559626686,0.5868090885944907,0.007105608921380933,0.5736732079258731,0.596913111685464,0.20706335788286478,0.008267882852036204,0.19284116331096196,0.2194506310319228,0.30265461556292994,0.008202957085532894,0.28749247139128686,0.3234269793359647,0.03737422037251841,0.006454718863413091,0.027102991367195343,0.04818713450292398,0.14132108396131732,0.013964292468815198,0.11804858462156194,0.16210526315789472,0.23273766737300428,0.015770756955976333,0.20618349728970087,0.2575438596491228,2.712890640894572,0.07204642985612612,2.6369409561157227,2.8790817260742188,8.407951291402181,0.49968189976851124,7.881508827209473,9.624247550964355,0.21805052720466328,0.01557190089036979,0.19342680484682684,0.24794746672780904
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,binary,random_pca,5,3,699267,0.18878414033141938,0.00892309053058189,0.17275511288383538,0.20226208793313374,0.6574895313603444,0.0075077996440895195,0.6450180499485052,0.669955095926941,0.2452704700957968,0.008232297945259016,0.22792568473472516,0.25682631073889906,0.5865577933537036,0.005375916214152314,0.5778179914461925,0.5952628221627853,0.2064731843788192,0.009405402337032642,0.18801410105757932,0.22215514639299727,0.30237901656714866,0.009228497266760448,0.2783625730994152,0.3187833758996982,0.03687643017423769,0.005166481651834476,0.02810680586227665,0.04388205247271883,0.1415528211418738,0.011070430623273049,0.12306765709696849,0.15929824561403508,0.2338924290169752,0.011965261493084972,0.21381248745231882,0.2549707602339181,2.7167330423990887,0.0976478239490281,2.616515874862671,2.9526944160461426,8.447175312042237,0.740916769489267,7.798262119293213,10.380790710449219,0.2164774656458632,0.012822257586814345,0.1971582242889245,0.24028042534855024
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_mean_2s_then_pca256,mlp_medium,regression,real,5,3,699267,0.1862254162445146,0.007633185358831873,0.17213458332913933,0.19837473493556582,0.6491941015720332,0.006198258680739735,0.6370226621311745,0.6565673604712516,0.2400064529724911,0.01352215088389045,0.21342870327641902,0.25853051058530513,0.5832628559643299,0.006382668143385787,0.5672203756964883,0.5901485339688144,0.20224220640894003,0.011716472049004377,0.18130760368663595,0.22041336353340885,0.29867562157004507,0.03279287194426659,0.21637426900584794,0.33089727974015426,0.03691395570683889,0.0033113742846927223,0.030315197751455532,0.041403508771929824,0.1326692459090467,0.004073517528816014,0.12545676004872108,0.14035087719298245,0.2235270597681168,0.005852490356200669,0.2095006090133983,0.23125145112607384,0.062109211335579555,0.001586834528466448,0.06017639487981796,0.0651635229587555,0.008548755074540774,0.00036480625576588776,0.007977409288287163,0.009139605797827244,0.22434133658382752,0.013994762922163282,0.20490000375384423,0.25847414939627106
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_mean_2s_then_pca256,mlp_medium,binary,real,5,3,699267,0.18503668483822552,0.008267902089657771,0.16914917689528042,0.19991578222251633,0.6569022723511838,0.011275078073568316,0.6376392224498798,0.6764567430104546,0.23306410745632075,0.01376246066521362,0.21130567634269598,0.25894948143191704,0.5766743222121867,0.010564634100906028,0.5610494906477183,0.5931366441477569,0.21591925377854254,0.013354269643148965,0.19694343784465101,0.23896734333627537,0.25932478336842757,0.042284163719132656,0.19971056439942114,0.3117847821722546,0.03511391669300565,0.0027103848027694648,0.031059683313032885,0.04093567251461988,0.13319378365343199,0.007742848460156151,0.12073599338432912,0.14596491228070174,0.2249003821765467,0.010590522111990573,0.20487905726690098,0.2446783625730994,3.3475868860880533,0.11045112750592895,3.1740057468414307,3.5805962085723877,14.357846895853678,1.1365616666600515,12.30952262878418,16.672149658203125,0.19653677107043546,0.01241086032275167,0.17600683955954752,0.22094599891910816
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_mean_2s_then_pca256,mlp_medium,regression_plus_binary,real,5,3,699267,0.1845019331698521,0.010132214017503268,0.17125883680256637,0.2068996361508566,0.6554416061460467,0.010675143351503595,0.6394418408676151,0.677650155424551,0.22711204997939574,0.016815714030585342,0.20950808068892296,0.2619106597308232,0.572010691098171,0.010883846064858873,0.5592730084641074,0.5926151835898292,0.22253296334928224,0.011074006209369536,0.20050842071814426,0.24295695289610098,0.23741992930769198,0.04540708456830815,0.1908207566673558,0.3184099578397912,0.03499469087036266,0.00254316411969153,0.030856678846934632,0.03953216374269006,0.13289850214329105,0.0064590517460655335,0.12362971985383678,0.14385964912280702,0.2250808347756976,0.0085412316502137,0.2133553855695679,0.24023391812865497,0.06359401792287826,0.0018926554988154692,0.06020887941122055,0.06734827160835266,0.009086219345529873,0.00043830979048253447,0.008330810815095901,0.010013732127845287,0.18286701964655092,0.014281757485049621,0.15963347260154617,0.20796043197317227
