fold,model,seed,epoch,train_loss,inner_val_pr_auc,inner_validation_strategy,inner_overlap_rows,inner_strict_forward_time,inner_train_rows,inner_val_rows,target_name,target_type,architecture,control_type,inner_val_selection_metric,inner_val_delta_vs_frozen_ar,selection_metric_name,alpha,gate_mean,gate_p95,label_policy
1,real_residual,20260675,4,0.14988797903060913,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.2706704863008381,0.0004177564127269551,inner_val_pr_auc_delta_vs_frozen_ar,0.0022129127755761147,0.10431550443172455,0.7067865133285522,true_train_and_true_inner_val_selection
1,real_residual,20260675,5,0.14979927324586445,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.2710753859636678,0.0008226560755566492,inner_val_pr_auc_delta_vs_frozen_ar,0.002268594689667225,0.12345170229673386,0.8420529365539551,true_train_and_true_inner_val_selection
1,real_residual,20260675,6,0.14965741915835273,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.2716667325246737,0.0014140026365625502,inner_val_pr_auc_delta_vs_frozen_ar,0.002322343410924077,0.13076159358024597,0.8813254833221436,true_train_and_true_inner_val_selection
1,real_residual,20260675,7,0.14937105195389855,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.27242196360076165,0.002169233712650487,inner_val_pr_auc_delta_vs_frozen_ar,0.0023765000514686108,0.14036838710308075,0.9092803001403809,true_train_and_true_inner_val_selection
1,real_residual,20260675,8,0.14906653265158334,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.2732838900906795,0.003031160202568328,inner_val_pr_auc_delta_vs_frozen_ar,0.0024311982560902834,0.14879897236824036,0.9345131516456604,true_train_and_true_inner_val_selection
1,real_residual,20260675,9,0.1485140389866299,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.2737933702160723,0.003540640327961142,inner_val_pr_auc_delta_vs_frozen_ar,0.002482100622728467,0.1512233316898346,0.9411954879760742,true_train_and_true_inner_val_selection
1,real_residual,20260675,10,0.1480942029092047,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.27442060848067124,0.00416787859256007,inner_val_pr_auc_delta_vs_frozen_ar,0.002527165226638317,0.149323970079422,0.9360089898109436,true_train_and_true_inner_val_selection
1,real_residual,20260675,11,0.14770755337344277,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.2748340335546819,0.004581303666570724,inner_val_pr_auc_delta_vs_frozen_ar,0.002565359231084585,0.1481923609972,0.929197371006012,true_train_and_true_inner_val_selection
1,real_residual,20260675,12,0.14733861055639055,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.27500444061954116,0.004751710731429992,inner_val_pr_auc_delta_vs_frozen_ar,0.0025974917225539684,0.14847812056541443,0.9287946224212646,true_train_and_true_inner_val_selection
1,real_residual,20260675,13,0.14714314623011482,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.27512322255686333,0.004870492668752169,inner_val_pr_auc_delta_vs_frozen_ar,0.0026248679496347904,0.14712148904800415,0.9232190251350403,true_train_and_true_inner_val_selection
1,real_residual,20260675,14,0.146879175470935,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.2751135881729694,0.004860858284858216,inner_val_pr_auc_delta_vs_frozen_ar,0.0026489910669624805,0.1488189697265625,0.9273332953453064,true_train_and_true_inner_val_selection
1,real_residual,20260675,15,0.14669746739996803,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.27508285397539106,0.004830124087279897,inner_val_pr_auc_delta_vs_frozen_ar,0.002671630587428808,0.14871612191200256,0.9284268021583557,true_train_and_true_inner_val_selection
1,real_residual,20260675,16,0.14654230078061423,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.2750757544292054,0.004823024541094234,inner_val_pr_auc_delta_vs_frozen_ar,0.002692104782909155,0.14757628738880157,0.926086962223053,true_train_and_true_inner_val_selection
1,real_residual,20260675,17,0.1464131193028556,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.27508343888704145,0.004830708998930289,inner_val_pr_auc_delta_vs_frozen_ar,0.0027115873526781797,0.1482629030942917,0.9290766716003418,true_train_and_true_inner_val_selection
1,real_residual,20260675,18,0.1461262380083402,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.27500513745770017,0.004752407569589001,inner_val_pr_auc_delta_vs_frozen_ar,0.0027329649310559034,0.14833417534828186,0.931430459022522,true_train_and_true_inner_val_selection
1,real_residual,20260675,19,0.145925705631574,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.2750155337193022,0.0047628038311910426,inner_val_pr_auc_delta_vs_frozen_ar,0.002753757406026125,0.1493777483701706,0.9359257817268372,true_train_and_true_inner_val_selection
1,real_residual,20260675,20,0.14582689934306675,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.2750349644285449,0.00478223454043375,inner_val_pr_auc_delta_vs_frozen_ar,0.0027750683948397636,0.14903412759304047,0.9366661310195923,true_train_and_true_inner_val_selection
1,real_residual,20260675,21,0.1455914643075731,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,real_residual,0.2749904516468184,0.004737721758707236,inner_val_pr_auc_delta_vs_frozen_ar,0.0027958073187619448,0.15031090378761292,0.9415929317474365,true_train_and_true_inner_val_selection
1,shuffled_pca_residual,20260675,1,0.14985047943062252,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,shuffled_pca_residual,0.27046753933096884,0.00021480944285767745,inner_val_pr_auc_delta_vs_frozen_ar,0.00213640253059566,0.0202749352902174,0.04265313968062401,true_train_and_true_inner_val_selection
1,shuffled_pca_residual,20260675,2,0.1498582081662284,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,shuffled_pca_residual,0.2704378079866399,0.0001850780985287459,inner_val_pr_auc_delta_vs_frozen_ar,0.0021163062192499638,0.020386578515172005,0.04336690902709961,true_train_and_true_inner_val_selection
1,shuffled_pca_residual,20260675,3,0.1499019604590204,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,shuffled_pca_residual,0.27043202149254475,0.0001792916044335846,inner_val_pr_auc_delta_vs_frozen_ar,0.002111247507855296,0.020972441881895065,0.04653794318437576,true_train_and_true_inner_val_selection
1,shuffled_pca_residual,20260675,4,0.1498718410730362,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,shuffled_pca_residual,0.2704235662486464,0.00017083636053522033,inner_val_pr_auc_delta_vs_frozen_ar,0.002134231384843588,0.022967495024204254,0.058356769382953644,true_train_and_true_inner_val_selection
1,shuffled_pca_residual,20260675,5,0.14984935853216383,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,shuffled_pca_residual,0.27040907338641296,0.00015634349830179195,inner_val_pr_auc_delta_vs_frozen_ar,0.0021749818697571754,0.036266814917325974,0.14018316566944122,true_train_and_true_inner_val_selection
1,shuffled_pca_residual,20260675,6,0.14990132798751196,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,shuffled_pca_residual,0.27034715449702534,9.44246089141787e-05,inner_val_pr_auc_delta_vs_frozen_ar,0.0022259922698140144,0.08638570457696915,0.4625803530216217,true_train_and_true_inner_val_selection
1,shuffled_pca_residual,20260675,7,0.14990468240446514,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,shuffled_pca_residual,0.27017250517182906,-8.022471628210681e-05,inner_val_pr_auc_delta_vs_frozen_ar,0.0022774357348680496,0.13281762599945068,0.7244263291358948,true_train_and_true_inner_val_selection
1,shuffled_pca_residual,20260675,8,0.149863230685393,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,shuffled_pca_residual,0.27006469395251476,-0.00018803593559640897,inner_val_pr_auc_delta_vs_frozen_ar,0.0023233513347804546,0.1250430792570114,0.6844133734703064,true_train_and_true_inner_val_selection
1,shuffled_pca_residual,20260675,9,0.14985547380314934,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,shuffled_pca_residual,0.26996165976768155,-0.0002910701204296151,inner_val_pr_auc_delta_vs_frozen_ar,0.0023699470330029726,0.12360532581806183,0.6751366853713989,true_train_and_true_inner_val_selection
1,random_pca_residual,20260675,1,0.1498834407991833,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,random_pca_residual,0.2704647242145106,0.00021199432639945615,inner_val_pr_auc_delta_vs_frozen_ar,0.002136130351573229,0.020307864993810654,0.04275834932923317,true_train_and_true_inner_val_selection
1,random_pca_residual,20260675,2,0.1499230373236868,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,random_pca_residual,0.27044146968349414,0.00018873979538297503,inner_val_pr_auc_delta_vs_frozen_ar,0.0021151399705559015,0.02038106694817543,0.04348880052566528,true_train_and_true_inner_val_selection
1,random_pca_residual,20260675,3,0.14992964184946483,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,random_pca_residual,0.270441969424354,0.00018923953624283563,inner_val_pr_auc_delta_vs_frozen_ar,0.0021098116412758827,0.02080293372273445,0.04545465484261513,true_train_and_true_inner_val_selection
1,random_pca_residual,20260675,4,0.14995094305939144,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,random_pca_residual,0.27044451263954744,0.00019178275143627577,inner_val_pr_auc_delta_vs_frozen_ar,0.002130633918568492,0.022518889978528023,0.05545268952846527,true_train_and_true_inner_val_selection
1,random_pca_residual,20260675,5,0.14988121224774253,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,random_pca_residual,0.2704425217396209,0.0001897918515097463,inner_val_pr_auc_delta_vs_frozen_ar,0.0021703841630369425,0.03515232726931572,0.13355304300785065,true_train_and_true_inner_val_selection
1,random_pca_residual,20260675,6,0.14992466237809923,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,random_pca_residual,0.2703708162855304,0.00011808639741922589,inner_val_pr_auc_delta_vs_frozen_ar,0.002221068600192666,0.08472805470228195,0.4510408639907837,true_train_and_true_inner_val_selection
1,random_pca_residual,20260675,7,0.149821647339397,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,random_pca_residual,0.2701429772765617,-0.00010975261154944072,inner_val_pr_auc_delta_vs_frozen_ar,0.0022717786487191916,0.13348573446273804,0.7327120304107666,true_train_and_true_inner_val_selection
1,random_pca_residual,20260675,8,0.14984309259388182,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,random_pca_residual,0.2700087179534081,-0.00024401193470308113,inner_val_pr_auc_delta_vs_frozen_ar,0.002318267012014985,0.12754510343074799,0.6993589997291565,true_train_and_true_inner_val_selection
1,random_pca_residual,20260675,9,0.14983393996953964,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,random_pca_residual,0.2698113623707898,-0.00044136751732137824,inner_val_pr_auc_delta_vs_frozen_ar,0.0023657362908124924,0.12290482223033905,0.6724860668182373,true_train_and_true_inner_val_selection
1,label_permutation_residual,20260675,1,0.19846389277113807,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,label_permutation_residual,0.09875298825867258,-2.0517295695868243e-05,inner_val_pr_auc_delta_vs_frozen_ar,0.002135408343747258,0.01979542337357998,0.038936976343393326,permuted_train_and_permuted_inner_val_selection
1,label_permutation_residual,20260675,2,0.19838977025614846,,,,,,,future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1,binary,short_temporal_conv_residual,label_permutation_residual,0.09875330885461782,-2.019669975063254e-05,inner_val_pr_auc_delta_vs_frozen_ar,0.0021113900002092123,0.020275883376598358,0.04143393412232399,permuted_train_and_permuted_inner_val_selection
