row_type,group,seed,lane,decision_threshold_train_only,pr_auc,roc_auc,f1,precision,recall,balanced_accuracy,continuous_mae,continuous_mse,continuous_rmse,continuous_pearson,continuous_spearman,spearman_future_movement,top_1pct_precision,top_1pct_recall,top_1pct_lift,top_1pct_avg_true_movement,top_1pct_avg_true_movement_lift,top_5pct_precision,top_5pct_recall,top_5pct_lift,top_5pct_avg_true_movement,top_5pct_avg_true_movement_lift,top_10pct_precision,top_10pct_recall,top_10pct_lift,top_10pct_avg_true_movement,top_10pct_avg_true_movement_lift,within_video_macro_pr_auc,within_video_macro_roc_auc,within_video_macro_spearman_future_movement,within_video_macro_top_5pct_lift,within_video_video_count,delta_vs_frozen_ar_pr_auc,delta_vs_frozen_ar_roc_auc,delta_vs_frozen_ar_top_1pct_recall,delta_vs_frozen_ar_top_5pct_recall,delta_vs_frozen_ar_top_10pct_recall,delta_vs_frozen_ar_spearman_future_movement,member_seeds
member,1,20260645,ar_member,-1.9011701941490189,0.25819329036994715,0.7456844742925619,0.3032133090246126,0.2763813876194433,0.3358152448258455,0.6109662882513914,0.07756651937961578,0.013591146096587181,0.11658107091885535,0.34669110686970767,0.274138458944909,0.23317408959954358,0.44942196531791906,0.039247854618879356,3.919170523149107,0.24578791856765747,0.16914919763803482,0.3576388888888889,0.15598182735991922,3.1187790082169498,0.18401610851287842,0.10737738758325577,0.30617855592533644,0.2670368500757193,2.670020746213613,0.15524010360240936,0.07860138267278671,0.37450745608895875,0.6418204009947837,0.2956133717775226,1.9336076019334951,995,,,,,,,
member,1,20260645,original_member,-2.1889874935150146,0.26008073507002694,0.7426799218827286,0.3134976980336474,0.23784030815433832,0.45974255426552246,0.6344596028107121,0.07746585458517075,0.013755778782069683,0.1172850322166886,0.33929768006655564,0.2655746215890581,0.22881032604750787,0.44508670520231214,0.038869257950530034,3.8813650197103695,0.2442372888326645,0.16759856790304184,0.3567708333333333,0.15560323069156992,3.111209156255258,0.1825391948223114,0.10590047389268875,0.3077702213861959,0.2684250378596668,2.6839008162553664,0.15673016011714935,0.0800914391875267,0.36840645109839026,0.6479805889446643,0.19792434670622913,1.940396859652501,995,0.0018874447000797878,-0.0030045524098333276,-0.0003785966683493222,-0.0003785966683493014,0.0013881877839475032,-0.004363763552035715,
member,1,20260645,trial4_member,-2.1788960695266724,0.25846117423869575,0.7368152814455341,0.31162988115449913,0.23477871578408802,0.4632761231701161,0.6338480424602235,0.07815192639827728,0.01376438606530428,0.11732172034753104,0.3294456868252462,0.25706625134113725,0.2250724975885777,0.44942196531791906,0.039247854618879356,3.919170523149107,0.24582231044769287,0.16918358951807022,0.3576388888888889,0.15598182735991922,3.1187790082169498,0.18201255798339844,0.10537383705377579,0.30559976848502385,0.2665320545179202,2.6649734480166116,0.15488429367542267,0.07824557274580002,0.3681047730054629,0.6467575931354107,0.18766370186744424,1.9438073337148227,995,0.0002678838687485974,-0.008869192847027807,0.0,0.0,-0.000504795557799087,-0.008101592010965886,
member,1,20260646,ar_member,-1.981210625171662,0.2539875388012249,0.7461916813203868,0.2951496388028896,0.2704349653288506,0.3248359414437153,0.6056646157028145,0.07782837003469467,0.013665821403265,0.11690090420208477,0.33820148072107714,0.25909908509157287,0.22249950550900113,0.4263005780346821,0.03722867238768299,3.7175411714758413,0.23838594555854797,0.16174722462892532,0.3489583333333333,0.15219586067642604,3.0430804886000336,0.1776791661977768,0.10104044526815414,0.2977861380408045,0.2597173144876325,2.5968349223570963,0.1514287292957306,0.07479000836610794,0.36432040403106886,0.6253442250032858,0.27817214202663565,1.833583661406154,995,,,,,,,
member,1,20260646,original_member,-2.054003190994263,0.2553300614309044,0.7395213840126609,0.29911294423413753,0.2707928388746803,0.33404846037354874,0.6087670420278257,0.0783461257815361,0.01385008729994297,0.11768639386073043,0.326206383146994,0.24866401906579372,0.21620861682362508,0.430635838150289,0.03760726905603231,3.7553466749145783,0.23756448924541473,0.16092576831579208,0.3492476851851852,0.15232205956587583,3.045603772587264,0.1775876134634018,0.10094889253377914,0.296194472579945,0.258329126703685,2.582954852315343,0.1523800641298294,0.07574134320020676,0.35629566423865616,0.6313670308211075,0.16826507406409227,1.7824258185469015,995,0.0013425226296795434,-0.0066702973077259475,0.0003785966683493222,0.00012619888944978563,-0.0013881877839475032,-0.006290888685376056,
member,1,20260646,trial4_member,-1.8678463459014896,0.26101258760918755,0.7481616481094319,0.29881870781099323,0.2859944623904015,0.31284704694598686,0.6058407881312801,0.07818015664815903,0.013562248088419437,0.11645706542936515,0.34086018301401894,0.25785632404159625,0.2238185055105939,0.43786127167630057,0.03823826350328117,3.818355847312474,0.23795723915100098,0.16131851822137833,0.37123842592592593,0.16191317516405856,3.237373355616785,0.18462617695331573,0.10798745602369308,0.3080596151063522,0.2686774356385664,2.686424465353867,0.1561773717403412,0.07953865081071854,0.3781353993592522,0.6415571464166396,0.19806839250491176,2.0963634406389557,995,0.007025048807962675,0.001969966789045041,0.001009591115598181,0.009717314487632522,0.008960121150933864,0.0013190000015927683,
member,1,20260647,ar_member,-1.920042276382447,0.25993030662904026,0.7455575265890666,0.31952426165608916,0.2644990485645735,0.4034578495709238,0.6290708997106789,0.07868160307407379,0.01352404709905386,0.11629293658281169,0.34795383740297015,0.27927449509808405,0.23331066412021498,0.43786127167630057,0.03823826350328117,3.818355847312474,0.23981282114982605,0.1631741002202034,0.36313657407407407,0.15837960625946493,3.16672140397433,0.185878187417984,0.10923946648836136,0.31138764288814935,0.27158001009591115,2.7154464299866237,0.1571844518184662,0.08054573088884354,0.376388144954372,0.6419475778553551,0.29194449894212393,1.9833127630544192,995,,,,,,,
member,1,20260647,original_member,-1.9278703927993774,0.2700021007680291,0.7497205232073892,0.32346511204226636,0.25306442417331815,0.44813225643614335,0.638404850286823,0.07914960384368896,0.013444283045828342,0.11594948488815439,0.34905248039009246,0.27399048886710786,0.23525351135948014,0.49277456647398843,0.04303382130237254,4.297225557536481,0.2584250271320343,0.18178630620241165,0.37123842592592593,0.16191317516405856,3.237373355616785,0.18892847001552582,0.11228974908590317,0.31514976125018085,0.27486118122160524,2.748253868267131,0.1595422774553299,0.08290355652570724,0.38617926784081524,0.6542852034677048,0.1973808041974673,2.189017806180822,995,0.010071794138988843,0.004162996618322645,0.004795557799091368,0.003533568904593637,0.0032811711256940934,0.0019428472392651608,
member,1,20260647,trial4_member,-1.945794939994812,0.26888969302805277,0.7480580405065409,0.3245443444439419,0.2529075914569677,0.45280161534578495,0.6397751150106175,0.0789264589548111,0.01346766296774149,0.11605026052422929,0.34788711745240597,0.2747833398530424,0.235712109719324,0.4797687861271676,0.041898031297324584,4.183809047220269,0.24546657502651215,0.1688278540968895,0.3697916666666667,0.1612821807168097,3.2247569356806327,0.18768948316574097,0.11105076223611832,0.315294458110259,0.274987380111055,2.7495156928163818,0.1595713198184967,0.08293259888887405,0.3899725583103546,0.6545344079615404,0.19989762063681626,2.245183978974603,995,0.008959386399012503,0.0025005139174743007,0.0036597677940434156,0.0029025744573447643,0.0034073700151438513,0.0024014455991090145,
member,2,20260648,ar_member,-1.7746385335922241,0.26230434911499984,0.7478570602606845,0.3148786970536674,0.285275130648632,0.35133770822816757,0.6186621359029914,0.07809542119503021,0.013501330278813839,0.11619522485375136,0.34547547457207933,0.2699730385111684,0.23521207988905377,0.4552023121387283,0.03975265017667844,3.9695778610674233,0.24653102457523346,0.1698923036456108,0.36226851851851855,0.1580010095911156,3.1591515520126388,0.18665839731693268,0.11001967638731003,0.3128346114889307,0.2728419989904089,2.7280646754791267,0.15943634510040283,0.08279762417078018,0.37732394317368556,0.6434818579772419,0.29393092268841287,1.9810584064760475,995,,,,,,,
