seed,real_pr_auc,frozen_ar_only_pr_auc,real_minus_frozen_ar_only,shuffled_pca_residual_pr_auc,real_minus_shuffled_pca_residual,random_pca_residual_pr_auc,real_minus_random_pca_residual,label_permutation_residual_permuted_inner_val_selection_pr_auc,real_minus_label_permutation_residual_permuted_inner_val_selection,train_only_video_mean_pca_residual_pr_auc,real_minus_train_only_video_mean_pca_residual,full_video_video_mean_pca_residual_oracle_warning_pr_auc,real_minus_full_video_video_mean_pca_residual_oracle_warning
20260625,0.2617155726918446,0.2614953419145701,0.00022023077727451046,0.2616480974841333,6.747520771127613e-05,0.2616488014355259,6.67712563187095e-05,0.2616852740597576,3.0298632086978028e-05,0.2617574190183105,-4.18463264659219e-05,0.2617572840026622,-4.1711310817593716e-05
20260626,0.2685694213720205,0.2682127880208318,0.00035663335118868433,0.2684978668014448,7.1554570575727e-05,0.268475521629101,9.389974291951209e-05,0.2685600199396828,9.401432337685645e-06,0.2685911008058815,-2.1679433860999353e-05,0.2685764900973696,-7.06872534911307e-06
20260627,0.2670733551111257,0.2667084160340648,0.00036493907706086626,0.2669943357723908,7.901933873488698e-05,0.2670038007179819,6.955439314376699e-05,0.2669888756657552,8.44794453704889e-05,0.2670954936510019,-2.2138539876204177e-05,0.2671116198853006,-3.826477417490093e-05
20260628,0.2670880363014379,0.2667084160340648,0.00037962026737309307,0.2669929896802014,9.504662123649421e-05,0.2670010759132897,8.696038814820506e-05,0.2669992590957904,8.877720564748337e-05,0.266995051816629,9.298448480887789e-05,0.2669976854743741,9.035082706382314e-05
20260629,0.2670735831583662,0.2667084160340648,0.0003651671243014021,0.2670094730263458,6.411013202040072e-05,0.2670068079863913,6.677517197489768e-05,0.2667084160340648,0.0003651671243014021,0.2671627827854088,-8.919962704256879e-05,0.2671010401265291,-2.745696816286447e-05
