actual_positive_rate,ar_accuracy,ar_balanced_accuracy,ar_decision_threshold,ar_event_count,ar_f1,ar_fn,ar_fp,ar_positive_class_rate,ar_pr_auc,ar_precision,ar_precision_at_10pct,ar_predicted_positive_count,ar_predicted_positive_rate,ar_recall,ar_recall_at_10pct,ar_roc_auc,ar_tn,ar_top_10pct_recall,ar_top_1pct_recall,ar_top_5pct_recall,ar_top_event_count_recall,ar_tp,event_count,feature_mode,fold,n_test,target,threshold
0.10471698113207548,0.8476415094339622,0.6384648610676008,0.15427824010403718,222.0,0.33946830265848665,139.0,184.0,0.10471698113207548,0.2955187970810324,0.31086142322097376,0.3160377358490566,267.0,0.1259433962264151,0.3738738738738739,0.30180180180180183,0.7163087745279526,1714.0,0.30180180180180183,0.07207207207207207,0.17117117117117117,0.3063063063063063,83.0,222,cortical_pca64_delta,grouped_1,2120,arousal__future_spike_1_3s,0.075
0.26521739130434785,0.678743961352657,0.6219215141031029,0.25150126704180925,549.0,0.4526748971193415,274.0,391.0,0.26521739130434785,0.4343991031687739,0.41291291291291293,0.5362318840579711,666.0,0.3217391304347826,0.5009107468123861,0.20218579234972678,0.6703240246745922,1130.0,0.20218579234972678,0.025500910746812388,0.11293260473588343,0.4335154826958106,275.0,549,cortical_pca64_delta,grouped_1,2070,arousal__future_change_p3s_movement,0.05
0.157487922705314,0.7367149758454107,0.621775975122418,0.15944724556122258,326.0,0.35196195005945297,178.0,367.0,0.157487922705314,0.298593479310926,0.287378640776699,0.34782608695652173,515.0,0.24879227053140096,0.4539877300613497,0.22085889570552147,0.683139739404514,1377.0,0.22085889570552147,0.03374233128834356,0.11349693251533742,0.3159509202453988,148.0,326,cortical_pca64_delta,grouped_1,2070,arousal__future_change_p3s_movement,0.075
0.17918177110305541,0.7431382703262558,0.6300331868492551,0.19468977298717874,346.0,0.3876543209876543,189.0,307.0,0.17918177110305541,0.38192448863694656,0.33836206896551724,0.4587628865979381,464.0,0.24029000517866392,0.45375722543352603,0.25722543352601157,0.6914388869641327,1278.0,0.25722543352601157,0.04335260115606936,0.16184971098265896,0.35260115606936415,157.0,346,cortical_pca64_delta,grouped_2,1931,arousal__future_spike_1_3s,0.05
0.10616261004660797,0.8228896944588296,0.6193638187830314,0.15840118580358103,205.0,0.30204081632653057,131.0,211.0,0.10616261004660797,0.2700106051341348,0.2596491228070175,0.33505154639175255,285.0,0.14759192128430865,0.36097560975609755,0.3170731707317073,0.6869428821750558,1515.0,0.3170731707317073,0.04878048780487805,0.22439024390243903,0.32195121951219513,74.0,205,cortical_pca64_delta,grouped_2,1931,arousal__future_spike_1_3s,0.075
0.291866028708134,0.6347687400318979,0.6377196869000148,0.23642843267101113,549.0,0.50752688172043,195.0,492.0,0.291866028708134,0.498158587665229,0.41843971631205673,0.6349206349206349,846.0,0.44976076555023925,0.644808743169399,0.2185792349726776,0.686391309342129,840.0,0.2185792349726776,0.025500910746812388,0.12568306010928962,0.46265938069216755,354.0,549,cortical_pca64_delta,grouped_2,1881,arousal__future_change_p3s_movement,0.05
0.16427432216905902,0.7442849548112705,0.6468014279008869,0.1748676094402515,309.0,0.3919089759797724,154.0,327.0,0.16427432216905902,0.36732200441014,0.3215767634854772,0.4708994708994709,482.0,0.2562466772993089,0.5016181229773463,0.28802588996763756,0.7144301160272405,1245.0,0.28802588996763756,0.038834951456310676,0.1715210355987055,0.4045307443365696,155.0,309,cortical_pca64_delta,grouped_2,1881,arousal__future_change_p3s_movement,0.075
0.16430853491556366,0.7777270652670014,0.6393864918987803,0.20053706766007345,360.0,0.3904881101376721,204.0,283.0,0.16430853491556366,0.3484915963404199,0.3553530751708428,0.40454545454545454,439.0,0.20036513007759013,0.43333333333333335,0.24722222222222223,0.6731006129012683,1548.0,0.24722222222222223,0.04722222222222222,0.15555555555555556,0.38055555555555554,156.0,360,cortical_pca64_delta,grouped_3,2191,arousal__future_spike_1_3s,0.05
0.09767229575536285,0.8429940666362392,0.598384931383811,0.17128154935945225,214.0,0.2680851063829787,151.0,193.0,0.09767229575536285,0.22659954482010153,0.24609375,0.24545454545454545,256.0,0.11684162482884528,0.29439252336448596,0.2523364485981308,0.6623672230652504,1784.0,0.2523364485981308,0.056074766355140186,0.19158878504672897,0.24766355140186916,63.0,214,cortical_pca64_delta,grouped_3,2191,arousal__future_spike_1_3s,0.075
0.25455394675385334,0.6347501167678655,0.6329746384309397,0.24342661165725063,545.0,0.46730245231607626,202.0,580.0,0.25455394675385334,0.43822961211915995,0.37161430119176597,0.4930232558139535,923.0,0.4311069593647828,0.6293577981651376,0.1944954128440367,0.6846956841645397,1016.0,0.1944954128440367,0.03302752293577982,0.11192660550458716,0.42752293577981654,343.0,545,cortical_pca64_delta,grouped_3,2141,arousal__future_change_p3s_movement,0.05
