best_causal_real_pr_auc,best_causal_window,best_offset_real_pr_auc,best_offset_seconds,best_train_selected_real_pr_auc,best_train_selected_variant,causal_window_gain,context_specific_gain_mean,feature_mode,offset_distribution_unique_count,offset_gain,offset_specific_gain_mean,target,taxonomy,threshold,train_selected_gain,zero_real_pr_auc
0.36741439659407776,causal_past_3s,0.42614727713701034,4.0,0.4152657307019639,feature_mode_specific,-0.05469223479113555,-0.007696127605475391,cortical_pca64_delta,19,0.004040645751797023,0.0014610429994132879,arousal__future_change_p3s_movement,Unstable/video-specific,0.05,-0.00684090068324944,0.4221066313852133
0.25729811328387275,causal_past_3s,0.31421669841661815,4.0,0.2994924691849831,feature_mode_specific,-0.040754916887611625,0.009624733659437647,cortical_pca64_delta,19,0.016163668245133767,0.005611909025842843,arousal__future_change_p3s_movement,Unstable/video-specific,0.075,0.0014394390134987445,0.2980530301714844
0.3579902968396434,causal_past_3s,0.4115528243612017,-2.0,0.40485408644447585,feature_mode_specific,-0.02789536245427643,-0.004109394934247867,cortical_pca64_delta,19,0.025667165067281894,0.003798412232215291,arousal__future_spike_1_3s,Unstable/video-specific,0.05,0.018968427150556022,0.3858856592939198
0.2611779282447452,causal_past_3s,0.3075223517063472,4.0,0.3022188147821622,feature_mode_specific,-0.01648194001394543,-0.0022246457451421038,cortical_pca64_delta,19,0.029862483447656518,0.0032686276341335834,arousal__future_spike_1_3s,Unstable/video-specific,0.075,0.02455894652347157,0.27765986825869066
0.4089109821873116,causal_past_3s,0.4457327227005313,0.0,0.4428161202210861,feature_mode_specific,-0.036821740513219736,-0.002469455362166449,cortical_pca_64,19,0.0,-0.002502322892384455,arousal__future_change_p3s_movement,Unstable/video-specific,0.05,-0.0029166024794452516,0.4457327227005313
0.29921353676558204,causal_past_3s,0.32612727774850236,4.0,0.319862188915369,feature_mode_specific,-0.019670559583754355,0.010376861356499456,cortical_pca_64,19,0.0072431813991659655,0.00405409925330573,arousal__future_change_p3s_movement,Unstable/video-specific,0.075,0.0009780925660325956,0.3188840963493364
0.411392066401299,causal_past_3s,0.4368045575570997,-1.5,0.4039571831131318,feature_mode_x_target,0.011426311630787,0.012100057368588619,cortical_pca_64,19,0.03683880278658769,0.002191900011151482,arousal__future_spike_1_3s,Context-starved,0.05,0.003991428342619785,0.399965754770512
0.31114209158122635,causal_past_3s,0.33296699443818667,-1.5,0.30201372089682976,feature_mode_x_target,0.013682503796386414,0.008168400372771079,cortical_pca_64,19,0.03550740665334673,-0.0025023869465700074,arousal__future_spike_1_3s,Context-starved,0.075,0.004554133111989822,0.29745958778483994
