schema_version,target_name,target_value_column,target_mask_column,target_threshold_train_only,target_threshold_quantile,target_transform,validation_protocol,fold,model_lane,n_train,n_test,train_videos,test_videos,train_event_count,test_event_count,train_positive_rate,test_positive_rate,feature_width,decision_threshold_train_only,uses_future_features,uses_train_only_transform,vjepa_encoding_run,tribe_encoding_run,pca_run,pr_auc,roc_auc,f1,balanced_accuracy,precision,recall,accuracy,top_1pct_recall,top_5pct_recall,top_10pct_recall,predicted_positive_rate,predicted_positive_count,delta_mae,delta_mse,delta_pearson
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.15704058010258418,0.9,positive_delta,grouped_video,1,AR_only,186467,46622,796,199,18647,4837,0.10000160886376679,0.10374930290420831,7,0.09608681499958038,False,True,False,False,False,0.16862829478665933,0.6203883332303799,0.22446890197082162,0.5884680552506878,0.13278322419470837,0.7252429191647716,0.48007378490841235,0.03638618978705809,0.11990903452553235,0.19206119495555096,0.5666638067864956,26419,0.09831827511426987,0.01477531033540217,0.21676563558041764
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.15704058010258418,0.9,positive_delta,grouped_video,1,raw_cortical_only,186467,46622,796,199,18647,4837,0.10000160886376679,0.10374930290420831,512,0.12691083550453186,False,True,False,False,False,0.13448995348845696,0.5684269492503601,0.19932706810534864,0.5497564605171303,0.1385372147407467,0.3551788298532148,0.7039595040967783,0.02212114947281373,0.08062848873268555,0.15298738887740335,0.26599030500622023,12401,0.10199761434799082,0.01648849762397748,0.11365727131130253
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.15704058010258418,0.9,positive_delta,grouped_video,1,AR_plus_raw_cortical,186467,46622,796,199,18647,4837,0.10000160886376679,0.10374930290420831,519,0.1466470777988434,False,True,False,False,False,0.1696844466856893,0.63050882980448,0.22771731643477064,0.5748071936316944,0.17074682367524016,0.3417407483977672,0.759512676418858,0.02935703948728551,0.11432706222865413,0.20157122183171386,0.20764874951739523,9681,0.10068957438535933,0.016078661355090798,0.21747992526629964
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.15704058010258418,0.9,positive_delta,grouped_video,1,temporal_diagnostics_only,186467,46622,796,199,18647,4837,0.10000160886376679,0.10374930290420831,53,0.10249846428632736,False,True,False,False,False,0.10340965378789094,0.49089305495815494,0.1605546995377504,0.48760179432359585,0.098660228187284,0.4308455654331197,0.5325811848483548,0.011784163737854042,0.056439942112879886,0.10150919991730412,0.4530693663935481,21123,0.10156122741954866,0.01566651488517192,0.020643259043447826
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.15704058010258418,0.9,positive_delta,grouped_video,1,AR_plus_temporal_diagnostics,186467,46622,796,199,18647,4837,0.10000160886376679,0.10374930290420831,60,0.11669543161988258,False,True,False,False,False,0.148753299821976,0.5947819732171508,0.20720929156448106,0.5575190605877983,0.13348038631214976,0.4628902212114947,0.6325125477242504,0.034318792640066154,0.09654744676452347,0.15650196402728964,0.35978722491527604,16774,0.09981468652856056,0.015273017354241006,0.19015215547302627
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.15704058010258418,0.9,positive_delta,grouped_video,1,AR_plus_raw_cortical_plus_temporal_diagnostics,186467,46622,796,199,18647,4837,0.10000160886376679,0.10374930290420831,572,0.14736284911632536,False,True,False,False,False,0.17166470657763014,0.6333075121028824,0.23129346314325452,0.5776118626491296,0.17426385832547417,0.34380814554475914,0.7629016344215177,0.029977258631383088,0.11701467851974365,0.2036386189787058,0.20468877354038867,9543,0.10054205728984465,0.016104771576264852,0.21893336361587412
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.15704058010258418,0.9,positive_delta,grouped_video,1,shuffled_cortical_control,186467,46622,796,199,18647,4837,0.10000160886376679,0.10374930290420831,512,0.09231864660978317,False,True,False,False,False,0.10198630716693376,0.4935649994041731,0.1790891110569238,0.4974109815079897,0.10304938887503118,0.6832747570808352,0.35011368023679806,0.008683068017366137,0.04837709323961133,0.09365309075873475,0.6879155763373515,32072,0.10069383409848838,0.015481257489703613,-0.004403758991316241
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.15704058010258418,0.9,positive_delta,grouped_video,1,shuffled_temporal_diagnostics_control,186467,46622,796,199,18647,4837,0.10000160886376679,0.10374930290420831,53,0.09322007969021798,False,True,False,False,False,0.10355871283544651,0.4951112699763146,0.18623959626381228,0.4976345631992077,0.10328638497652583,0.9460409344635105,0.14227188880785896,0.009923506305561299,0.05395906553648956,0.10233615877610089,0.9502809832268028,44304,0.1005128380915369,0.015300687360748471,-0.004563115451397121
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.15704058010258418,0.9,positive_delta,grouped_video,1,random_matched_feature_control,186467,46622,796,199,18647,4837,0.10000160886376679,0.10374930290420831,512,0.09616741836071015,False,True,False,False,False,0.10518638882260897,0.503146814957862,0.17711254725033532,0.5003971297491968,0.10387242106768692,0.6005788712011577,0.42100295997597703,0.011163944593756461,0.05499276410998553,0.09840810419681621,0.5998670155720476,27967,0.10074941122567867,0.015466960440311189,0.004744059290725406
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.15704058010258418,0.9,positive_delta,grouped_video,1,timestamp_video_time_only_control,186467,46622,796,199,18647,4837,0.10000160886376679,0.10374930290420831,7,0.09133703261613846,False,True,False,False,False,0.09903951124161546,0.484124940451318,0.18404255319148935,0.4943045002142231,0.10257808979436947,0.8941492660740128,0.17742696581013256,0.01054372544965888,0.03928054579284681,0.08641720074426297,0.9043584573806358,42163,0.10047511110984746,0.015310120341025446,-0.0007626463623707526
