target_name,validation_protocol,model_lane,folds,rows_test_total,mean_pr_auc,mean_roc_auc,mean_f1,mean_balanced_accuracy,mean_precision,mean_recall,mean_top_1pct_recall,mean_top_5pct_recall,mean_top_10pct_recall,mean_delta_mae,mean_delta_mse,mean_delta_pearson
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,AR_plus_raw_cortical_plus_temporal_diagnostics,1,71448,0.1552387411228635,0.583730734912122,0.20984157614616078,0.5548513161250361,0.13772112595497815,0.44053842132775745,0.03227914270778881,0.1079456351280711,0.17537898588604287,0.12235049438750875,0.023667018751112757,0.11232203299304178
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,AR_plus_temporal_diagnostics,1,71448,0.2373785966668428,0.674372268905883,0.29119195411330245,0.5958270894317247,0.36512315270935963,0.24215891270256143,0.03476215368531103,0.18844746471510715,0.2986147412441192,0.09805169693425538,0.013735808432860559,0.2371329274413236
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,quality_motion_luma_only_control,1,71448,0.10381461118866575,0.4936158885154611,0.19417501922324595,0.505663279257521,0.10826300825849541,0.9405384213277574,0.010193413486670152,0.04142707788813382,0.08677469942498693,0.10611336081554583,0.015056159460224228,0.01128332848220434
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,random_matched_feature_control,1,71448,0.11042122762470806,0.5070991762179611,0.18296028306762613,0.5024738337900568,0.10789140526093684,0.601411395713539,0.01189231573444851,0.05462624150548876,0.1085990590695243,0.10740085275947595,0.015500854197039417,0.004691222505135982
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,raw_cortical_only,1,71448,0.11884383190547043,0.527133421999167,0.17852046976182637,0.5123973560260707,0.11298277299249791,0.4251176163094616,0.015682174594877155,0.06468897020386827,0.12049137480397282,0.12784941398241417,0.026308697688228848,0.027197891744772076
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,shuffled_cortical_control,1,71448,0.10452039365993634,0.48836791591185663,0.17342846286992866,0.4893024721343716,0.10341876038467349,0.5368531102979613,0.009017250392054366,0.0474385781495034,0.09657605854678515,0.11062752499921134,0.017647390153013486,-0.008384497135939821
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,shuffled_temporal_diagnostics_control,1,71448,0.10840080632517834,0.5010816052880527,0.19193383242689788,0.4987094211400512,0.10683779662773311,0.9431521170935703,0.01189231573444851,0.049921589127025615,0.10141139571353894,0.10735400633631903,0.015311019712713864,-0.0027497152333207063
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,temporal_diagnostics_only,1,71448,0.10892711456817178,0.4963749228665587,0.1749326925216385,0.4954025527395757,0.10541417500201121,0.5137219027705175,0.013460533193936227,0.05462624150548876,0.1088604286461056,0.10465323909074079,0.014864529533262956,0.016332668135082308
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,timestamp_video_time_only_control,1,71448,0.1060934781360123,0.47737950500348453,0.15319845632089815,0.4836304540639651,0.09867429948779753,0.3423941453214846,0.016466283324621016,0.05253528489283847,0.09801359121798223,0.09113471893341661,0.012021340953215606,0.0009154474180063315
arousal_delta_p2rows_train_q90,grouped_video,AR_only,5,237231,0.20841135344122055,0.6565689140081788,0.30095002659581105,0.6117097108009537,0.30114184398712074,0.30097247477537714,0.03264408467928226,0.17808717527787724,0.30065793540496816,0.10566933596818787,0.014904855617434116,0.2169555204666937
arousal_delta_p2rows_train_q90,grouped_video,AR_plus_raw_cortical,5,237231,0.19780908702099145,0.6566830818627883,0.26814242404811206,0.6033362125358315,0.2227316463010766,0.33755995263542643,0.0368022379954897,0.15439972764457652,0.2563013905478133,0.10606711273815791,0.015916613980713114,0.21125121986130196
arousal_delta_p2rows_train_q90,grouped_video,AR_plus_raw_cortical_plus_temporal_diagnostics,5,237231,0.19888074182117219,0.657006450528819,0.2700418330655454,0.6047352667606376,0.22411941280484476,0.34038628749562805,0.03739404899386302,0.15455551426571526,0.25814133452481725,0.10612472007781008,0.01597062188354218,0.21222086992671657
arousal_delta_p2rows_train_q90,grouped_video,AR_plus_temporal_diagnostics,5,237231,0.20456751844780469,0.6531025823927228,0.2816990639197509,0.6029488730709447,0.2716252332984011,0.2955156887782972,0.03312704234984519,0.1745062011165192,0.28255994410985,0.10571697493513747,0.015029683166281074,0.2142969061693507
arousal_delta_p2rows_train_q90,grouped_video,quality_motion_luma_only_control,5,237231,0.10363775436949478,0.5060432362494934,0.18231115044936913,0.5044900082543224,0.10087011814533167,0.9484183348451406,0.013444494014388733,0.05571346672416154,0.10336259080964157,0.10502599660605039,0.014312345954075248,0.018948049536964617
arousal_delta_p2rows_train_q90,grouped_video,random_matched_feature_control,5,237231,0.09882126122261234,0.49710680708400545,0.17242912221883466,0.49860677892449895,0.0995860639604387,0.6463514642377909,0.009115914440897517,0.047178122462059144,0.09559580281350204,0.10515164359786253,0.014507020295591765,-0.0015613892826373441
arousal_delta_p2rows_train_q90,grouped_video,raw_cortical_only,5,237231,0.13548371136007917,0.5799895742475268,0.20045768704756622,0.5564148601856502,0.13362612254086106,0.4034132002928163,0.022425815953751604,0.09114700700692001,0.16062776938358098,0.10532749975525832,0.015362338735416137,0.08164909492476005
arousal_delta_p2rows_train_q90,grouped_video,shuffled_cortical_control,5,237231,0.09936279308977503,0.49780537665616836,0.17334908070304395,0.4998859541575597,0.09993064864792779,0.663935984019845,0.009901957541618014,0.048763540515282755,0.09835410507907652,0.10503576409681688,0.014474276062063826,0.00011086543091030657
arousal_delta_p2rows_train_q90,grouped_video,shuffled_temporal_diagnostics_control,5,237231,0.10055735206962972,0.4998932479067865,0.18069397982752738,0.49929501532246234,0.09987552369201787,0.9498635794920807,0.010893861157746822,0.05075167632001563,0.10105392535234443,0.10496013420775693,0.014289237053658466,0.0011861183819453214
arousal_delta_p2rows_train_q90,grouped_video,temporal_diagnostics_only,5,237231,0.11041275277410197,0.5251034961599903,0.17916465732621806,0.5068575093533565,0.10160788966987452,0.7614052409447641,0.014102532166086933,0.06302396118399524,0.12009927427753268,0.10504028724503622,0.014395515326811187,0.033135528478143494
arousal_delta_p2rows_train_q90,grouped_video,timestamp_video_time_only_control,5,237231,0.10286775646869797,0.49853604113164973,0.18037307219029114,0.49828551901368084,0.0996843703708336,0.9494507998429216,0.013155814729005583,0.05818589762574326,0.10486351874376318,0.10498530001141786,0.01428492640439479,0.010311786976414774
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,AR_only,1,70331,0.20362280980175984,0.6704334441740889,0.19601837672281777,0.5507766279460954,0.2653283875190923,0.1554192229038855,0.037321063394683024,0.13254089979550102,0.20679959100204498,0.0932461439259792,0.014415688367010729,0.2253318949190494
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,AR_plus_raw_cortical,1,70331,0.13833688627603746,0.5608611630998351,0.20560521865184828,0.5424833931892061,0.13460930085416006,0.4350715746421268,0.020833333333333332,0.07374744376278118,0.13139059304703476,0.13648339842131987,0.029998499177805383,0.0848975031557007
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,AR_plus_raw_cortical_plus_temporal_diagnostics,1,70331,0.14054777556350537,0.5622095846737558,0.20532603285216525,0.5427484023629845,0.1356907894736842,0.4217791411042945,0.02223926380368098,0.0787321063394683,0.1381646216768916,0.1339254230255673,0.028934724135504127,0.08770432055279322
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,AR_plus_temporal_diagnostics,1,70331,0.18601527002583237,0.6415455293138048,0.24243778204727223,0.5786354004016172,0.18637081816308304,0.3467535787321063,0.030930470347648262,0.11618098159509202,0.20040899795501022,0.0925067872990752,0.014517895201739187,0.18833838919617701
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,quality_motion_luma_only_control,1,70331,0.10676072979520596,0.48907947054306194,0.1852385028402459,0.4937389128981971,0.10924736117485084,0.6085122699386503,0.0077965235173824135,0.04268916155419223,0.09061860940695296,0.10301741566147345,0.016345617704768955,-0.00811105748979737
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,random_matched_feature_control,1,70331,0.11033044478861324,0.49737424500480487,0.18450613298902518,0.4991235061427721,0.11092997981679864,0.5479294478527608,0.008819018404907975,0.051763803680981595,0.10020449897750511,0.10466192093839537,0.016805221824488608,-0.004786056087499919
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,raw_cortical_only,1,70331,0.12148606011671154,0.5239458477174073,0.1877976268778447,0.515176111114001,0.11823753519960245,0.4561605316973415,0.015081799591002046,0.058793456032719835,0.11055725971370144,0.13712757349459503,0.030712292490157257,0.03475132113457111
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,shuffled_cortical_control,1,70331,0.11118170543471378,0.5006433594365857,0.18042063094641964,0.5021746122716464,0.11218707186449121,0.46050613496932513,0.010480572597137014,0.04920756646216769,0.09688139059304704,0.10413151172065914,0.018037851215991794,-0.004561385381187854
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,shuffled_temporal_diagnostics_control,1,70331,0.11230177534258193,0.5023297339573224,0.19944813544792114,0.5007368571448014,0.11139873114675604,0.9515593047034765,0.011247443762781187,0.05291411042944785,0.10135480572597137,0.10423494075915242,0.01653860150494589,0.0039558596794147475
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_diagnostics_only,1,70331,0.11454177840551727,0.509061567926478,0.17945639122366555,0.5058895734966027,0.11408743927827897,0.42024539877300615,0.008307770961145194,0.053169734151329244,0.11017382413087934,0.10179354486225281,0.016243757309411733,0.010077489362549936
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,timestamp_video_time_only_control,1,70331,0.11159743983833023,0.47210940697750237,0.17254117953844147,0.47994520523721795,0.10394302770068597,0.5074130879345603,0.018149284253578733,0.05853783231083844,0.10263292433537832,0.09519204673309337,0.014977811056828442,0.00258077920010104
arousal_spike_rows_2_6_train_q90,grouped_video,AR_only,5,233089,0.156204234616736,0.6102615656357128,0.21393080972598644,0.5812047274020535,0.1259426174587111,0.7120320115381034,0.03506799698509113,0.12049110067327802,0.18191430818365803,0.0980824728375733,0.014591230163447752,0.2056692349015668
arousal_spike_rows_2_6_train_q90,grouped_video,AR_plus_raw_cortical,5,233089,0.17118523128680335,0.6379298847861039,0.2357849834620715,0.5855480775267158,0.17621882457914048,0.35655225121540246,0.03156541436930005,0.12264220339927538,0.21211818500946517,0.09920223458294035,0.015641505313850772,0.21642292343555103
arousal_spike_rows_2_6_train_q90,grouped_video,AR_plus_raw_cortical_plus_temporal_diagnostics,5,233089,0.1728582996165125,0.6392976938188202,0.23723167556219518,0.5868062422626049,0.17727842060974647,0.3589584488507255,0.03195281232248731,0.12502440500240136,0.21496938372230523,0.09936276497045327,0.015718787844165784,0.21737005064657686
arousal_spike_rows_2_6_train_q90,grouped_video,AR_plus_temporal_diagnostics,5,233089,0.14985464982596966,0.6086230162089926,0.20795122463632376,0.565895752931408,0.13343373937559433,0.47855183372942134,0.031036868897687326,0.10510629129317253,0.17330832614451097,0.0982309779572769,0.014768358163138234,0.19617932950917819
arousal_spike_rows_2_6_train_q90,grouped_video,quality_motion_luma_only_control,5,233089,0.10286943725536743,0.4961449610445019,0.17819543528642118,0.5026386471314944,0.10049678241911772,0.7897664125233463,0.018567285296235185,0.06005917079430238,0.10660775864260627,0.09959222442406693,0.014902214075562975,0.019115287726914357
arousal_spike_rows_2_6_train_q90,grouped_video,random_matched_feature_control,5,233089,0.10090680436051672,0.5012006500302745,0.17218672201051954,0.500004444003454,0.10006008007343947,0.6202582011502671,0.009891111274031646,0.05244548493870247,0.1015447933218726,0.09991896167118722,0.01510410031496286,-6.457192370340776e-05
arousal_spike_rows_2_6_train_q90,grouped_video,raw_cortical_only,5,233089,0.13903032194430592,0.5856826074721425,0.2056058506764596,0.560842324830262,0.14412183924770308,0.3594720328320634,0.02294705259218138,0.0929405422779661,0.16936040212949602,0.09994925153334051,0.015811695240809418,0.11647756434821113
arousal_spike_rows_2_6_train_q90,grouped_video,shuffled_cortical_control,5,233089,0.1000440153440358,0.4991157439871719,0.17317483737540837,0.5004153782702094,0.10019258406185083,0.6407395215711906,0.010212664949964265,0.04993182411189071,0.09922536204189435,0.09996784841208832,0.015121158768139506,4.0434467909593666e-05
arousal_spike_rows_2_6_train_q90,grouped_video,shuffled_temporal_diagnostics_control,5,233089,0.10004008776144702,0.4980706419508162,0.18109144840268082,0.5002574057877605,0.10012200100941135,0.9507324684997668,0.010312046148318375,0.05091593359794121,0.10029498701147929,0.0995841271632562,0.01490520420554981,-0.002086852590341084
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_diagnostics_only,5,233089,0.10991688607658756,0.5265111431484397,0.1760955682989515,0.5155281201608517,0.10501554572357537,0.552574507755984,0.01267455728919884,0.0630847386350249,0.1196986478704705,0.09957465437880451,0.01501980186130517,0.03606197485082057
arousal_spike_rows_2_6_train_q90,grouped_video,timestamp_video_time_only_control,5,233089,0.10289100418748734,0.501435805779568,0.18027575305626306,0.5008791308361273,0.10025440552733211,0.8949808657845875,0.013916438364370926,0.051496290419988044,0.10249504683134161,0.09957536070310044,0.014913740385731986,0.00383908064046339
