seed,control_type,best_epoch,inner_val_selection_policy,training_target_policy,heldout_scoring_policy,best_inner_val_top_5pct_lift_delta_vs_frozen_ar,best_inner_val_spearman_delta_vs_frozen_ar,top_5pct_continuous_lift,continuous_spearman
20260625,label_permutation_continuous_residual,7.0,permuted_inner_val_continuous_target,permuted_train_continuous_target,true_heldout_continuous_target,0.005191180855035782,-0.0008268265344583137,0.0670408084988594,0.19411985939253512
20260626,label_permutation_continuous_residual,6.0,permuted_inner_val_continuous_target,permuted_train_continuous_target,true_heldout_continuous_target,0.0015652850270271301,0.0045633457155366975,0.05641452968120575,0.18676690823382805
20260627,label_permutation_continuous_residual,20.0,permuted_inner_val_continuous_target,permuted_train_continuous_target,true_heldout_continuous_target,0.0017366670072078705,-0.00018135300379228288,0.07890242338180542,0.21118898540576878
20260628,label_permutation_continuous_residual,13.0,permuted_inner_val_continuous_target,permuted_train_continuous_target,true_heldout_continuous_target,0.0017919912934303284,-0.0030393475731298877,0.06400692462921143,0.18378547504079842
20260629,label_permutation_continuous_residual,7.0,permuted_inner_val_continuous_target,permuted_train_continuous_target,true_heldout_continuous_target,0.0033483579754829407,-0.006513861210216717,0.06772810220718384,0.19670210668223975
