target_name,validation_protocol,model_lane,folds,rows_test_total,mean_pr_auc,mean_roc_auc,mean_f1,mean_balanced_accuracy,mean_precision,mean_recall,mean_top_1pct_recall,mean_top_5pct_recall,mean_top_10pct_recall,mean_delta_mae,mean_delta_mse,mean_delta_pearson
arousal_abs_delta_p4rows_train_q90,blocked_temporal_70_30,AR_only,1,71105,0.1159696212482079,0.4589569750227801,0.21126018653363493,0.5002787074161732,0.12202237136465324,0.786299158113251,0.022027447814554263,0.05362703263752739,0.08695652173913043,0.13053725872363123,0.02623357715387344,-0.15027321305816593
arousal_abs_delta_p4rows_train_q90,grouped_video,AR_only,5,235217,0.11818629166861136,0.5397982815089,0.19546249461557577,0.5424811338680058,0.11294096315345789,0.7267669729889523,0.025334482753530296,0.07167216603869679,0.11063616115702735,0.11522635906577221,0.02078116982952545,-0.19536388837073276
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,AR_only,1,71448,0.26194192171530484,0.7069888043557029,0.34639846176601097,0.6253812506848067,0.3989778534923339,0.30606377417668584,0.034892838473601674,0.19302143230527966,0.35572399372713015,0.09965078125163555,0.013882275341298992,0.2490205325910804
arousal_delta_p2rows_train_q90,grouped_video,AR_only,5,237231,0.20840694126020334,0.6565645183202078,0.30095644798632587,0.6117120374645181,0.30115434357782317,0.30097247477537714,0.03264408467928226,0.17808717527787724,0.30065793540496816,0.10566923368791643,0.014904778801298882,0.21695595381558844
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,AR_only,1,70331,0.2036217811343705,0.6704344870020774,0.19600257898130238,0.5507686288419951,0.26527050610820246,0.1554192229038855,0.037321063394683024,0.13164621676891616,0.20679959100204498,0.0932461991452998,0.014415694954795638,0.22533103420599804
arousal_spike_rows_2_6_train_q90,grouped_video,AR_only,5,233089,0.1472512409653282,0.5843936498013631,0.2055887843056301,0.5595870225569606,0.11969665907705881,0.7476473498235883,0.033502046372764285,0.1123551764821078,0.17051097551953437,0.11120399450411575,0.02462312821733122,0.1484792683536697
