accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_mean,f1_std,feature_mode,mask,model,n_neg_mean,n_pos,negative_ratio,pr_auc_mean,pr_auc_std,precision_mean,precision_std,recall_mean,recall_std,seed_count,split,target,task_type,threshold
0.45204460966542764,1.1102230246251565e-16,0.505992795508601,1.1102230246251565e-16,0.5299744897959184,0.0,cortical_fast_default,balanced_event_vs_stable,ar,1616.0,1074.0,1:3,0.5077971540498726,2.5102829935989993e-05,0.4030067895247333,0.0,0.7737430167597766,1.1102230246251565e-16,20,blocked,arousal__future_spike_1_3s,classification,0.03
0.5144981412639406,0.0,0.5436078000258127,0.0,0.5308908045977013,1.1102230246251565e-16,cortical_fast_default,balanced_event_vs_stable,real,1616.0,1074.0,1:3,0.5095920554158159,1.6766298933537495e-05,0.4321637426900585,5.551115123125783e-17,0.6880819366852885,1.1102230246251565e-16,20,blocked,arousal__future_spike_1_3s,classification,0.03
0.43977695167286246,0.0,0.5004667016981029,1.1102230246251565e-16,0.5332920408795292,1.1102230246251565e-16,cortical_fast_default,balanced_event_vs_stable,shuffled,1616.0,1074.0,1:3,0.5058274751884114,1.8028932347300927e-05,0.3995359628770301,5.551115123125783e-17,0.8016759776536311,2.220446049250313e-16,20,blocked,arousal__future_spike_1_3s,classification,0.03
0.4855018587360595,0.0,0.5133845437616387,0.0,0.5028735632183906,1.1102230246251565e-16,cortical_fast_default,balanced_event_vs_stable,random,1616.0,1074.0,1:3,0.5049404348679247,2.2642676220781564e-05,0.4093567251461988,0.0,0.6517690875232774,0.0,20,blocked,arousal__future_spike_1_3s,classification,0.03
0.6007434944237919,1.1102230246251565e-16,0.5,0.0,,,cortical_fast_default,balanced_event_vs_stable,majority,1616.0,1074.0,1:3,,,,,0.0,0.0,20,blocked,arousal__future_spike_1_3s,classification,0.03
0.4991863905325443,0.0014399350838706889,0.4991863905325443,0.0014399350838706889,0.6639875187816304,0.0006416182857464938,cortical_fast_default,balanced_event_vs_stable,ar,676.0,676.0,1:1,0.5292815577912808,0.008138872141870429,0.4995903326337413,0.0007265446415012777,0.9896449704142011,1.1102230246251565e-16,20,blocked,arousal__future_spike_1_3s,classification,0.05
0.49829881656804736,0.0018726314942562447,0.49829881656804736,0.0018726314942562438,0.6609019252966932,0.0008378134537728382,cortical_fast_default,balanced_event_vs_stable,real,676.0,676.0,1:1,0.53471067331604,0.008444947520636716,0.4991334453258231,0.0009564956268907301,0.9778106508875739,1.1102230246251565e-16,20,blocked,arousal__future_spike_1_3s,classification,0.05
0.5022559171597634,0.0022492383431264775,0.5022559171597634,0.002249238343126481,0.6646917275763485,0.0010071333033287262,cortical_fast_default,balanced_event_vs_stable,shuffled,676.0,676.0,1:1,0.5292872886688477,0.008242275508804969,0.50114841421062,0.0011449969028237215,0.9866863905325444,0.0,20,blocked,arousal__future_spike_1_3s,classification,0.05
0.5002218934911242,0.0026882813380748817,0.5002218934911242,0.002688281338074883,0.6624391149251109,0.0012040961849826889,cortical_fast_default,balanced_event_vs_stable,random,676.0,676.0,1:1,0.531085712519184,0.008256831466828755,0.5001169129258897,0.001373342721207176,0.9807692307692306,1.1102230246251565e-16,20,blocked,arousal__future_spike_1_3s,classification,0.05
0.5,0.0,0.5,0.0,,,cortical_fast_default,balanced_event_vs_stable,majority,676.0,676.0,1:1,,,,,0.0,0.0,20,blocked,arousal__future_spike_1_3s,classification,0.05
