schema_version,target_name,phase4_best_pr_auc_threshold,phase3_ar_plus_raw_pr_auc_threshold,ar_only_pr_auc_threshold,best_real_grouped,best_control_grouped,weak_pass,good_pass,strong_pass,holy_shit_pass,blocked_temporal_support,recommendation,beats_controls,beats_ar_only,beats_phase3_ar_plus_raw,beats_phase4_best,positive_mean_fold_delta_vs_phase4,blocked_temporal_best_matching_pr_auc
again_dense_2hz_phase5_learned_heads_v1,arousal_spike_rows_2_6_train_q90,0.17165,0.1703,0.1472519450066696,"{'target_name': 'arousal_spike_rows_2_6_train_q90', 'validation_protocol': 'grouped_video', 'feature_name': 'temporal_mean_2s_then_pca256', 'model_head': 'gated_ar_pca_mlp', 'loss_name': 'binary', 'control_type': 'real', 'folds': 5, 'seeds': 3, 'rows_test_total': 699267, 'mean_pr_auc': 0.22458048377195058, 'std_pr_auc': 0.006676058166869747, 'min_pr_auc': 0.21182689991847165, 'max_pr_auc': 0.23555786073345736, 'mean_roc_auc': 0.7021499687564376, 'std_roc_auc': 0.007713905005769163, 'min_roc_auc': 0.6894505203732872, 'max_roc_auc': 0.7174154553029553, 'mean_f1': 0.2830157011994122, 'std_f1': 0.00965975258199423, 'min_f1': 0.26392961876832843, 'max_f1': 0.29789279705151833, 'mean_balanced_accuracy': 0.61174308101503, 'std_balanced_accuracy': 0.007758577169706078, 'min_balanced_accuracy': 0.5940669738597378, 'max_balanced_accuracy': 0.6203838224181416, 'mean_precision': 0.24123351744555566, 'std_precision': 0.008931071521629504, 'min_precision': 0.22850958565244278, 'max_precision': 0.26671408250355616, 'mean_recall': 0.34455833433466027, 'std_recall': 0.027560512614562365, 'min_recall': 0.261202693289993, 'max_recall': 0.37738530247665447, 'mean_top_1pct_recall': 0.04261282032668534, 'std_top_1pct_recall': 0.004336176320116209, 'min_top_1pct_recall': 0.033326641236699456, 'max_top_1pct_recall': 0.05005847953216374, 'mean_top_5pct_recall': 0.16221219987514207, 'std_top_5pct_recall': 0.011285671161137295, 'min_top_5pct_recall': 0.1445492872917085, 'max_top_5pct_recall': 0.18058479532163743, 'mean_top_10pct_recall': 0.2691977583050395, 'std_top_10pct_recall': 0.012608443690292891, 'min_top_10pct_recall': 0.24891461649782923, 'max_top_10pct_recall': 0.28678362573099414, 'mean_continuous_mae': 2.9109227816263834, 'std_continuous_mae': 0.09469221200866758, 'min_continuous_mae': 2.738804817199707, 'max_continuous_mae': 3.0703346729278564, 'mean_continuous_mse': 10.044157918294271, 'std_continuous_mse': 0.661264365875346, 'min_continuous_mse': 8.872995376586914, 'max_continuous_mse': 11.202407836914062, 'mean_continuous_pearson': 0.26426350974906593, 'std_continuous_pearson': 0.011358245273759475, 'min_continuous_pearson': 0.24290796598557027, 'max_continuous_pearson': 0.28834924895988895}","{'target_name': 'arousal_spike_rows_2_6_train_q90', 'validation_protocol': 'grouped_video', 'feature_name': 'temporal_mean_2s_then_pca256', 'model_head': 'gated_ar_pca_mlp', 'loss_name': 'binary', 'control_type': 'label_permutation', 'folds': 5, 'seeds': 3, 'rows_test_total': 699267, 'mean_pr_auc': 0.10427606681166803, 'std_pr_auc': 0.007062536158278765, 'min_pr_auc': 0.09271321054661849, 'max_pr_auc': 0.1155715996776895, 'mean_roc_auc': 0.513025354926669, 'std_roc_auc': 0.009486691782279297, 'min_roc_auc': 0.4972410420779719, 'max_roc_auc': 0.5342136020284983, 'mean_f1': 0.17218746854176487, 'std_f1': 0.014335775612074185, 'min_f1': 0.14358514868118946, 'max_f1': 0.19020518196794967, 'mean_balanced_accuracy': 0.5075488935335928, 'std_balanced_accuracy': 0.004962532879390601, 'min_balanced_accuracy': 0.49817005055971497, 'max_balanced_accuracy': 0.51792674774284, 'mean_precision': 0.1022666715622703, 'std_precision': 0.0064098895597587005, 'min_precision': 0.0936587789578287, 'max_precision': 0.10859664104753772, 'mean_recall': 0.5869209997958701, 'std_recall': 0.1608667196959413, 'min_recall': 0.29988304093567253, 'max_recall': 0.7876783130039281, 'mean_top_1pct_recall': 0.010469861861881462, 'std_top_1pct_recall': 0.0017649862216712667, 'min_top_1pct_recall': 0.007026701465569163, 'max_top_1pct_recall': 0.013851560884845978, 'mean_top_5pct_recall': 0.053637312432916036, 'std_top_5pct_recall': 0.0041506092521814844, 'min_top_5pct_recall': 0.04697851836980526, 'max_top_5pct_recall': 0.06222865412445731, 'mean_top_10pct_recall': 0.10877587663626025, 'std_top_10pct_recall': 0.006964834212131393, 'min_top_10pct_recall': 0.09837382051796828, 'max_top_10pct_recall': 0.12135621252842671, 'mean_continuous_mae': 2.279972298940023, 'std_continuous_mae': 0.03131160456961793, 'min_continuous_mae': 2.2366349697113037, 'max_continuous_mae': 2.329692840576172, 'mean_continuous_mse': 5.333192952473959, 'std_continuous_mse': 0.1517252212866205, 'min_continuous_mse': 5.120841026306152, 'max_continuous_mse': 5.572812557220459, 'mean_continuous_pearson': 0.011698454934415441, 'std_continuous_pearson': 0.010551760970405938, 'min_continuous_pearson': -0.004437748942333165, 'max_continuous_pearson': 0.038370481461485854}",True,True,True,True,True,promote_to_phase6_candidate,True,True,True,True,0.05293048377195059,0.20711798676169157
