schema_version,target_name,target_value_column,target_mask_column,target_threshold_train_only,target_threshold_quantile,target_transform,validation_protocol,fold,model_lane,n_train,n_test,train_videos,test_videos,train_event_count,test_event_count,train_positive_rate,test_positive_rate,feature_width,decision_threshold_train_only,uses_future_features,uses_train_only_transform,vjepa_encoding_run,tribe_encoding_run,pca_run,ridge_backend,ridge_alpha,ridge_iterations,mlx_available,pr_auc,roc_auc,f1,balanced_accuracy,precision,recall,accuracy,top_1pct_recall,top_5pct_recall,top_10pct_recall,predicted_positive_rate,predicted_positive_count,delta_mae,delta_mse,delta_pearson
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.15704058010258418,0.9,positive_delta,grouped_video,1,AR_only,186467,46622,796,199,18647,4837,0.10000160886376679,0.10374930290420831,7,0.09661024808883667,False,True,False,False,False,mlx_primal_conjugate_gradient,1.0,3,True,0.15656329795763432,0.6190281135583625,0.22629619020338013,0.5919383806305989,0.13373711534120833,0.7349596857556336,0.47859379691990905,0.036592929501757285,0.11019226793467025,0.1548480463096961,0.5701600102955686,26582,0.09847807064231404,0.014694305333298754,0.2128763466643079
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.15642857142856914,0.9,positive_delta,grouped_video,2,AR_only,186470,46619,796,199,18651,4926,0.10002145117177026,0.10566507218087046,7,0.09362506121397018,False,True,False,False,False,mlx_primal_conjugate_gradient,1.0,3,True,0.14934242844754714,0.6120859485258422,0.2282335641198456,0.5903856509336526,0.13439890316062925,0.7561916362159967,0.45961946845706686,0.028623629719853837,0.10637434023548518,0.15306536743808363,0.5945215470087304,27716,0.09964133435610599,0.014884358088521045,0.20877345740810627
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.15625,0.9,positive_delta,grouped_video,3,AR_only,186480,46609,796,199,18656,4981,0.10004290004290005,0.10686777231865091,7,0.09670674800872803,False,True,False,False,False,mlx_primal_conjugate_gradient,1.0,3,True,0.15065117158871327,0.6020094939611689,0.2238168034193367,0.577986487501357,0.13249852245862884,0.7201365187713311,0.46621897058508016,0.03011443485243927,0.11523790403533427,0.15378438064645653,0.5808320281490699,27072,0.09903524232306173,0.014542198706836615,0.19946246889603927
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.16,0.9,positive_delta,grouped_video,4,AR_only,186452,46637,796,199,18646,4307,0.10000429064853153,0.09235156635289576,7,0.0966576486825943,False,True,False,False,False,mlx_primal_conjugate_gradient,1.0,3,True,0.14035836112752037,0.6098854945314247,0.20033561378598166,0.5818531943367784,0.11633746861062179,0.7206872533085674,0.46866222098333943,0.03714882749013234,0.11446482470397028,0.16391920130020896,0.5720994060509895,26681,0.09703243387659917,0.014042403966319204,0.20677478239730507
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.16000000000000003,0.9,positive_delta,grouped_video,5,AR_only,186487,46602,796,199,18667,4275,0.10009813016456912,0.09173426033217459,7,0.09338203072547913,False,True,False,False,False,mlx_primal_conjugate_gradient,1.0,3,True,0.126810461402288,0.5877474278856749,0.19563413544392672,0.5750434275496665,0.11327100040651909,0.7169590643274854,0.45916484271061325,0.0360233918128655,0.09988304093567252,0.13333333333333333,0.5806403158662718,27059,0.09623783072686826,0.014096420226692184,0.1751988597354429
again_dense_2hz_benchmark_v1,arousal_spike_rows_2_6_train_q90,future_arousal_max_delta_rows_2_6,target_mask_arousal_spike_rows_2_6,0.153846154,0.9,positive_delta,blocked_temporal_70_30,1,AR_only,162758,70331,995,995,16361,7824,0.10052347657258015,0.11124539676671738,7,0.09337737299501896,False,True,False,False,False,mlx_primal_conjugate_gradient,1.0,3,True,0.19657102472926036,0.6815117872442458,0.2733978299214282,0.6310687650835867,0.17283908900452793,0.6537576687116564,0.6134279336281299,0.03949386503067485,0.11349693251533742,0.18456032719836402,0.42078173209537756,29594,0.0948471297639451,0.014609746854928036,0.23141318167995303
again_dense_2hz_benchmark_v1,arousal_delta_p2rows_train_q90,future_arousal_delta_p2rows,target_mask_arousal_delta_p2rows,0.05885150026254019,0.9,positive_delta,grouped_video,1,AR_only,189793,47438,796,199,18980,4395,0.10000368822875448,0.09264724482482398,7,0.12469112426042558,False,True,False,False,False,mlx_primal_conjugate_gradient,1.0,3,True,0.18778124803013713,0.6497790512791703,0.27569421396172145,0.602279835147523,0.26830318690783805,0.28350398179749714,0.8619882794384249,0.030716723549488054,0.18111490329920363,0.2850967007963595,0.09789620135756145,4644,0.10407519447477193,0.013817908502727308,0.2175162036019821
again_dense_2hz_benchmark_v1,arousal_delta_p2rows_train_q90,future_arousal_delta_p2rows,target_mask_arousal_delta_p2rows,0.05833333309999999,0.9,positive_delta,grouped_video,2,AR_only,189800,47431,796,199,18980,4815,0.1,0.10151588623474099,7,0.12486819177865983,False,True,False,False,False,mlx_primal_conjugate_gradient,1.0,3,True,0.20675912033548924,0.6431140727667065,0.28825585089484274,0.6029985057216504,0.29407951598962834,0.28265835929387334,0.8582994244270624,0.038006230529595016,0.1750778816199377,0.2863966770508827,0.09757331702894731,4628,0.10419739508650311,0.014048464842725351,0.23902158157499093
again_dense_2hz_benchmark_v1,arousal_delta_p2rows_train_q90,future_arousal_delta_p2rows,target_mask_arousal_delta_p2rows,0.058110430492643694,0.9,positive_delta,grouped_video,3,AR_only,189781,47450,796,199,18979,4908,0.1000047423082395,0.10343519494204426,7,0.12537604570388794,False,True,False,False,False,mlx_primal_conjugate_gradient,1.0,3,True,0.20296449263472144,0.6347861341648583,0.2850137909898866,0.6011436389799857,0.2858020897357099,0.28422982885085574,0.8524973656480506,0.03504482477587612,0.16503667481662593,0.2795436022819886,0.10286617492096944,4881,0.10622508515931887,0.014942991941716494,0.19999871288802978
again_dense_2hz_benchmark_v1,arousal_delta_p2rows_train_q90,future_arousal_delta_p2rows,target_mask_arousal_delta_p2rows,0.058823529999999985,0.9,positive_delta,grouped_video,4,AR_only,189784,47447,796,199,18989,4467,0.10005585296969186,0.09414715366619597,7,0.12458385676145554,False,True,False,False,False,mlx_primal_conjugate_gradient,1.0,3,True,0.18662210589408795,0.65144300538888,0.27238558478885694,0.5989634419536766,0.26905437868530246,0.27580031340944705,0.8612767930533016,0.0315648085963734,0.17103201253637787,0.2796059995522722,0.09650768225599089,4579,0.10317139528782825,0.013692582928157686,0.20914917029667235
again_dense_2hz_benchmark_v1,arousal_delta_p2rows_train_q90,future_arousal_delta_p2rows,target_mask_arousal_delta_p2rows,0.05739932386040705,0.9,positive_delta,grouped_video,5,AR_only,189766,47465,796,199,18977,5139,0.10000210785915285,0.10826925102707258,7,0.12524370849132538,False,True,False,False,False,mlx_primal_conjugate_gradient,1.0,3,True,0.20906232845213718,0.6483487488954354,0.2922392486406327,0.6024801773743376,0.2970257234726688,0.28760459233313873,0.8491730748972928,0.030550690795874684,0.15859116559641953,0.27884802490756955,0.10483514168334562,4976,0.10570139249049894,0.015055093956636213,0.18406078357262973
again_dense_2hz_benchmark_v1,arousal_delta_p2rows_train_q90,future_arousal_delta_p2rows,target_mask_arousal_delta_p2rows,0.05714285699999999,0.9,positive_delta,blocked_temporal_70_30,1,AR_only,165783,71448,995,995,16594,7652,0.10009470211059035,0.10709886910760273,7,0.12078098654747009,False,True,False,False,False,mlx_primal_conjugate_gradient,1.0,3,True,0.2508436636279985,0.6967285254304946,0.3222096102913356,0.6122000440373896,0.38270717238899876,0.27822791427077886,0.8746360989810772,0.0352848928384736,0.1870099320439101,0.3391270256142185,0.07786082185645504,5563,0.10000046906781368,0.013697367900621217,0.24002787654975263
again_dense_2hz_benchmark_v1,arousal_abs_delta_p4rows_train_q90,future_arousal_delta_p4rows,target_mask_arousal_delta_p4rows,0.16666666600000002,0.9,abs_movement,grouped_video,1,AR_only,188154,47063,796,199,18947,4815,0.10069942706506373,0.10230967001678601,7,0.09547536075115204,False,True,False,False,False,mlx_primal_conjugate_gradient,1.0,3,True,0.11804242764382669,0.5382554389322172,0.19600654295222517,0.5393214924562535,0.11340273471918545,0.7217030114226376,0.39425875953509126,0.026375908618899272,0.06230529595015576,0.102803738317757,0.6511059643456644,30643,0.11549739684926665,0.021609237575150615,-0.2017586989202861
