target_name,target_type,seed,control_type,epoch,train_loss,inner_val_selection_metric,inner_val_delta_vs_frozen_ar,selection_metric_name,alpha,gate_mean,gate_p95,inner_val_selection_policy,inner_val_spearman_delta_vs_frozen_ar
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,25,0.15728585049510002,0.22215663168892785,5.573875276501661e-05,pr_auc_delta_vs_frozen_ar,0.0021786100696772337,0.08988398313522339,0.5013130903244019,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,26,0.15742928255349398,0.22215721472851713,5.6321792354291356e-05,pr_auc_delta_vs_frozen_ar,0.0021862108260393143,0.08995910733938217,0.5026944279670715,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,27,0.1576136453077197,0.22215564017924608,5.474724308324186e-05,pr_auc_delta_vs_frozen_ar,0.002192078158259392,0.08793124556541443,0.49117904901504517,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,28,0.15754049271345139,0.22215630379480197,5.541085863913775e-05,pr_auc_delta_vs_frozen_ar,0.002198223490267992,0.08865386992692947,0.49636104702949524,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,29,0.1573139363899827,0.222156090408203,5.5197472040163786e-05,pr_auc_delta_vs_frozen_ar,0.0022047616075724363,0.08906732499599457,0.5000317096710205,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,30,0.15751163195818663,0.22215574446187292,5.485152571008123e-05,pr_auc_delta_vs_frozen_ar,0.0022103406954556704,0.08743508905172348,0.49086248874664307,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,31,0.1573256766423583,0.22215776808124454,5.6875145081708434e-05,pr_auc_delta_vs_frozen_ar,0.0022171130403876305,0.08762630820274353,0.4932297170162201,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,32,0.157497133128345,0.2221580622961479,5.716935998506534e-05,pr_auc_delta_vs_frozen_ar,0.00222238851711154,0.08796599507331848,0.4959404170513153,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,33,0.1573554938659072,0.22215884086832913,5.794793216629124e-05,pr_auc_delta_vs_frozen_ar,0.0022281641140580177,0.08749013394117355,0.49419787526130676,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,34,0.15741001162678003,0.22215908687609215,5.819393992931299e-05,pr_auc_delta_vs_frozen_ar,0.0022341308649629354,0.08781852573156357,0.4965985417366028,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,35,0.157335109077394,0.22215955982305785,5.866688689501465e-05,pr_auc_delta_vs_frozen_ar,0.002240080153569579,0.08679710328578949,0.4910065829753876,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,36,0.15725081786513329,0.22216153863511423,6.064569895139482e-05,pr_auc_delta_vs_frozen_ar,0.0022461973130702972,0.08727061003446579,0.49358069896698,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,37,0.15746858436614275,0.22216095227891017,6.005934274733171e-05,pr_auc_delta_vs_frozen_ar,0.0022521584760397673,0.08681973069906235,0.49227195978164673,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,38,0.1571759134531021,0.22216242553064014,6.153259447730375e-05,pr_auc_delta_vs_frozen_ar,0.0022582407109439373,0.08745448291301727,0.49667927622795105,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,39,0.1571656772866845,0.22216257774326267,6.16848070998377e-05,pr_auc_delta_vs_frozen_ar,0.0022629776503890753,0.0863841101527214,0.48929736018180847,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,real_residual,40,0.1573270782828331,0.22216282827912312,6.193534296028425e-05,pr_auc_delta_vs_frozen_ar,0.002269824268296361,0.08755580335855484,0.4969240427017212,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,shuffled_pca_residual,1,0.15781873185187578,0.22205823405564987,-4.2658880512969066e-05,pr_auc_delta_vs_frozen_ar,0.0017861447995528579,0.021508894860744476,0.051183562725782394,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,shuffled_pca_residual,2,0.1578130954876542,0.2220964407779117,-4.452158251122551e-06,pr_auc_delta_vs_frozen_ar,0.0018090372905135155,0.03874604403972626,0.15470416843891144,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,shuffled_pca_residual,3,0.15758521854877472,0.22209971092093206,-1.1820152307773224e-06,pr_auc_delta_vs_frozen_ar,0.0018483856692910194,0.09555697441101074,0.5041085481643677,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,shuffled_pca_residual,4,0.15794754587113857,0.2220997892979798,-1.1036381830364927e-06,pr_auc_delta_vs_frozen_ar,0.0018895857501775026,0.1655196100473404,0.8452293872833252,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,shuffled_pca_residual,5,0.1576477838680148,0.2220931867774584,-7.706158704434696e-06,pr_auc_delta_vs_frozen_ar,0.0019204978598281741,0.2040564864873886,0.943124532699585,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,shuffled_pca_residual,6,0.15776480361819267,0.22208739526944285,-1.3497666719985979e-05,pr_auc_delta_vs_frozen_ar,0.0019196721259504557,0.21668288111686707,0.9620184898376465,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,shuffled_pca_residual,7,0.15766450949013233,0.22209074272899118,-1.0150207171655268e-05,pr_auc_delta_vs_frozen_ar,0.0019129591528326273,0.22337916493415833,0.969654381275177,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,shuffled_pca_residual,8,0.15764934662729502,0.222084901685225,-1.5991250937846813e-05,pr_auc_delta_vs_frozen_ar,0.0019179985392838717,0.2315024882555008,0.9774497747421265,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,random_pca_residual,1,0.15781873743981123,0.2220861692928573,-1.4723643305541989e-05,pr_auc_delta_vs_frozen_ar,0.0017856855411082506,0.0210620928555727,0.04873640090227127,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,random_pca_residual,2,0.15781321749091148,0.22211141226010023,1.05193239373913e-05,pr_auc_delta_vs_frozen_ar,0.001807086169719696,0.03682951256632805,0.14548999071121216,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,random_pca_residual,3,0.157586264424026,0.2221134129152459,1.2519979083053245e-05,pr_auc_delta_vs_frozen_ar,0.0018462225561961532,0.09182792156934738,0.4838767647743225,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,random_pca_residual,4,0.1579501684755087,0.22211599137999352,1.5098443830685593e-05,pr_auc_delta_vs_frozen_ar,0.0018874366069212556,0.1626904457807541,0.8366551995277405,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,random_pca_residual,5,0.1576494900509715,0.22210720774188547,6.314805722634764e-06,pr_auc_delta_vs_frozen_ar,0.0019190080929547548,0.20367883145809174,0.9426090121269226,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,random_pca_residual,6,0.1577654331922531,0.22209995549247502,-9.374436878151204e-07,pr_auc_delta_vs_frozen_ar,0.0019188517471775413,0.21823522448539734,0.9634238481521606,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,random_pca_residual,7,0.15766515862196684,0.22209988566565741,-1.0072705054209319e-06,pr_auc_delta_vs_frozen_ar,0.0019118983764201403,0.22609683871269226,0.972157895565033,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,random_pca_residual,8,0.15764951519668102,0.22210016399933896,-7.289368238738714e-07,pr_auc_delta_vs_frozen_ar,0.00191658700350672,0.23498405516147614,0.9800947904586792,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,random_pca_residual,9,0.15758442133665085,0.22210080870038446,-8.423577838034824e-08,pr_auc_delta_vs_frozen_ar,0.0019189425511285663,0.2420581430196762,0.9849643707275391,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,random_pca_residual,10,0.15764201525598764,0.22209518513483018,-5.707801332660578e-06,pr_auc_delta_vs_frozen_ar,0.0019245384028181434,0.24849969148635864,0.9886467456817627,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,random_pca_residual,11,0.1577686732634902,0.2220906349865173,-1.0257949645542386e-05,pr_auc_delta_vs_frozen_ar,0.001926615834236145,0.2538721263408661,0.9911209940910339,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,random_pca_residual,12,0.15766304731369019,0.22208859682907625,-1.2296107086584573e-05,pr_auc_delta_vs_frozen_ar,0.0019323965534567833,0.25905051827430725,0.9931107759475708,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,label_permutation_residual,1,0.18378511629998684,0.101640857195038,-1.7700863431807656e-06,pr_auc_delta_vs_frozen_ar,0.001783463405445218,0.019730670377612114,0.03877991437911987,permuted_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,label_permutation_residual,2,0.18365232087671757,0.10163843711233625,-4.190169044931968e-06,pr_auc_delta_vs_frozen_ar,0.0017795544117689133,0.02031235210597515,0.04244660586118698,permuted_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,label_permutation_residual,3,0.18392871972173452,0.10163579795931219,-6.829322068996335e-06,pr_auc_delta_vs_frozen_ar,0.0018015243113040924,0.02418285794556141,0.06373478472232819,permuted_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,label_permutation_residual,4,0.18373406305909157,0.10163594148872,-6.68579266117908e-06,pr_auc_delta_vs_frozen_ar,0.0018372217891737819,0.04832473397254944,0.1806119680404663,permuted_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,label_permutation_residual,5,0.1836127657443285,0.10163406086789459,-8.566413486593705e-06,pr_auc_delta_vs_frozen_ar,0.001877886475995183,0.10759454220533371,0.4967091381549835,permuted_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,label_permutation_residual,6,0.18352574855089188,0.10163760197774355,-5.025303637634648e-06,pr_auc_delta_vs_frozen_ar,0.0019152648746967316,0.17476344108581543,0.7961472868919373,permuted_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,label_permutation_residual,7,0.18351127672940493,0.10164059610090334,-2.0311804778405662e-06,pr_auc_delta_vs_frozen_ar,0.001930970698595047,0.2161765992641449,0.9025792479515076,permuted_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,label_permutation_residual,8,0.18352210335433483,0.10163900567518874,-3.6216061924387866e-06,pr_auc_delta_vs_frozen_ar,0.0019314214587211609,0.2430288940668106,0.9437190294265747,permuted_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,train_only_video_mean_residual,1,0.15781874116510153,0.22206294567678575,-3.794725937708576e-05,pr_auc_delta_vs_frozen_ar,0.0017856782069429755,0.020634694024920464,0.04437356814742088,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,train_only_video_mean_residual,2,0.15781375765800476,0.22210236071262648,1.4677764636483737e-06,pr_auc_delta_vs_frozen_ar,0.0018007236067205667,0.02478327602148056,0.06584050506353378,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,train_only_video_mean_residual,3,0.1575952209532261,0.2221142437791836,1.3350843020759617e-05,pr_auc_delta_vs_frozen_ar,0.0018375233048573136,0.03837408497929573,0.14362581074237823,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,train_only_video_mean_residual,4,0.1579956952482462,0.222102842660689,1.9497245261623775e-06,pr_auc_delta_vs_frozen_ar,0.0018777014920488,0.06025528535246849,0.31329113245010376,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,train_only_video_mean_residual,5,0.15772137232124805,0.22209849506948326,-2.3978666795765324e-06,pr_auc_delta_vs_frozen_ar,0.0019181935349479318,0.08639053255319595,0.5490555763244629,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,train_only_video_mean_residual,6,0.15782019030302763,0.22208187167477722,-1.902126138561555e-05,pr_auc_delta_vs_frozen_ar,0.0019555464386940002,0.11044217646121979,0.7615522742271423,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,train_only_video_mean_residual,7,0.15770019870251417,0.22207446498219502,-2.6427953967816942e-05,pr_auc_delta_vs_frozen_ar,0.001988862408325076,0.12853598594665527,0.8671841025352478,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,train_only_video_mean_residual,8,0.15766729228198528,0.22206125474220298,-3.963819395985668e-05,pr_auc_delta_vs_frozen_ar,0.0020130693446844816,0.13961398601531982,0.9220839738845825,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,train_only_video_mean_residual,9,0.1575922267511487,0.2220608057305582,-4.008720560463863e-05,pr_auc_delta_vs_frozen_ar,0.002032281132414937,0.14699362218379974,0.9382488131523132,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,train_only_video_mean_residual,10,0.15763818379491568,0.22205455184582773,-4.6341090335105806e-05,pr_auc_delta_vs_frozen_ar,0.0020488107111305,0.15374451875686646,0.9452381730079651,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,train_only_video_mean_residual,11,0.15775681659579277,0.22204312781335686,-5.776512280597501e-05,pr_auc_delta_vs_frozen_ar,0.002066863002255559,0.1609683632850647,0.9494328498840332,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,diagnostics_only_residual,1,0.15781816467642784,0.22193526961535687,-0.00016562332080596875,pr_auc_delta_vs_frozen_ar,0.0018149464158341289,0.05229702591896057,0.18854542076587677,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,diagnostics_only_residual,2,0.15780943352729082,0.22192326885459474,-0.00017762408156810072,pr_auc_delta_vs_frozen_ar,0.001851689419709146,0.11083060503005981,0.48573553562164307,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,diagnostics_only_residual,3,0.1575792459771037,0.22192340646598474,-0.00017748647017809538,pr_auc_delta_vs_frozen_ar,0.0018912118393927813,0.1857544332742691,0.798976719379425,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,diagnostics_only_residual,4,0.15796998422592878,0.2219406337615907,-0.00016025917457213046,pr_auc_delta_vs_frozen_ar,0.00192544877063483,0.24240833520889282,0.9294661283493042,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,diagnostics_only_residual,5,0.15770723391324282,0.22196161050364588,-0.00013928243251695727,pr_auc_delta_vs_frozen_ar,0.0019375525880604982,0.2737446427345276,0.9667890071868896,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,diagnostics_only_residual,6,0.1578299906104803,0.2219897890929345,-0.00011110384322834954,pr_auc_delta_vs_frozen_ar,0.001929019927047193,0.2932116687297821,0.9810504913330078,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,diagnostics_only_residual,7,0.1577343689277768,0.2220037523021546,-9.714063400823036e-05,pr_auc_delta_vs_frozen_ar,0.0019258616957813501,0.3103131949901581,0.9891958832740784,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,diagnostics_only_residual,8,0.1577174449339509,0.2220133858588815,-8.750707728133467e-05,pr_auc_delta_vs_frozen_ar,0.0019256490049883723,0.324545294046402,0.9937208890914917,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,1,0.15633867215365171,0.22824127301167976,-8.439213839084303e-06,pr_auc_delta_vs_frozen_ar,0.0018147379159927368,0.02118116058409214,0.04237423092126846,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,2,0.1562402741983533,0.22833367608897337,8.396386345452256e-05,pr_auc_delta_vs_frozen_ar,0.0018500617006793618,0.030928021296858788,0.11256568133831024,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,3,0.1563341384753585,0.22835184061268005,0.00010212838716119887,pr_auc_delta_vs_frozen_ar,0.0018910591024905443,0.07914076000452042,0.4362090229988098,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,4,0.15608278196305037,0.2283631570752466,0.00011344484972775071,pr_auc_delta_vs_frozen_ar,0.0019335603574290872,0.14293363690376282,0.7874507904052734,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,5,0.15636136196553707,0.22837421578405673,0.00012450355853788064,pr_auc_delta_vs_frozen_ar,0.0019667320884764194,0.1664130985736847,0.8603125214576721,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,6,0.15582386497408152,0.22838196153590154,0.00013224931038269272,pr_auc_delta_vs_frozen_ar,0.001983822323381901,0.1516222357749939,0.8060492873191833,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,7,0.15574654564261436,0.2283815237859885,0.00013181156046965237,pr_auc_delta_vs_frozen_ar,0.0020006464328616858,0.12751071155071259,0.7120944857597351,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,8,0.15601792838424444,0.2283794544164462,0.0001297421909273455,pr_auc_delta_vs_frozen_ar,0.0020234843250364065,0.11384662985801697,0.6493999361991882,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,9,0.1558619849383831,0.22838102079011086,0.00013130856459200868,pr_auc_delta_vs_frozen_ar,0.002045760629698634,0.10405217111110687,0.6029239296913147,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,10,0.15625890344381332,0.22838262651064745,0.00013291428512859915,pr_auc_delta_vs_frozen_ar,0.002064139349386096,0.09647107869386673,0.5551561117172241,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,11,0.15599654335528612,0.2283840230663225,0.00013431084080364752,pr_auc_delta_vs_frozen_ar,0.002080746693536639,0.09298168122768402,0.5297317504882812,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,12,0.15580983087420464,0.22838205367901598,0.00013234145349713677,pr_auc_delta_vs_frozen_ar,0.0020952781196683645,0.08950959891080856,0.5048542618751526,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,13,0.15592401288449764,0.22838086443068503,0.0001311522051661851,pr_auc_delta_vs_frozen_ar,0.0021087692584842443,0.08908993005752563,0.49794480204582214,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,14,0.1559277856722474,0.22838163070199208,0.00013191847647323063,pr_auc_delta_vs_frozen_ar,0.0021210440900176764,0.08797374367713928,0.48832717537879944,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,15,0.15568991284817457,0.2283831567684021,0.0001334445428832487,pr_auc_delta_vs_frozen_ar,0.002132978057488799,0.08665104955434799,0.4808500409126282,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,16,0.15586951095610857,0.2283837127461178,0.00013400052059894807,pr_auc_delta_vs_frozen_ar,0.00214510690420866,0.08649275451898575,0.4774031341075897,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,17,0.15595513489097357,0.22838243838623126,0.00013272616071241528,pr_auc_delta_vs_frozen_ar,0.002155263675376773,0.08430877327919006,0.4625381827354431,true_inner_val_labels_targets,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,real_residual,18,0.1557223405689001,0.2283825559838259,0.00013284375830704964,pr_auc_delta_vs_frozen_ar,0.0021648963447660208,0.08611992746591568,0.4743228256702423,true_inner_val_labels_targets,
