validation_protocol,actual_validation_protocol,fold,seed,variant_name,control_type,epoch,train_loss,inner_val_pr_auc,inner_val_delta_vs_frozen_ar,true_inner_val_pr_auc,true_inner_val_delta_vs_frozen_ar,frozen_ar_inner_val_pr_auc,true_frozen_ar_inner_val_pr_auc,alpha,gate_mean,gate_p95
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,random_pca_residual,11,0.1555660767480731,0.2322124488193639,0.00013558627605422813,0.2322124488193639,0.00013558627605422813,0.23207686254330967,0.23207686254330967,0.0019819566514343023,0.17952944338321686,0.8845060467720032
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,random_pca_residual,12,0.15553950518369675,0.23221332526229524,0.0001364627189855694,0.23221332526229524,0.0001364627189855694,0.23207686254330967,0.23207686254330967,0.001999785890802741,0.18376454710960388,0.8954287767410278
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,1,0.18031085468828678,0.10216292765645801,1.13033629799697e-05,0.23216633583002358,8.94732867139092e-05,0.10215162429347804,0.23207686254330967,0.0017865514382719994,0.021098945289850235,0.04492178559303284
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,2,0.1803830824792385,0.102162102588559,1.0478295080953992e-05,0.23217533085175618,9.846830844650878e-05,0.10215162429347804,0.23207686254330967,0.0017716505099087954,0.021558696404099464,0.04873865470290184
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,3,0.18032752349972725,0.10216246289192807,1.0838598450024772e-05,0.23217919955255217,0.00010233700924250355,0.10215162429347804,0.23207686254330967,0.0017597941914573312,0.02235746569931507,0.05420980602502823
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,4,0.18035703245550394,0.10216171456793209,1.0090274454047088e-05,0.23218443978853132,0.00010757724522164613,0.10215162429347804,0.23207686254330967,0.0017510853940621018,0.024075910449028015,0.06553378701210022
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,5,0.18040192034095526,0.10216035989327522,8.735599797179971e-06,0.2321882764047497,0.00011141386144003507,0.10215162429347804,0.23207686254330967,0.001746420399285853,0.027569031342864037,0.08675632625818253
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,6,0.18036246579140425,0.10215825209833466,6.627804856620956e-06,0.2322034625278836,0.0001265999845739274,0.10215162429347804,0.23207686254330967,0.0017462933901697397,0.03470057249069214,0.12953227758407593
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,7,0.18047086521983147,0.10215566938821588,4.045094737836763e-06,0.23221036599337386,0.0001335034500641874,0.10215162429347804,0.23207686254330967,0.0017541568959131837,0.05119479447603226,0.23019616305828094
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,8,0.18036251422017813,0.10215366008499387,2.0357915158225603e-06,0.23221079055844374,0.00013392801513406605,0.10215162429347804,0.23207686254330967,0.001776914345100522,0.08710575848817825,0.44839945435523987
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,9,0.18035298958420753,0.1021570588659647,5.43457248665391e-06,0.2322071629759872,0.00013030043267753255,0.10215162429347804,0.23207686254330967,0.0018060108413919806,0.12888340651988983,0.6790454983711243
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,1,0.18130447249859571,0.1001205121267236,-1.9079275569655607e-05,0.23216316912895124,8.630658564157123e-05,0.10013959140229325,0.23207686254330967,0.00178726261947304,0.021057087928056717,0.04433685168623924
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,2,0.1813328769057989,0.1001226948587986,-1.6896543494654415e-05,0.23217470678271487,9.78442394052037e-05,0.10013959140229325,0.23207686254330967,0.001773267867974937,0.021625395864248276,0.04836064949631691
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,3,0.1813127612695098,0.1001239024715256,-1.5688930767657205e-05,0.2321888789093871,0.0001120163660774387,0.10013959140229325,0.23207686254330967,0.0017635606927797198,0.022822003811597824,0.05620070546865463
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,4,0.18128894548863173,0.10012378681376967,-1.580458852358524e-05,0.23219408314855888,0.00011722060524921307,0.10013959140229325,0.23207686254330967,0.0017565637826919556,0.024603454396128654,0.06777248531579971
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,5,0.18127990793436766,0.1001237213990385,-1.5870003254758736e-05,0.23219856376590403,0.00012170122259436145,0.10013959140229325,0.23207686254330967,0.0017543723806738853,0.02880042977631092,0.09348620474338531
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,6,0.1813304852694273,0.1001232614306571,-1.6329971636155904e-05,0.23220504874888512,0.0001281862055754479,0.10013959140229325,0.23207686254330967,0.0017570486525073647,0.037378307431936264,0.1451755166053772
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,7,0.18132016621530056,0.10012063352134531,-1.8957880947939598e-05,0.2322113961156562,0.00013453357234652352,0.10013959140229325,0.23207686254330967,0.0017691958928480744,0.05672960728406906,0.26388970017433167
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,8,0.18133582174777985,0.10012080946307889,-1.8781939214368437e-05,0.23220883896922584,0.00013197642591616932,0.10013959140229325,0.23207686254330967,0.0017922262195497751,0.09236742556095123,0.4828992187976837
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,9,0.18131826166063547,0.10011990113947647,-1.9690262816784987e-05,0.23220875332288451,0.00013189077957484474,0.10013959140229325,0.23207686254330967,0.001821658806875348,0.1363721638917923,0.7191276550292969
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,10,0.18130000494420528,0.1001218916518822,-1.7699750411048765e-05,0.23220958680289555,0.0001327242595858813,0.10013959140229325,0.23207686254330967,0.0018542390316724777,0.17533046007156372,0.8698321580886841
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,11,0.1812850385904312,0.10012110370218293,-1.848770011032841e-05,0.2322116083674864,0.00013474582417671854,0.10013959140229325,0.23207686254330967,0.0018883728189393878,0.20450101792812347,0.9391178488731384
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,1,0.15558628179132938,0.23220914163045075,0.00013227908714108505,0.23220914163045075,0.00013227908714108505,0.23207686254330967,0.23207686254330967,0.001788596622645855,0.0202432069927454,0.04162038490176201
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,2,0.15557899046689272,0.23220752054755467,0.00013065800424499896,0.23220752054755467,0.00013065800424499896,0.23207686254330967,0.23207686254330967,0.001787765882909298,0.02290058322250843,0.05726652219891548
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,3,0.15556260105222464,0.23219622661377418,0.00011936407046450603,0.23219622661377418,0.00011936407046450603,0.23207686254330967,0.23207686254330967,0.001807722612284124,0.029768081381917,0.07950577884912491
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,4,0.1555560575798154,0.23220570299775428,0.000128840454444612,0.23220570299775428,0.000128840454444612,0.23207686254330967,0.23207686254330967,0.0018399447435513139,0.038686759769916534,0.11801917105913162
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,5,0.1555524142459035,0.23219849648962504,0.00012163394631536928,0.23219849648962504,0.00012163394631536928,0.23207686254330967,0.23207686254330967,0.0018725827103480697,0.04710206016898155,0.16501443088054657
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,6,0.1555103324353695,0.23221735125402454,0.00014048871071487,0.23221735125402454,0.00014048871071487,0.23207686254330967,0.23207686254330967,0.0019018909661099315,0.05434878170490265,0.24979360401630402
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,7,0.15554055850952864,0.2322161184163652,0.00013925587305552156,0.2322161184163652,0.00013925587305552156,0.23207686254330967,0.23207686254330967,0.0019336541881784797,0.06096521019935608,0.35094818472862244
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,8,0.1555129587650299,0.23220475658388134,0.00012789404057167442,0.23220475658388134,0.00012789404057167442,0.23207686254330967,0.23207686254330967,0.0019639197271317244,0.06599634885787964,0.36013054847717285
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,9,0.1555526088923216,0.23221854843265957,0.00014168588934990178,0.23221854843265957,0.00014168588934990178,0.23207686254330967,0.23207686254330967,0.0019942880608141422,0.07121653109788895,0.396852046251297
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,10,0.15551585797220469,0.23221400710121093,0.00013714455790125868,0.23221400710121093,0.00013714455790125868,0.23207686254330967,0.23207686254330967,0.0020223117899149656,0.0767851173877716,0.4659271240234375
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,11,0.15556152071803808,0.23222159565830955,0.00014473311499987873,0.23222159565830955,0.00014473311499987873,0.23207686254330967,0.23207686254330967,0.002048880560323596,0.0831288993358612,0.5048988461494446
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,12,0.15553284250199795,0.23222838827118022,0.00015152572787055507,0.23222838827118022,0.00015152572787055507,0.23207686254330967,0.23207686254330967,0.002075878670439124,0.0916152372956276,0.5989704132080078
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,13,0.15552003122866154,0.23222942131138813,0.00015255876807845903,0.23222942131138813,0.00015255876807845903,0.23207686254330967,0.23207686254330967,0.002100916812196374,0.10054311156272888,0.685230016708374
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,14,0.15549997240304947,0.2322332950905141,0.00015643254720443256,0.2322332950905141,0.00015643254720443256,0.23207686254330967,0.23207686254330967,0.0021257062908262014,0.10901164263486862,0.7547677159309387
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,15,0.155530727468431,0.23223295952488543,0.00015609698157575957,0.23223295952488543,0.00015609698157575957,0.23207686254330967,0.23207686254330967,0.002149618463590741,0.1169537752866745,0.828603982925415
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,16,0.15550146903842688,0.23223423592101394,0.00015737337770427295,0.23223423592101394,0.00015737337770427295,0.23207686254330967,0.23207686254330967,0.00217326614074409,0.12409233301877975,0.8772368431091309
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,17,0.15553274285048246,0.2322384951892186,0.00016163264590893234,0.2322384951892186,0.00016163264590893234,0.23207686254330967,0.23207686254330967,0.002195144770666957,0.13036884367465973,0.8933213949203491
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,18,0.155511355958879,0.23223760501015733,0.00016074246684766313,0.23223760501015733,0.00016074246684766313,0.23207686254330967,0.23207686254330967,0.0022149072028696537,0.13527385890483856,0.9090027809143066
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,19,0.155490692704916,0.2322403039795715,0.00016344143626181862,0.2322403039795715,0.00016344143626181862,0.23207686254330967,0.23207686254330967,0.002231552032753825,0.13969628512859344,0.9177103638648987
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,20,0.1554950075224042,0.23223990972101716,0.0001630471777074871,0.23223990972101716,0.0001630471777074871,0.23207686254330967,0.23207686254330967,0.002249727491289377,0.1439966857433319,0.9263613224029541
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,21,0.15549237001687288,0.23224114185169142,0.00016427930838175397,0.23224114185169142,0.00016427930838175397,0.23207686254330967,0.23207686254330967,0.002266284776851535,0.14760597050189972,0.9390915036201477
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,22,0.15554736088961363,0.232242622780581,0.0001657602372713285,0.232242622780581,0.0001657602372713285,0.23207686254330967,0.23207686254330967,0.0022821887396275997,0.15142351388931274,0.9485569000244141
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,23,0.1555196912959218,0.23224522649238122,0.00016836394907154828,0.23224522649238122,0.00016836394907154828,0.23207686254330967,0.23207686254330967,0.002297710394486785,0.15487611293792725,0.9543496370315552
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,24,0.15556017868220806,0.2322496104397991,0.0001727478964894391,0.2322496104397991,0.0001727478964894391,0.23207686254330967,0.23207686254330967,0.0023123142309486866,0.15782834589481354,0.9546822309494019
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,25,0.15546315722167492,0.232249012898574,0.00017215035526432776,0.232249012898574,0.00017215035526432776,0.23207686254330967,0.23207686254330967,0.002325159264728427,0.1606600284576416,0.9603999853134155
blocked_temporal_70_30,blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,26,0.15546870697289705,0.23225474702208246,0.00017788447877278846,0.23225474702208246,0.00017788447877278846,0.23207686254330967,0.23207686254330967,0.002338631311431527,0.16358645260334015,0.9624596238136292
