validation_protocol,actual_validation_protocol,fold,seed,variant_name,control_type,epoch,train_loss,inner_val_pr_auc,inner_val_delta_vs_frozen_ar,true_inner_val_pr_auc,true_inner_val_delta_vs_frozen_ar,frozen_ar_inner_val_pr_auc,true_frozen_ar_inner_val_pr_auc,alpha,gate_mean,gate_p95
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,7,0.15341077465564013,0.2397192749115176,0.0002511948941134601,0.2397192749115176,0.0002511948941134601,0.23946808001740413,0.23946808001740413,0.0019025400979444385,0.17188195884227753,0.8679820895195007
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,8,0.15344494115561247,0.23971960548940316,0.00025152547199902564,0.23971960548940316,0.00025152547199902564,0.23946808001740413,0.23946808001740413,0.0019190119346603751,0.17533236742019653,0.8770440220832825
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,9,0.1534175891429186,0.2397200545334408,0.00025197451603667376,0.2397200545334408,0.00025197451603667376,0.23946808001740413,0.23946808001740413,0.0019353985553607345,0.18085497617721558,0.8910292387008667
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,10,0.15345862414687872,0.23971919788712556,0.0002511178697214289,0.23971919788712556,0.0002511178697214289,0.23946808001740413,0.23946808001740413,0.0019529486307874322,0.1852179914712906,0.9017586708068848
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,11,0.15343176014721394,0.23971940494372262,0.00025132492631849135,0.23971940494372262,0.00025132492631849135,0.23946808001740413,0.23946808001740413,0.0019702939316630363,0.18952174484729767,0.9114701151847839
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,12,0.15349366422742605,0.23972288562154387,0.0002548056041397351,0.23972288562154387,0.0002548056041397351,0.23946808001740413,0.23946808001740413,0.0019878437742590904,0.1934811919927597,0.920312762260437
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,13,0.15343125723302364,0.23972436145463527,0.0002562814372311373,0.23972436145463527,0.0002562814372311373,0.23946808001740413,0.23946808001740413,0.0020065961871296167,0.19955816864967346,0.9328111410140991
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,14,0.15341745130717754,0.23972578308085962,0.0002577030634554889,0.23972578308085962,0.0002577030634554889,0.23946808001740413,0.23946808001740413,0.002024068497121334,0.20378701388835907,0.939902663230896
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,15,0.15344129037111998,0.23972430055882366,0.0002562205414195218,0.23972430055882366,0.0002562205414195218,0.23946808001740413,0.23946808001740413,0.0020419328939169645,0.20815634727478027,0.947529673576355
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,16,0.15346198249608278,0.2397224371732975,0.0002543571558933644,0.2397224371732975,0.0002543571558933644,0.23946808001740413,0.23946808001740413,0.002058807061985135,0.21302475035190582,0.95488041639328
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,17,0.1535026514902711,0.23972172887916438,0.0002536488617602417,0.23972172887916438,0.0002536488617602417,0.23946808001740413,0.23946808001740413,0.0020756355952471495,0.21741832792758942,0.9608671069145203
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,18,0.15342559572309256,0.23972110781985728,0.0002530278024531485,0.23972110781985728,0.0002530278024531485,0.23946808001740413,0.23946808001740413,0.002091648057103157,0.22120767831802368,0.9652414321899414
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,19,0.15343383513391018,0.23971805621282452,0.0002499761954203872,0.23971805621282452,0.0002499761954203872,0.23946808001740413,0.23946808001740413,0.0021073136013001204,0.22567300498485565,0.970258891582489
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,20,0.15344635117799044,0.2397147978173536,0.0002467177999494752,0.2397147978173536,0.0002467177999494752,0.23946808001740413,0.23946808001740413,0.0021222156938165426,0.22896236181259155,0.9735803604125977
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,21,0.15342573542147875,0.2397129230943701,0.000244843076965956,0.2397129230943701,0.000244843076965956,0.23946808001740413,0.23946808001740413,0.0021373641211539507,0.23312820494174957,0.9773299694061279
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_residual,22,0.15348974615335464,0.2397158163187696,0.00024773630136545877,0.2397158163187696,0.00024773630136545877,0.23946808001740413,0.23946808001740413,0.002150515792891383,0.23601378500461578,0.9795979857444763
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,1,0.19094206672161818,0.10156163167151852,1.100051884905806e-05,0.23954787338161557,7.979336421143346e-05,0.10155063115266946,0.23946808001740413,0.0017863580724224448,0.023502035066485405,0.04890649765729904
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,2,0.19091356359422207,0.10155314769271202,2.5165400425603e-06,0.2396128775087545,0.00014479749135037912,0.10155063115266946,0.23946808001740413,0.001771068200469017,0.024305816739797592,0.056338049471378326
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,3,0.19098616763949394,0.10154931177621868,-1.3193764507868355e-06,0.23965119876829433,0.00018311875089019325,0.10155063115266946,0.23946808001740413,0.0017624663887545466,0.028073076158761978,0.08426910638809204
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,4,0.19092312268912792,0.10154517379130727,-5.457361362190549e-06,0.23967943461581742,0.00021135459841328808,0.10155063115266946,0.23946808001740413,0.001766616478562355,0.04148014262318611,0.17688383162021637
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,5,0.19094543252140284,0.1015448517228082,-5.779429861269003e-06,0.2396961769884488,0.0002280969710446723,0.10155063115266946,0.23946808001740413,0.0017841969383880496,0.07101839780807495,0.38274261355400085
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,6,0.1908978633582592,0.10154337474009092,-7.25641257853793e-06,0.2397036314282804,0.00023555141087627796,0.10155063115266946,0.23946808001740413,0.00180733238812536,0.10712069272994995,0.6222107410430908
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,7,0.19100243877619505,0.10154291074044025,-7.720412229211826e-06,0.23970709807606566,0.0002390180586615276,0.10155063115266946,0.23946808001740413,0.001826580846682191,0.12707917392253876,0.7342917323112488
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,8,0.1909227268770337,0.10154312339371671,-7.507758952751686e-06,0.23970737668120298,0.00023929666379884917,0.10155063115266946,0.23946808001740413,0.0018415695521980524,0.13764071464538574,0.7834858894348145
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_residual_permuted_inner_val_selection,9,0.1910153655335307,0.10154353906665486,-7.092086014598431e-06,0.23970801312636433,0.0002399331089601997,0.10155063115266946,0.23946808001740413,0.0018510486697778106,0.14200948178768158,0.7958146929740906
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,1,0.1912418957799673,0.0999625625192186,-2.662435846779998e-05,0.23954080610616996,7.27260887658232e-05,0.0999891868776864,0.23946808001740413,0.0017849833238869905,0.023488732054829597,0.048781897872686386
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,2,0.19117417745292187,0.09996424759651351,-2.4939281172892125e-05,0.23959297630067256,0.00012489628326842195,0.0999891868776864,0.23946808001740413,0.0017703351331874728,0.02378162182867527,0.051961593329906464
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,3,0.19122560694813728,0.09996776168011604,-2.1425197570368315e-05,0.23962971889004991,0.0001616388726457807,0.0999891868776864,0.23946808001740413,0.0017601520521566272,0.02533199079334736,0.06391271948814392
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,4,0.1912327678874135,0.09997080734236873,-1.8379535317677997e-05,0.23965190709351372,0.00018382707610958837,0.0999891868776864,0.23946808001740413,0.0017550800694152713,0.02927517145872116,0.09285923093557358
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,5,0.1911526806652546,0.0999764309327943,-1.2755944892098303e-05,0.23967918549183675,0.0002111054744326213,0.0999891868776864,0.23946808001740413,0.0017647043569013476,0.04422471299767494,0.19673870503902435
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,6,0.1912341946735978,0.09998046483981407,-8.722037872332944e-06,0.23969474215175635,0.00022666213435221239,0.0999891868776864,0.23946808001740413,0.0017887623980641365,0.07916264981031418,0.440716028213501
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_fixed_epoch_audit,7,0.19123312644660473,0.09998183029830242,-7.356579383985262e-06,0.23970332695919283,0.0002352469417886971,0.0999891868776864,0.23946808001740413,0.0018102595349773765,0.10771887749433517,0.631932258605957
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,1,0.15346449799835682,0.2396615328728589,0.0001934528554547732,0.2396615328728589,0.0001934528554547732,0.23946808001740413,0.23946808001740413,0.0017920274985954165,0.022876758128404617,0.05382268503308296
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,2,0.15346779767423868,0.23967074320844972,0.00020266319104558783,0.23967074320844972,0.00020266319104558783,0.23946808001740413,0.23946808001740413,0.0017980020493268967,0.0259733647108078,0.07770822942256927
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,3,0.15356560237705708,0.23967938956076176,0.00021130954335762953,0.23967938956076176,0.00021130954335762953,0.23946808001740413,0.23946808001740413,0.0018250782741233706,0.03444826230406761,0.11851968616247177
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,4,0.15347756259143353,0.2396904735297653,0.00022239351236116867,0.2396904735297653,0.00022239351236116867,0.23946808001740413,0.23946808001740413,0.0018599719041958451,0.0489356704056263,0.23141375184059143
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,5,0.15349694527685642,0.23969330538215516,0.0002252253647510305,0.23969330538215516,0.0002252253647510305,0.23946808001740413,0.23946808001740413,0.0018949591321870685,0.06456403434276581,0.39552637934684753
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,6,0.15346170496195555,0.23969590157357645,0.00022782155617231958,0.23969590157357645,0.00022782155617231958,0.23946808001740413,0.23946808001740413,0.001930534141138196,0.07983878254890442,0.566794753074646
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,7,0.15341223496943712,0.2396945709912432,0.0002264909738390608,0.2396945709912432,0.0002264909738390608,0.23946808001740413,0.23946808001740413,0.001959985587745905,0.09363661706447601,0.6830664873123169
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,8,0.15344332996755838,0.23969474144102376,0.0002266614236196285,0.23969474144102376,0.0002266614236196285,0.23946808001740413,0.23946808001740413,0.0019889003597199917,0.1063905730843544,0.7834593057632446
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,9,0.1534131746739149,0.23969685730885298,0.00022877729144885062,0.23969685730885298,0.00022877729144885062,0.23946808001740413,0.23946808001740413,0.002018354134634137,0.11645223945379257,0.8307478427886963
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,10,0.1534514483064413,0.23970328893962198,0.0002352089222178444,0.23970328893962198,0.0002352089222178444,0.23946808001740413,0.23946808001740413,0.0020438155625015497,0.12217802554368973,0.8485076427459717
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,11,0.15342220570892096,0.2397092891462536,0.00024120912884947887,0.2397092891462536,0.00024120912884947887,0.23946808001740413,0.23946808001740413,0.0020689580123871565,0.1273067742586136,0.8662288784980774
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,12,0.15348171070218086,0.2397127847390395,0.0002447047216353748,0.2397127847390395,0.0002447047216353748,0.23946808001740413,0.23946808001740413,0.0020918112713843584,0.13095833361148834,0.8842883706092834
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,13,0.153417045250535,0.23972126486336393,0.00025318484595979185,0.23972126486336393,0.00025318484595979185,0.23946808001740413,0.23946808001740413,0.002114721341058612,0.13527123630046844,0.9073261618614197
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,14,0.15340121649205685,0.2397191966379908,0.00025111662058666107,0.2397191966379908,0.00025111662058666107,0.23946808001740413,0.23946808001740413,0.002137202536687255,0.13952292501926422,0.9241792559623718
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,15,0.153423223644495,0.23972098236431558,0.0002529023469114433,0.23972098236431558,0.0002529023469114433,0.23946808001740413,0.23946808001740413,0.0021585198119282722,0.14274939894676208,0.9343878030776978
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,16,0.15344207175076008,0.23972155633368528,0.00025347631628114264,0.23972155633368528,0.00025347631628114264,0.23946808001740413,0.23946808001740413,0.0021785160060971975,0.14593009650707245,0.9454304575920105
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,17,0.1534807477146387,0.23972049859082736,0.0002524185734232298,0.23972049859082736,0.0002524185734232298,0.23946808001740413,0.23946808001740413,0.002199106616899371,0.1493203192949295,0.9514550566673279
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,18,0.15340214129537344,0.23972034897805383,0.0002522689606496986,0.23972034897805383,0.0002522689606496986,0.23946808001740413,0.23946808001740413,0.0022180734667927027,0.152529776096344,0.9572979807853699
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,19,0.15340840630233288,0.23971355337765876,0.00024547336025462774,0.23971355337765876,0.00024547336025462774,0.23946808001740413,0.23946808001740413,0.002236755331978202,0.15528468787670135,0.9622464776039124
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,20,0.15341919660568237,0.23972152730611038,0.00025344728870624333,0.23972152730611038,0.00025344728870624333,0.23946808001740413,0.23946808001740413,0.0022547852713614702,0.15811623632907867,0.9665434956550598
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,21,0.15339700412005186,0.23972353045337189,0.0002554504359677523,0.23972353045337189,0.0002554504359677523,0.23946808001740413,0.23946808001740413,0.002273032907396555,0.16179804503917694,0.9695093035697937
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,22,0.15345908142626286,0.23972951663807354,0.00026143662066940854,0.23972951663807354,0.00026143662066940854,0.23946808001740413,0.23946808001740413,0.0022887105587869883,0.16454467177391052,0.9717421531677246
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,23,0.15339603647589684,0.23972771264328172,0.0002596326258775816,0.23972771264328172,0.0002596326258775816,0.23946808001740413,0.23946808001740413,0.0023071186151355505,0.1678146868944168,0.9744101166725159
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,24,0.15336882323026657,0.23973045902699508,0.0002623790095909462,0.23973045902699508,0.0002623790095909462,0.23946808001740413,0.23946808001740413,0.002323092659935355,0.1699882298707962,0.976330041885376
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,25,0.15346917510032654,0.23973766623971282,0.00026958622230868756,0.23973766623971282,0.00026958622230868756,0.23946808001740413,0.23946808001740413,0.002338233171030879,0.17217107117176056,0.9803404211997986
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,26,0.15345837734639645,0.239733594638503,0.00026551462109886126,0.239733594638503,0.00026551462109886126,0.23946808001740413,0.23946808001740413,0.0023543909192085266,0.17457477748394012,0.981357991695404
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,27,0.15343063231557608,0.23975152149358375,0.0002834414761796189,0.23975152149358375,0.0002834414761796189,0.23946808001740413,0.23946808001740413,0.0023695179261267185,0.17678725719451904,0.9815430641174316
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,28,0.15348784439265728,0.23974703287972027,0.00027895286231613414,0.23974703287972027,0.00027895286231613414,0.23946808001740413,0.23946808001740413,0.002384490566328168,0.17899346351623535,0.9826717972755432
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,29,0.15338614489883184,0.2397462279904678,0.0002781479730636638,0.2397462279904678,0.0002781479730636638,0.23946808001740413,0.23946808001740413,0.0023992755450308323,0.18113034963607788,0.98350989818573
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,30,0.1533993138000369,0.23974184465832582,0.0002737646409216865,0.23974184465832582,0.0002737646409216865,0.23946808001740413,0.23946808001740413,0.0024136335123330355,0.18330228328704834,0.9837425351142883
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,31,0.15343217086046934,0.23974238566256553,0.000274305645161399,0.23974238566256553,0.000274305645161399,0.23946808001740413,0.23946808001740413,0.002428424311801791,0.18557539582252502,0.9840416312217712
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,32,0.15344614535570145,0.23973829274153396,0.00027021272412983133,0.23973829274153396,0.00027021272412983133,0.23946808001740413,0.23946808001740413,0.0024428321048617363,0.18773655593395233,0.9841156005859375
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,33,0.15338582172989845,0.23973990960183783,0.0002718295844336971,0.23973990960183783,0.0002718295844336971,0.23946808001740413,0.23946808001740413,0.0024568515364080667,0.1898820698261261,0.9849900007247925
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,34,0.15340786054730415,0.23973975922927754,0.0002716792118734046,0.23973975922927754,0.0002716792118734046,0.23946808001740413,0.23946808001740413,0.002470513805747032,0.1912498027086258,0.9852544665336609
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_pca_residual,35,0.15346921235322952,0.23973599501684192,0.0002679149994377905,0.23973599501684192,0.0002679149994377905,0.23946808001740413,0.23946808001740413,0.002484989818185568,0.1933533102273941,0.9856445789337158
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,1,0.1534644952043891,0.2396840930524589,0.00021601303505477953,0.2396840930524589,0.00021601303505477953,0.23946808001740413,0.23946808001740413,0.0017922337865456939,0.022461965680122375,0.04993408918380737
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,2,0.1534677715972066,0.23969697652369182,0.00022889650628768465,0.23969697652369182,0.00022889650628768465,0.23946808001740413,0.23946808001740413,0.0018007822800427675,0.026890970766544342,0.07895532250404358
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,3,0.15356546360999346,0.23970409906038165,0.00023601904297751441,0.23970409906038165,0.00023601904297751441,0.23946808001740413,0.23946808001740413,0.0018303379183635116,0.040249016135931015,0.16463421285152435
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,4,0.15347666945308447,0.2397057314332525,0.00023765141584836114,0.2397057314332525,0.00023765141584836114,0.23946808001740413,0.23946808001740413,0.0018672080477699637,0.06199554726481438,0.35290849208831787
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,5,0.15349440183490515,0.23972680655569162,0.0002587265382874848,0.23972680655569162,0.0002587265382874848,0.23946808001740413,0.23946808001740413,0.0019037247402593493,0.07929088175296783,0.5804733633995056
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,6,0.15345897804945707,0.23972395257623139,0.00025587255882725257,0.23972395257623139,0.00025587255882725257,0.23946808001740413,0.23946808001740413,0.0019360438454896212,0.09354851394891739,0.7547603249549866
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,7,0.15341075137257576,0.2397192177542138,0.00025113773680965346,0.2397192177542138,0.00025113773680965346,0.23946808001740413,0.23946808001740413,0.001957991858944297,0.10268670320510864,0.8348767161369324
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,8,0.15344403963536024,0.2397203146355371,0.0002522346181329793,0.2397203146355371,0.0002522346181329793,0.23946808001740413,0.23946808001740413,0.001978692365810275,0.10955770313739777,0.8801913261413574
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,9,0.15341606736183167,0.23972865491195364,0.00026057489454950344,0.23972865491195364,0.00026057489454950344,0.23946808001740413,0.23946808001740413,0.0020012834575027227,0.11655082553625107,0.9083694219589233
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,10,0.15345612727105618,0.23972849468747273,0.0002604146700685983,0.23972849468747273,0.0002604146700685983,0.23946808001740413,0.23946808001740413,0.0020218018908053637,0.12333686649799347,0.9155651330947876
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,11,0.15342814195901155,0.23972188573957118,0.0002538057221670442,0.23972188573957118,0.0002538057221670442,0.23946808001740413,0.23946808001740413,0.002043510554358363,0.13168245553970337,0.9209825992584229
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,12,0.15348848141729832,0.23972744103951005,0.00025936102210591394,0.23972744103951005,0.00025936102210591394,0.23946808001740413,0.23946808001740413,0.002065036678686738,0.1400091052055359,0.9232786297798157
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,13,0.15342444833368063,0.23972496567470902,0.00025688565730488944,0.23972496567470902,0.00025688565730488944,0.23946808001740413,0.23946808001740413,0.002087168162688613,0.149129718542099,0.9264655113220215
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,14,0.15340923517942429,0.2397268738725224,0.00025879385511826114,0.2397268738725224,0.00025879385511826114,0.23946808001740413,0.23946808001740413,0.0021099206060171127,0.15744882822036743,0.9365719556808472
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,15,0.15343130752444267,0.2397266537417848,0.0002585737243806785,0.2397266537417848,0.0002585737243806785,0.23946808001740413,0.23946808001740413,0.0021299286745488644,0.16476885974407196,0.9399972558021545
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,16,0.1534499181434512,0.23973200555245727,0.00026392553505313887,0.23973200555245727,0.00026392553505313887,0.23946808001740413,0.23946808001740413,0.002151938620954752,0.17315013706684113,0.9518679976463318
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,17,0.1534881293773651,0.23974494200768048,0.0002768619902763503,0.23974494200768048,0.0002768619902763503,0.23946808001740413,0.23946808001740413,0.0021727520506829023,0.1796708106994629,0.9565057158470154
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,18,0.15340928360819817,0.23975172891833652,0.0002836489009323817,0.23975172891833652,0.0002836489009323817,0.23946808001740413,0.23946808001740413,0.002192538231611252,0.18609315156936646,0.9602132439613342
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,19,0.1534154051914811,0.23975841502060452,0.0002903350032003871,0.23975841502060452,0.0002903350032003871,0.23946808001740413,0.23946808001740413,0.0022127244155853987,0.19257868826389313,0.964885950088501
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,20,0.15342602226883173,0.23975268016346,0.0002846001460558578,0.23975268016346,0.0002846001460558578,0.23946808001740413,0.23946808001740413,0.002232406986877322,0.19865436851978302,0.9684175848960876
blocked_temporal_70_30,blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,full_video_video_mean_pca_residual_oracle_warning,21,0.153403558768332,0.2397657380931698,0.0002976580757656777,0.2397657380931698,0.0002976580757656777,0.23946808001740413,0.23946808001740413,0.0022516101598739624,0.20509320497512817,0.9724424481391907
