target_name,target_type,seed,real_pr_auc,frozen_ar_only_pr_auc,real_minus_frozen_ar_only_pr_auc,shuffled_pca_residual_pr_auc,real_minus_shuffled_pca_residual_pr_auc,random_pca_residual_pr_auc,real_minus_random_pca_residual_pr_auc,label_permutation_residual_pr_auc,real_minus_label_permutation_residual_pr_auc,train_only_video_mean_residual_pr_auc,real_minus_train_only_video_mean_residual_pr_auc,real_top_5pct_lift,real_spearman,frozen_ar_only_top_5pct_lift,real_minus_frozen_ar_only_top_5pct_lift,real_minus_frozen_ar_only_spearman,shuffled_pca_residual_top_5pct_lift,real_minus_shuffled_pca_residual_top_5pct_lift,real_minus_shuffled_pca_residual_spearman,random_pca_residual_top_5pct_lift,real_minus_random_pca_residual_top_5pct_lift,real_minus_random_pca_residual_spearman,label_permutation_residual_top_5pct_lift,real_minus_label_permutation_residual_top_5pct_lift,real_minus_label_permutation_residual_spearman,train_only_video_mean_residual_top_5pct_lift,real_minus_train_only_video_mean_residual_top_5pct_lift,real_minus_train_only_video_mean_residual_spearman
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,0.2637937637292132,0.2636910906732166,0.00010267305599659382,0.2636910906732166,0.00010267305599659382,0.2636980468420659,9.571688714732351e-05,0.2636910906732166,0.00010267305599659382,0.2638068504124327,-1.308668321947648e-05,,,,,,,,,,,,,,,,,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,0.2687248927736201,0.268556795044912,0.00016809772870812756,0.2686381164422631,8.677633135700802e-05,0.2686321697642606,9.272300935952993e-05,0.268556795044912,0.00016809772870812756,0.2686271769080306,9.77158655894872e-05,,,,,,,,,,,,,,,,,
future_arousal_max_delta_rows_4_10_train_q90,binary,20260627,0.2665891668014855,0.2663955457004872,0.000193621100998298,0.2665043889824023,8.47778190831705e-05,0.2665028033886986,8.636341278689397e-05,0.2665119526957227,7.721410576277954e-05,0.2667166970418019,-0.00012753024031642024,,,,,,,,,,,,,,,,,
residual_future_max_delta_rows_4_10,continuous,20260625,,,,,,,,,,,,0.072385755367577,0.052388070292046,0.0825402112677693,-0.010154455900192288,-0.002563101597618002,0.071624387986958,0.0007613673806190074,0.0259938786203333,0.070576530881226,0.0018092244863510132,0.0251066015885944,0.0800241427496075,-0.007638387382030487,0.0143744458332761,0.0822810577228665,-0.009895302355289487,0.00017745011148870282
residual_future_max_delta_rows_4_10,continuous,20260626,,,,,,,,,,,,0.0800746576860547,0.0593256465792979,0.0836732136085629,-0.003598555922508198,0.0007706644840996951,0.0719006778672337,0.008173979818821009,0.027874689419437194,0.0708439918234944,0.0092306658625603,0.029899178841616796,0.0808550687506794,-0.0007804110646246892,0.0036178041602115962,0.0843822481110692,-0.004307590425014496,0.004357160820195799
residual_future_max_delta_rows_4_10,continuous,20260627,,,,,,,,,,,,0.0816863300278782,0.0614370652793226,0.0850404845550656,-0.003354154527187403,-0.0013023064476791954,0.0790568785741925,0.002629451453685705,0.021279345546972597,0.0760875092819333,0.005598820745944907,0.0235004424742786,0.0806743996217846,0.0010119304060935974,0.011635161374579997,0.0850404845550656,-0.003354154527187403,-0.0013023064476791954
