target_name,target_type,seed,best_epoch,inner_val_selection_policy,training_label_policy,heldout_scoring_policy,best_inner_val_delta_vs_frozen_ar
future_arousal_max_delta_rows_4_10_train_q90,binary,20260625,0.0,permuted_inner_val_labels_targets,permuted_train_labels_targets,true_heldout_labels_targets,0.0
future_arousal_max_delta_rows_4_10_train_q90,binary,20260626,0.0,permuted_inner_val_labels_targets,permuted_train_labels_targets,true_heldout_labels_targets,0.0
future_arousal_max_delta_rows_4_10_train_q90,binary,20260627,13.0,permuted_inner_val_labels_targets,permuted_train_labels_targets,true_heldout_labels_targets,5.446921982940611e-06
residual_future_max_delta_rows_4_10,continuous,20260625,5.0,permuted_inner_val_labels_targets,permuted_train_labels_targets,true_heldout_labels_targets,0.0022089025005698204
residual_future_max_delta_rows_4_10,continuous,20260626,9.0,permuted_inner_val_labels_targets,permuted_train_labels_targets,true_heldout_labels_targets,0.0004253038205206394
residual_future_max_delta_rows_4_10,continuous,20260627,20.0,permuted_inner_val_labels_targets,permuted_train_labels_targets,true_heldout_labels_targets,0.004176463931798935
