seed,fixed_50_50_blend,frozen_ar_only,original_real_residual,trial4_real_residual,ensemble_minus_original,ensemble_minus_trial4,ensemble_minus_ar,ensemble_minus_stronger_component
20260640,0.2675374402682792,0.2596735782194371,0.2668157817667033,0.2678718702262677,0.0007216585015759058,-0.0003344299579884913,0.007863862048842096,-0.0003344299579884913
20260641,0.26944257175420955,0.26142954785920336,0.2689890578646626,0.26929576083093976,0.0004535138895469526,0.00014681092326979117,0.008013023895006188,0.00014681092326979117
20260642,0.26369102518100246,0.26110801393487976,0.2634108573683648,0.2632506259243577,0.0002801678126376772,0.0004403992566447412,0.0025830112461227017,0.0004403992566447412
20260643,0.2585617794407195,0.2525810920244039,0.2582179356822285,0.258572527324785,0.00034384375849100257,-1.0747884065465119e-05,0.005980687416315633,-1.0747884065465119e-05
20260644,0.2685362078232051,0.2592731384666774,0.2665343161810161,0.2679655089513295,0.002001891642189002,0.0005706988718756079,0.009263069356527709,0.0005706988718756079
