target_name,validation_protocol,pca_width,model_lane,mean_pr_auc
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,64,PCA_plus_temporal_diagnostics,0.12315049732527757
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,64,quality_motion_luma_only_control,0.10377518029461327
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,64,random_matched_PCA_control,0.10857156432982468
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,64,residualized_AR_plus_PCA,0.25851804693373703
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,64,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.23832381271620115
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,64,shuffled_PCA_control,0.1085310233529927
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,64,shuffled_temporal_diagnostics_control,0.10546915549363128
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,64,timestamp_video_time_only_control,0.10565966814498567
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,AR_only,0.26193773027780903
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,AR_plus_PCA,0.25318050355138655
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,AR_plus_PCA_plus_temporal_diagnostics,0.23599572423640003
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,AR_plus_quality_motion_luma_control,0.24884582991796253
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,AR_plus_random_matched_PCA_control,0.2567937139943989
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,AR_plus_shuffled_PCA_control,0.2581698278299217
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,AR_plus_timestamp_video_time_control,0.2556829978095883
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,PCA_only,0.1246584118263847
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,PCA_plus_temporal_diagnostics,0.12646394182226772
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,quality_motion_luma_only_control,0.10377518029461327
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,random_matched_PCA_control,0.10958884565077992
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,residualized_AR_plus_PCA,0.2529538831430412
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.23521459491927546
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,shuffled_PCA_control,0.10901903317471129
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,shuffled_temporal_diagnostics_control,0.10546915549363128
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,128,timestamp_video_time_only_control,0.10565966814498567
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,AR_only,0.26193773027780903
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,AR_plus_PCA,0.22731411848298597
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,AR_plus_PCA_plus_temporal_diagnostics,0.22152091898904247
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,AR_plus_quality_motion_luma_control,0.24884582991796253
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,AR_plus_random_matched_PCA_control,0.2527534459591329
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,AR_plus_shuffled_PCA_control,0.25571019717680926
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,AR_plus_timestamp_video_time_control,0.2556829978095883
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,PCA_only,0.12761684426740366
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,PCA_plus_temporal_diagnostics,0.12754519889199825
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,quality_motion_luma_only_control,0.10377518029461327
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,random_matched_PCA_control,0.10864420427626703
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,residualized_AR_plus_PCA,0.22825034212635345
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.22161047529741257
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,shuffled_PCA_control,0.10852607704658587
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,shuffled_temporal_diagnostics_control,0.10546915549363128
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,192,timestamp_video_time_only_control,0.10565966814498567
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,AR_only,0.26193773027780903
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,AR_plus_PCA,0.2063395878529094
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,AR_plus_PCA_plus_temporal_diagnostics,0.20695854529547736
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,AR_plus_quality_motion_luma_control,0.24884582991796253
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,AR_plus_random_matched_PCA_control,0.24887242626113495
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,AR_plus_shuffled_PCA_control,0.24470838636585104
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,AR_plus_timestamp_video_time_control,0.2556829978095883
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,PCA_only,0.1252567443806939
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,PCA_plus_temporal_diagnostics,0.1267456924559298
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,quality_motion_luma_only_control,0.10377518029461327
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,random_matched_PCA_control,0.10873102067624013
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,residualized_AR_plus_PCA,0.20939123039706042
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.21047074420565415
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,shuffled_PCA_control,0.1089114717553222
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,shuffled_temporal_diagnostics_control,0.10546915549363128
arousal_delta_p2rows_train_q90,blocked_temporal_70_30,256,timestamp_video_time_only_control,0.10565966814498567
arousal_delta_p2rows_train_q90,grouped_video,64,AR_only,0.20841173733029833
arousal_delta_p2rows_train_q90,grouped_video,64,AR_plus_PCA,0.2076561392149638
arousal_delta_p2rows_train_q90,grouped_video,64,AR_plus_PCA_plus_temporal_diagnostics,0.2048208183519157
arousal_delta_p2rows_train_q90,grouped_video,64,AR_plus_quality_motion_luma_control,0.2064898881238031
arousal_delta_p2rows_train_q90,grouped_video,64,AR_plus_random_matched_PCA_control,0.20684999873214296
arousal_delta_p2rows_train_q90,grouped_video,64,AR_plus_shuffled_PCA_control,0.2071154791142177
arousal_delta_p2rows_train_q90,grouped_video,64,AR_plus_timestamp_video_time_control,0.2103063201160383
arousal_delta_p2rows_train_q90,grouped_video,64,PCA_only,0.12166061079846549
arousal_delta_p2rows_train_q90,grouped_video,64,PCA_plus_temporal_diagnostics,0.12558836070255278
arousal_delta_p2rows_train_q90,grouped_video,64,quality_motion_luma_only_control,0.10362370382450778
arousal_delta_p2rows_train_q90,grouped_video,64,random_matched_PCA_control,0.10049365088214339
arousal_delta_p2rows_train_q90,grouped_video,64,residualized_AR_plus_PCA,0.20749845422968458
arousal_delta_p2rows_train_q90,grouped_video,64,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.20483215103086833
arousal_delta_p2rows_train_q90,grouped_video,64,shuffled_PCA_control,0.10145918662245335
arousal_delta_p2rows_train_q90,grouped_video,64,shuffled_temporal_diagnostics_control,0.09904337994481545
arousal_delta_p2rows_train_q90,grouped_video,64,timestamp_video_time_only_control,0.10385496715389882
arousal_delta_p2rows_train_q90,grouped_video,128,AR_only,0.20841173733029833
arousal_delta_p2rows_train_q90,grouped_video,128,AR_plus_PCA,0.2063477480807363
arousal_delta_p2rows_train_q90,grouped_video,128,AR_plus_PCA_plus_temporal_diagnostics,0.20367807360188167
arousal_delta_p2rows_train_q90,grouped_video,128,AR_plus_quality_motion_luma_control,0.2064898881238031
arousal_delta_p2rows_train_q90,grouped_video,128,AR_plus_random_matched_PCA_control,0.20519851144264586
arousal_delta_p2rows_train_q90,grouped_video,128,AR_plus_shuffled_PCA_control,0.2054353294677424
arousal_delta_p2rows_train_q90,grouped_video,128,AR_plus_timestamp_video_time_control,0.2103063201160383
arousal_delta_p2rows_train_q90,grouped_video,128,PCA_only,0.12440562124743515
arousal_delta_p2rows_train_q90,grouped_video,128,PCA_plus_temporal_diagnostics,0.12756604581924733
arousal_delta_p2rows_train_q90,grouped_video,128,quality_motion_luma_only_control,0.10362370382450778
arousal_delta_p2rows_train_q90,grouped_video,128,random_matched_PCA_control,0.10119019055093284
arousal_delta_p2rows_train_q90,grouped_video,128,residualized_AR_plus_PCA,0.20634007606648144
arousal_delta_p2rows_train_q90,grouped_video,128,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.20468665500186076
arousal_delta_p2rows_train_q90,grouped_video,128,shuffled_PCA_control,0.10130061708364577
arousal_delta_p2rows_train_q90,grouped_video,128,shuffled_temporal_diagnostics_control,0.09904337994481545
arousal_delta_p2rows_train_q90,grouped_video,128,timestamp_video_time_only_control,0.10385496715389882
arousal_delta_p2rows_train_q90,grouped_video,192,AR_only,0.20841173733029833
arousal_delta_p2rows_train_q90,grouped_video,192,AR_plus_PCA,0.20362194692875218
arousal_delta_p2rows_train_q90,grouped_video,192,AR_plus_PCA_plus_temporal_diagnostics,0.20176084092030155
arousal_delta_p2rows_train_q90,grouped_video,192,AR_plus_quality_motion_luma_control,0.2064898881238031
arousal_delta_p2rows_train_q90,grouped_video,192,AR_plus_random_matched_PCA_control,0.20380399913016167
arousal_delta_p2rows_train_q90,grouped_video,192,AR_plus_shuffled_PCA_control,0.2036241654510491
arousal_delta_p2rows_train_q90,grouped_video,192,AR_plus_timestamp_video_time_control,0.2103063201160383
arousal_delta_p2rows_train_q90,grouped_video,192,PCA_only,0.12798965222409509
arousal_delta_p2rows_train_q90,grouped_video,192,PCA_plus_temporal_diagnostics,0.1304416036765451
arousal_delta_p2rows_train_q90,grouped_video,192,quality_motion_luma_only_control,0.10362370382450778
arousal_delta_p2rows_train_q90,grouped_video,192,random_matched_PCA_control,0.10131198518877249
arousal_delta_p2rows_train_q90,grouped_video,192,residualized_AR_plus_PCA,0.2045738269308676
arousal_delta_p2rows_train_q90,grouped_video,192,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.2035348904276523
arousal_delta_p2rows_train_q90,grouped_video,192,shuffled_PCA_control,0.10141792805028874
arousal_delta_p2rows_train_q90,grouped_video,192,shuffled_temporal_diagnostics_control,0.09904337994481545
arousal_delta_p2rows_train_q90,grouped_video,192,timestamp_video_time_only_control,0.10385496715389882
arousal_delta_p2rows_train_q90,grouped_video,256,AR_only,0.20841173733029833
arousal_delta_p2rows_train_q90,grouped_video,256,AR_plus_PCA,0.20245437495480084
arousal_delta_p2rows_train_q90,grouped_video,256,AR_plus_PCA_plus_temporal_diagnostics,0.2011075552681465
arousal_delta_p2rows_train_q90,grouped_video,256,AR_plus_quality_motion_luma_control,0.2064898881238031
arousal_delta_p2rows_train_q90,grouped_video,256,AR_plus_random_matched_PCA_control,0.20215744796656115
arousal_delta_p2rows_train_q90,grouped_video,256,AR_plus_shuffled_PCA_control,0.2018958636358797
arousal_delta_p2rows_train_q90,grouped_video,256,AR_plus_timestamp_video_time_control,0.2103063201160383
arousal_delta_p2rows_train_q90,grouped_video,256,PCA_only,0.1306316382756077
arousal_delta_p2rows_train_q90,grouped_video,256,PCA_plus_temporal_diagnostics,0.13248381430352316
arousal_delta_p2rows_train_q90,grouped_video,256,quality_motion_luma_only_control,0.10362370382450778
arousal_delta_p2rows_train_q90,grouped_video,256,random_matched_PCA_control,0.10116235284422821
arousal_delta_p2rows_train_q90,grouped_video,256,residualized_AR_plus_PCA,0.20373609951358823
arousal_delta_p2rows_train_q90,grouped_video,256,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.20291390863251837
arousal_delta_p2rows_train_q90,grouped_video,256,shuffled_PCA_control,0.10117343470696456
arousal_delta_p2rows_train_q90,grouped_video,256,shuffled_temporal_diagnostics_control,0.09904337994481545
arousal_delta_p2rows_train_q90,grouped_video,256,timestamp_video_time_only_control,0.10385496715389882
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,64,AR_only,0.203620643631619
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,64,AR_plus_PCA,0.2017473097696232
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,64,AR_plus_PCA_plus_temporal_diagnostics,0.1861478431310269
