target_name,validation_protocol,feature_family,model_lane,mean_pr_auc
arousal_delta_p2rows_train_q90,grouped_video,temporal_then_pca,AR_plus_quality_motion_luma_control,0.2064898881238031
arousal_delta_p2rows_train_q90,grouped_video,temporal_then_pca,AR_plus_random_matched_PCA_control,0.20681267950683138
arousal_delta_p2rows_train_q90,grouped_video,temporal_then_pca,AR_plus_shuffled_PCA_control,0.20681873112708837
arousal_delta_p2rows_train_q90,grouped_video,temporal_then_pca,AR_plus_timestamp_video_time_control,0.2103063201160383
arousal_delta_p2rows_train_q90,grouped_video,temporal_then_pca,PCA_only,0.1306316382756077
arousal_delta_p2rows_train_q90,grouped_video,temporal_then_pca,PCA_plus_temporal_diagnostics,0.13248381430352316
arousal_delta_p2rows_train_q90,grouped_video,temporal_then_pca,quality_motion_luma_only_control,0.10362370382450778
arousal_delta_p2rows_train_q90,grouped_video,temporal_then_pca,random_matched_PCA_control,0.10063824685190315
arousal_delta_p2rows_train_q90,grouped_video,temporal_then_pca,residualized_AR_plus_PCA,0.20411074875576934
arousal_delta_p2rows_train_q90,grouped_video,temporal_then_pca,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.20409658455880816
arousal_delta_p2rows_train_q90,grouped_video,temporal_then_pca,shuffled_PCA_control,0.10130061708364577
arousal_delta_p2rows_train_q90,grouped_video,temporal_then_pca,shuffled_temporal_diagnostics_control,0.09904337994481545
arousal_delta_p2rows_train_q90,grouped_video,temporal_then_pca,timestamp_video_time_only_control,0.10385496715389882
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,AR_only,0.203620643631619
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,AR_plus_PCA,0.1853782836117101
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,AR_plus_PCA_plus_temporal_diagnostics,0.1817337400532506
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,AR_plus_quality_motion_luma_control,0.1917560823873876
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,AR_plus_random_matched_PCA_control,0.2016153513448594
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,AR_plus_shuffled_PCA_control,0.2015439096028625
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,AR_plus_timestamp_video_time_control,0.1919139863487617
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,PCA_only,0.1330847193193876
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,PCA_plus_temporal_diagnostics,0.1357952694018366
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,quality_motion_luma_only_control,0.1066753801923976
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,random_matched_PCA_control,0.1112202187308863
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,residualized_AR_plus_PCA,0.1862390590776406
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.18283434608202
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,shuffled_PCA_control,0.1126107587664757
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,shuffled_temporal_diagnostics_control,0.1110769049554049
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,current,timestamp_video_time_only_control,0.1114112827192131
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,AR_only,0.203620643631619
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,AR_plus_PCA,0.2017473097696232
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,AR_plus_PCA_plus_temporal_diagnostics,0.1861478431310269
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,AR_plus_quality_motion_luma_control,0.1917560823873876
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,AR_plus_random_matched_PCA_control,0.201294578348542
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,AR_plus_shuffled_PCA_control,0.2027479973991416
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,AR_plus_timestamp_video_time_control,0.1919139863487617
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,PCA_only,0.1155900730799197
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,PCA_plus_temporal_diagnostics,0.1154476699819379
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,quality_motion_luma_only_control,0.1066753801923976
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,random_matched_PCA_control,0.111722850620854
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,residualized_AR_plus_PCA,0.2019820305249567
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.1868337713559877
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,shuffled_PCA_control,0.1129128564742411
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,shuffled_temporal_diagnostics_control,0.1110769049554049
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,delta,timestamp_video_time_only_control,0.1114112827192131
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,AR_only,0.203620643631619
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,AR_plus_PCA,0.1984928475799208
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,AR_plus_PCA_plus_temporal_diagnostics,0.1851578098049734
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,AR_plus_quality_motion_luma_control,0.1917560823873876
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,AR_plus_random_matched_PCA_control,0.202897993767591
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,AR_plus_shuffled_PCA_control,0.2031964595489903
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,AR_plus_timestamp_video_time_control,0.1919139863487617
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,PCA_only,0.1355166982791961
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,PCA_plus_temporal_diagnostics,0.1375605894855416
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,quality_motion_luma_only_control,0.1066753801923976
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,random_matched_PCA_control,0.1143039993286371
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,residualized_AR_plus_PCA,0.198687009198099
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.1868970328314355
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,shuffled_PCA_control,0.1137050020332862
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,shuffled_temporal_diagnostics_control,0.1110769049554049
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,pca_then_temporal,timestamp_video_time_only_control,0.1114112827192131
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,AR_only,0.203620643631619
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,AR_plus_PCA,0.1830328447350163
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,AR_plus_PCA_plus_temporal_diagnostics,0.1844782676335368
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,AR_plus_quality_motion_luma_control,0.1917560823873876
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,AR_plus_random_matched_PCA_control,0.2020910858036817
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,AR_plus_shuffled_PCA_control,0.2021745673279107
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,AR_plus_timestamp_video_time_control,0.1919139863487617
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,PCA_only,0.135899290282432
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,PCA_plus_temporal_diagnostics,0.1373185788465107
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,quality_motion_luma_only_control,0.1066753801923976
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,random_matched_PCA_control,0.1134897809504538
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,residualized_AR_plus_PCA,0.1837605393611018
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.1851823081444737
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,shuffled_PCA_control,0.1128961170576536
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,shuffled_temporal_diagnostics_control,0.1110769049554049
arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,temporal_then_pca,timestamp_video_time_only_control,0.1114112827192131
arousal_spike_rows_2_6_train_q90,grouped_video,current,AR_only,0.1472519450066696
arousal_spike_rows_2_6_train_q90,grouped_video,current,AR_plus_PCA,0.16424274098659006
arousal_spike_rows_2_6_train_q90,grouped_video,current,AR_plus_PCA_plus_temporal_diagnostics,0.1682704734832264
arousal_spike_rows_2_6_train_q90,grouped_video,current,AR_plus_quality_motion_luma_control,0.14975824568393054
arousal_spike_rows_2_6_train_q90,grouped_video,current,AR_plus_random_matched_PCA_control,0.15301536027288182
arousal_spike_rows_2_6_train_q90,grouped_video,current,AR_plus_shuffled_PCA_control,0.15271891897827888
arousal_spike_rows_2_6_train_q90,grouped_video,current,AR_plus_timestamp_video_time_control,0.1588794921065702
arousal_spike_rows_2_6_train_q90,grouped_video,current,PCA_only,0.12769520001554
arousal_spike_rows_2_6_train_q90,grouped_video,current,PCA_plus_temporal_diagnostics,0.13333972514413356
arousal_spike_rows_2_6_train_q90,grouped_video,current,quality_motion_luma_only_control,0.10287241245660975
arousal_spike_rows_2_6_train_q90,grouped_video,current,random_matched_PCA_control,0.10114584603880605
arousal_spike_rows_2_6_train_q90,grouped_video,current,residualized_AR_plus_PCA,0.153324545362159
arousal_spike_rows_2_6_train_q90,grouped_video,current,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.15677288179180615
arousal_spike_rows_2_6_train_q90,grouped_video,current,shuffled_PCA_control,0.09993384358615992
arousal_spike_rows_2_6_train_q90,grouped_video,current,shuffled_temporal_diagnostics_control,0.10016332930185556
arousal_spike_rows_2_6_train_q90,grouped_video,current,timestamp_video_time_only_control,0.10297345767690629
arousal_spike_rows_2_6_train_q90,grouped_video,delta,AR_only,0.1472519450066696
arousal_spike_rows_2_6_train_q90,grouped_video,delta,AR_plus_PCA,0.15400496190157237
arousal_spike_rows_2_6_train_q90,grouped_video,delta,AR_plus_PCA_plus_temporal_diagnostics,0.15362813199926253
arousal_spike_rows_2_6_train_q90,grouped_video,delta,AR_plus_quality_motion_luma_control,0.14975824568393054
arousal_spike_rows_2_6_train_q90,grouped_video,delta,AR_plus_random_matched_PCA_control,0.15349185869600646
arousal_spike_rows_2_6_train_q90,grouped_video,delta,AR_plus_shuffled_PCA_control,0.15257325629988333
arousal_spike_rows_2_6_train_q90,grouped_video,delta,AR_plus_timestamp_video_time_control,0.1588794921065702
arousal_spike_rows_2_6_train_q90,grouped_video,delta,PCA_only,0.11891294624745011
arousal_spike_rows_2_6_train_q90,grouped_video,delta,PCA_plus_temporal_diagnostics,0.11956909022260147
arousal_spike_rows_2_6_train_q90,grouped_video,delta,quality_motion_luma_only_control,0.10287241245660975
arousal_spike_rows_2_6_train_q90,grouped_video,delta,random_matched_PCA_control,0.10122073643929093
arousal_spike_rows_2_6_train_q90,grouped_video,delta,residualized_AR_plus_PCA,0.14573913068869593
arousal_spike_rows_2_6_train_q90,grouped_video,delta,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.14477183302567231
arousal_spike_rows_2_6_train_q90,grouped_video,delta,shuffled_PCA_control,0.10154180795374361
arousal_spike_rows_2_6_train_q90,grouped_video,delta,shuffled_temporal_diagnostics_control,0.10016332930185556
arousal_spike_rows_2_6_train_q90,grouped_video,delta,timestamp_video_time_only_control,0.10297345767690629
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,AR_only,0.1472519450066696
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,AR_plus_PCA,0.16956001432754353
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,AR_plus_PCA_plus_temporal_diagnostics,0.1706557173362741
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,AR_plus_quality_motion_luma_control,0.14975824568393054
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,AR_plus_random_matched_PCA_control,0.15353937152290867
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,AR_plus_shuffled_PCA_control,0.15394603268906715
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,AR_plus_timestamp_video_time_control,0.1588794921065702
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,PCA_only,0.13561939782770807
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,PCA_plus_temporal_diagnostics,0.13843250953405292
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,quality_motion_luma_only_control,0.10287241245660975
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,random_matched_PCA_control,0.10192671515342244
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,residualized_AR_plus_PCA,0.1565411296977205
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.15782518399572595
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,shuffled_PCA_control,0.1014774858275335
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,shuffled_temporal_diagnostics_control,0.10016332930185556
arousal_spike_rows_2_6_train_q90,grouped_video,pca_then_temporal,timestamp_video_time_only_control,0.10297345767690629
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,AR_only,0.1472519450066696
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,AR_plus_PCA,0.16996771430019691
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,AR_plus_PCA_plus_temporal_diagnostics,0.1716477401611756
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,AR_plus_quality_motion_luma_control,0.14975824568393054
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,AR_plus_random_matched_PCA_control,0.1492039148375224
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,AR_plus_shuffled_PCA_control,0.15153055108584707
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,AR_plus_timestamp_video_time_control,0.1588794921065702
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,PCA_only,0.1355283342965075
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,PCA_plus_temporal_diagnostics,0.13793738153712537
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,quality_motion_luma_only_control,0.10287241245660975
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,random_matched_PCA_control,0.10086776308312848
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,residualized_AR_plus_PCA,0.15744167468217743
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,residualized_AR_plus_PCA_plus_temporal_diagnostics,0.1589168031060916
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,shuffled_PCA_control,0.10209227470976354
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,shuffled_temporal_diagnostics_control,0.10016332930185556
arousal_spike_rows_2_6_train_q90,grouped_video,temporal_then_pca,timestamp_video_time_only_control,0.10297345767690629
