benchmark_mode,representation_name,feature_name,split,target,threshold,task_type,canonical_prediction_key,lane,is_control,train_rows,test_rows,train_videos,test_videos,computed_fresh,ridge_only,f1,balanced_accuracy,precision,recall,accuracy,tp,fp,fn,tn,decision_threshold,pr_auc,positive_class_rate,event_count,top_1pct_recall,top_5pct_recall,top_10pct_recall,top_event_count_recall
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,blocked,arousal__future_change_p3s_movement,0.05,binary,time_ridge,time_ridge,True,5989,2708,124,123,True,True,0.3957345971563981,0.5,0.2466765140324963,1.0,0.2466765140324963,668.0,2040.0,0.0,0.0,0.20298485423084484,0.2733323878962203,0.2466765140324963,668.0,0.01347305389221557,0.06736526946107785,0.13622754491017963,0.2619760479041916
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,blocked,arousal__future_change_p3s_movement,0.05,binary,shuffled_PCA128,shuffled_PCA128,True,5989,2708,124,123,True,True,0.3734290843806104,0.4977999882587766,0.24563060935285783,0.7784431137724551,0.35561299852289513,520.0,1597.0,148.0,443.0,0.20097383655144757,0.2448414404178682,0.2466765140324963,668.0,0.008982035928143712,0.05089820359281437,0.10029940119760479,0.2440119760479042
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,blocked,arousal__future_change_p3s_movement,0.05,binary,random_gaussian_PCA128,random_gaussian_PCA128,True,5989,2708,124,123,True,True,0.370257966616085,0.5025243630386287,0.24796747967479674,0.7305389221556886,0.3870014771048744,488.0,1480.0,180.0,560.0,0.22400752420101333,0.2622674821152359,0.2466765140324963,668.0,0.010479041916167664,0.06287425149700598,0.12125748502994012,0.26497005988023953
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,blocked,arousal__future_change_p3s_movement,0.05,binary,autoregressive_plus_shuffled_PCA128,AR_plus_shuffled_PCA128,True,5989,2708,124,123,True,True,0.07072135785007072,0.5152812023012798,0.6410256410256411,0.0374251497005988,0.7573855243722304,25.0,14.0,643.0,2026.0,0.24660343079255626,0.3153735283487771,0.2466765140324963,668.0,0.025449101796407185,0.08832335329341318,0.15718562874251496,0.28892215568862273
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,blocked,arousal__future_change_p3s_movement,0.05,binary,autoregressive_plus_random_gaussian_PCA128,AR_plus_random_PCA128,True,5989,2708,124,123,True,True,0.07323943661971831,0.5155395092168604,0.6190476190476191,0.038922155688622756,0.7570162481536189,26.0,16.0,642.0,2024.0,0.2564929645618171,0.3142332828288892,0.2466765140324963,668.0,0.02694610778443114,0.10029940119760479,0.15119760479041916,0.28592814371257486
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,blocked,arousal__future_change_p3s_movement,0.05,binary,residualized_autoregressive_plus_shuffled_PCA128,residualized_AR_plus_shuffled_PCA128,True,5989,2708,124,123,True,True,0.07605633802816901,0.5165331102500881,0.6428571428571429,0.040419161676646706,0.757754800590842,27.0,15.0,641.0,2025.0,0.2474744546874978,0.31719225349712954,0.2466765140324963,668.0,0.025449101796407185,0.08832335329341318,0.15718562874251496,0.28892215568862273
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,blocked,arousal__future_change_p3s_movement,0.05,binary,residualized_autoregressive_plus_random_gaussian_PCA128,residualized_AR_plus_random_PCA128,True,5989,2708,124,123,True,True,0.07313642756680731,0.5152944111776447,0.6046511627906976,0.038922155688622756,0.7566469719350074,26.0,17.0,642.0,2023.0,0.2662242236438016,0.3182294489409719,0.2466765140324963,668.0,0.02844311377245509,0.09131736526946108,0.1601796407185629,0.29191616766467066
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.05,binary,mean_train,mean_train,True,7029,2956,124,124,True,True,0.23416965352449226,0.5,0.13261163734776726,1.0,0.13261163734776726,392.0,2564.0,0.0,0.0,0.1720017072129748,0.1672412833758784,0.13261163734776726,392.0,0.015306122448979591,0.07397959183673469,0.14030612244897958,0.20153061224489796
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.05,binary,time_ridge,time_ridge,True,7029,2956,124,124,True,True,0.21081081081081085,0.48762695405775414,0.12800875273522977,0.5969387755102041,0.40730717185385656,234.0,1594.0,158.0,970.0,0.14424011580360893,0.13284758403998007,0.13261163734776726,392.0,0.007653061224489796,0.04591836734693878,0.09948979591836735,0.12755102040816327
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.05,binary,shuffled_PCA128,shuffled_PCA128,True,7029,2956,124,124,True,True,0.22030237580993522,0.4999820911203795,0.13260530421216848,0.6505102040816326,0.3893775372124493,255.0,1668.0,137.0,896.0,0.1677117527608367,0.12532029616874724,0.13261163734776726,392.0,0.002551020408163265,0.04336734693877551,0.08163265306122448,0.11734693877551021
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.05,binary,random_gaussian_PCA128,random_gaussian_PCA128,True,7029,2956,124,124,True,True,0.1982281284606866,0.48748169314527684,0.1265912305516266,0.45663265306122447,0.510148849797023,179.0,1235.0,213.0,1329.0,0.1742528595109826,0.12962117837441314,0.13261163734776726,392.0,0.007653061224489796,0.04081632653061224,0.08673469387755102,0.13520408163265307
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.05,binary,autoregressive_plus_shuffled_PCA128,AR_plus_shuffled_PCA128,True,7029,2956,124,124,True,True,0.326027397260274,0.6090790060173835,0.3520710059171598,0.30357142857142855,0.8335588633288228,119.0,219.0,273.0,2345.0,0.22386454461785069,0.32497067449663003,0.13261163734776726,392.0,0.058673469387755105,0.17091836734693877,0.28061224489795916,0.34183673469387754
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.05,binary,autoregressive_plus_random_gaussian_PCA128,AR_plus_random_PCA128,True,7029,2956,124,124,True,True,0.3400576368876081,0.6146287688242223,0.39072847682119205,0.3010204081632653,0.8450608930987822,118.0,184.0,274.0,2380.0,0.24868743282483902,0.3288724806858135,0.13261163734776726,392.0,0.061224489795918366,0.1760204081632653,0.29846938775510207,0.35459183673469385
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.05,binary,residualized_autoregressive_plus_shuffled_PCA128,residualized_AR_plus_shuffled_PCA128,True,7029,2956,124,124,True,True,0.3426294820717132,0.6192990066541437,0.3573407202216066,0.32908163265306123,0.8325439783491204,129.0,232.0,263.0,2332.0,0.223737659173563,0.3292916367953141,0.13261163734776726,392.0,0.058673469387755105,0.17091836734693877,0.2857142857142857,0.3520408163265306
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.05,binary,residualized_autoregressive_plus_random_gaussian_PCA128,residualized_AR_plus_random_PCA128,True,7029,2956,124,124,True,True,0.34532374100719426,0.6173747970326977,0.39603960396039606,0.30612244897959184,0.8460757780784844,120.0,183.0,272.0,2381.0,0.23237545807280996,0.33403982273171756,0.13261163734776726,392.0,0.05612244897959184,0.1760204081632653,0.29591836734693877,0.3520408163265306
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.075,binary,mean_train,mean_train,True,7029,2956,124,124,True,True,0.14321608040201003,0.5,0.07713125845737483,1.0,0.07713125845737483,228.0,2728.0,0.0,0.0,0.10086783326219946,0.09341183029343447,0.07713125845737483,228.0,0.017543859649122806,0.06578947368421052,0.13596491228070176,0.08771929824561403
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.075,binary,time_ridge,time_ridge,True,7029,2956,124,124,True,True,0.11904761904761905,0.510157817564439,0.08522727272727272,0.19736842105263158,0.7746955345060893,45.0,483.0,183.0,2245.0,0.09856850068512568,0.07569931753744165,0.07713125845737483,228.0,0.0,0.04824561403508772,0.11403508771929824,0.08771929824561403
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.075,binary,shuffled_PCA128,shuffled_PCA128,True,7029,2956,124,124,True,True,0.12552301255230125,0.5173059114060812,0.09202453987730061,0.19736842105263158,0.7878890392422192,45.0,444.0,183.0,2284.0,0.13718614275994914,0.08196952760230777,0.07713125845737483,228.0,0.008771929824561403,0.04824561403508772,0.10526315789473684,0.06578947368421052
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.075,binary,random_gaussian_PCA128,random_gaussian_PCA128,True,7029,2956,124,124,True,True,0.12923076923076923,0.5031254823275196,0.07835820895522388,0.3684210526315789,0.6170500676589986,84.0,988.0,144.0,1740.0,0.11522470118414734,0.07848196073100458,0.07713125845737483,228.0,0.017543859649122806,0.06140350877192982,0.10087719298245613,0.08333333333333333
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.075,binary,autoregressive_plus_shuffled_PCA128,AR_plus_shuffled_PCA128,True,7029,2956,124,124,True,True,0.25531914893617025,0.5869347121469363,0.32432432432432434,0.21052631578947367,0.9052774018944519,48.0,100.0,180.0,2628.0,0.19879525909708612,0.21688671814636715,0.07713125845737483,228.0,0.07894736842105263,0.21052631578947367,0.31140350877192985,0.2675438596491228
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.075,binary,autoregressive_plus_random_gaussian_PCA128,AR_plus_random_PCA128,True,7029,2956,124,124,True,True,0.23369565217391303,0.5765196532386685,0.30714285714285716,0.18859649122807018,0.9046008119079838,43.0,97.0,185.0,2631.0,0.1914595667154254,0.2162083590593057,0.07713125845737483,228.0,0.08771929824561403,0.19736842105263158,0.3026315789473684,0.25877192982456143
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.075,binary,residualized_autoregressive_plus_shuffled_PCA128,residualized_AR_plus_shuffled_PCA128,True,7029,2956,124,124,True,True,0.24293785310734461,0.5790856356433606,0.3412698412698413,0.18859649122807018,0.9093369418132612,43.0,83.0,185.0,2645.0,0.2075026011672746,0.21548423395905764,0.07713125845737483,228.0,0.07894736842105263,0.20614035087719298,0.30701754385964913,0.2675438596491228
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_spike_1_3s,0.075,binary,residualized_autoregressive_plus_random_gaussian_PCA128,residualized_AR_plus_random_PCA128,True,7029,2956,124,124,True,True,0.21354166666666666,0.5688345680917837,0.26282051282051283,0.17982456140350878,0.8978349120433018,41.0,115.0,187.0,2613.0,0.1925964741754319,0.2056707744963243,0.07713125845737483,228.0,0.08771929824561403,0.17543859649122806,0.29385964912280704,0.23684210526315788
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_change_p3s_movement,0.05,binary,mean_train,mean_train,True,7029,2708,124,123,True,True,0.3957345971563981,0.5,0.2466765140324963,1.0,0.2466765140324963,668.0,2040.0,0.0,0.0,0.25437473324797266,0.3054153809034922,0.2466765140324963,668.0,0.020958083832335328,0.08982035928143713,0.1467065868263473,0.29191616766467066
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_change_p3s_movement,0.05,binary,time_ridge,time_ridge,True,7029,2708,124,123,True,True,0.38977443609022555,0.4926279793354467,0.24388407978923599,0.9700598802395209,0.25073855243722304,648.0,2009.0,20.0,31.0,0.19921680397521907,0.3051863635931792,0.2466765140324963,668.0,0.029940119760479042,0.08383233532934131,0.13922155688622753,0.2694610778443114
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_change_p3s_movement,0.05,binary,shuffled_PCA128,shuffled_PCA128,True,7029,2708,124,123,True,True,0.37214885954381755,0.5132499706469414,0.2539595849262698,0.6961077844311377,0.4206056129985229,465.0,1366.0,203.0,674.0,0.22189931976450578,0.25431242547950184,0.2466765140324963,668.0,0.0074850299401197605,0.05389221556886228,0.10479041916167664,0.25449101796407186
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_change_p3s_movement,0.05,binary,random_gaussian_PCA128,random_gaussian_PCA128,True,7029,2708,124,123,True,True,0.38816010763538517,0.5083568157802043,0.2503253796095445,0.8637724550898204,0.3282865583456425,577.0,1728.0,91.0,312.0,0.19509677010392706,0.26682534054166807,0.2466765140324963,668.0,0.0074850299401197605,0.058383233532934134,0.1122754491017964,0.28293413173652693
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_change_p3s_movement,0.05,binary,autoregressive_plus_shuffled_PCA128,AR_plus_shuffled_PCA128,True,7029,2708,124,123,True,True,0.43512450851900386,0.6195814253845251,0.38694638694638694,0.49700598802395207,0.6816838995568686,332.0,526.0,336.0,1514.0,0.24613685117554457,0.4203148118857274,0.2466765140324963,668.0,0.02844311377245509,0.12125748502994012,0.218562874251497,0.4236526946107784
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_change_p3s_movement,0.05,binary,autoregressive_plus_random_gaussian_PCA128,AR_plus_random_PCA128,True,7029,2708,124,123,True,True,0.424857324032974,0.6100622284842081,0.36853685368536854,0.5014970059880239,0.6650664697193501,335.0,574.0,333.0,1466.0,0.2459338656038072,0.4208643541411632,0.2466765140324963,668.0,0.029940119760479042,0.13023952095808383,0.21107784431137724,0.41916167664670656
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_change_p3s_movement,0.05,binary,residualized_autoregressive_plus_shuffled_PCA128,residualized_AR_plus_shuffled_PCA128,True,7029,2708,124,123,True,True,0.4492574257425742,0.6283242338851709,0.3829113924050633,0.5434131736526946,0.6713441654357459,363.0,585.0,305.0,1455.0,0.24343564475161833,0.42192722942559013,0.2466765140324963,668.0,0.02844311377245509,0.12425149700598802,0.21706586826347304,0.4236526946107784
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,official,arousal__future_change_p3s_movement,0.05,binary,residualized_autoregressive_plus_random_gaussian_PCA128,residualized_AR_plus_random_PCA128,True,7029,2708,124,123,True,True,0.43195666892349355,0.6186744158741341,0.3943139678615575,0.47754491017964074,0.6901772525849336,319.0,490.0,349.0,1550.0,0.2592539946919667,0.4158461148600262,0.2466765140324963,668.0,0.02844311377245509,0.12275449101796407,0.20808383233532934,0.41317365269461076
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,grouped_0,arousal__future_spike_1_3s,0.05,binary,mean_train,mean_train,True,8072,1913,99,25,True,True,0.2513711151736746,0.5,0.14375326711970726,1.0,0.14375326711970726,275.0,1638.0,0.0,0.0,0.16427155599603568,0.21931681786674165,0.14375326711970726,275.0,0.03636363636363636,0.09818181818181818,0.21818181818181817,0.23636363636363636
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,grouped_0,arousal__future_spike_1_3s,0.05,binary,time_ridge,time_ridge,True,8072,1913,99,25,True,True,0.22876254180602007,0.49070152070152073,0.14016393442622951,0.6218181818181818,0.3972817564035546,171.0,1049.0,104.0,589.0,0.1616429105202029,0.20479591914470097,0.14375326711970726,275.0,0.03272727272727273,0.13090909090909092,0.19272727272727272,0.23636363636363636
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,grouped_0,arousal__future_spike_1_3s,0.05,binary,shuffled_PCA128,shuffled_PCA128,True,8072,1913,99,25,True,True,0.2461964038727524,0.5205228105228105,0.1520068317677199,0.6472727272727272,0.43021432305279667,178.0,993.0,97.0,645.0,0.15133244962629191,0.14358259390475128,0.14375326711970726,275.0,0.007272727272727273,0.03636363636363636,0.09454545454545454,0.13454545454545455
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,grouped_0,arousal__future_spike_1_3s,0.05,binary,random_gaussian_PCA128,random_gaussian_PCA128,True,8072,1913,99,25,True,True,0.23513870541611628,0.4997657897657898,0.14366424535916061,0.6472727272727272,0.3946680606377418,178.0,1061.0,97.0,577.0,0.15089516172455567,0.14013241875882565,0.14375326711970726,275.0,0.01818181818181818,0.05454545454545454,0.09818181818181818,0.12
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,grouped_0,arousal__future_spike_1_3s,0.05,binary,autoregressive_plus_shuffled_PCA128,AR_plus_shuffled_PCA128,True,8072,1913,99,25,True,True,0.3831070889894419,0.6512387612387612,0.327319587628866,0.4618181818181818,0.786199686356508,127.0,261.0,148.0,1377.0,0.21668593806310332,0.3746104030274007,0.14375326711970726,275.0,0.05454545454545454,0.2109090909090909,0.32,0.39636363636363636
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,grouped_0,arousal__future_spike_1_3s,0.05,binary,autoregressive_plus_random_gaussian_PCA128,AR_plus_random_PCA128,True,8072,1913,99,25,True,True,0.4147058823529412,0.6757775557775558,0.34814814814814815,0.5127272727272727,0.7919498170412964,141.0,264.0,134.0,1374.0,0.20905704065330902,0.3831571906823439,0.14375326711970726,275.0,0.05454545454545454,0.20727272727272728,0.3381818181818182,0.4072727272727273
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,grouped_0,arousal__future_spike_1_3s,0.05,binary,residualized_autoregressive_plus_shuffled_PCA128,residualized_AR_plus_shuffled_PCA128,True,8072,1913,99,25,True,True,0.38383838383838387,0.6548218448218448,0.3181818181818182,0.48363636363636364,0.7767903815995818,133.0,285.0,142.0,1353.0,0.21113340140465478,0.37551876198143047,0.14375326711970726,275.0,0.05454545454545454,0.2109090909090909,0.32,0.4
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,grouped_0,arousal__future_spike_1_3s,0.05,binary,residualized_autoregressive_plus_random_gaussian_PCA128,residualized_AR_plus_random_PCA128,True,8072,1913,99,25,True,True,0.38108484005563287,0.6553790653790654,0.30855855855855857,0.49818181818181817,0.7673810768426556,137.0,307.0,138.0,1331.0,0.2036152787381349,0.37211573144672916,0.14375326711970726,275.0,0.05090909090909091,0.22181818181818183,0.3418181818181818,0.3890909090909091
existing_suite_with_frozen_tensor_adapter,pca_sequence_128_causal_past_2s_mean,PCA128,grouped_0,arousal__future_spike_1_3s,0.075,binary,mean_train,mean_train,True,8072,1913,99,25,True,True,0.15792007703418393,0.5,0.08572922111866178,1.0,0.08572922111866178,164.0,1749.0,0.0,0.0,0.0957631318136769,0.114278949077713,0.08572922111866178,164.0,0.024390243902439025,0.07317073170731707,0.20121951219512196,0.15853658536585366
