control,control_gain,feature_mode,fold,offset_seconds,offset_specific_gain,real_gain,target,threshold
timestamp,-0.03194063794825863,cortical_pca_64,grouped_1,-3.0,0.01995052247330492,-0.011990115474953711,arousal__future_change_p3s_movement,0.05
video_time,-0.023554504545845678,cortical_pca_64,grouped_1,-3.0,0.011564389070891967,-0.011990115474953711,arousal__future_change_p3s_movement,0.05
ar,-0.017692431310445678,cortical_pca_64,grouped_1,-2.5,0.008170774067272235,-0.009521657243173443,arousal__future_change_p3s_movement,0.05
shuffled,-0.005889383165048945,cortical_pca_64,grouped_1,-2.5,-0.0036322740781244978,-0.009521657243173443,arousal__future_change_p3s_movement,0.05
random,-0.016658335841327754,cortical_pca_64,grouped_1,-2.5,0.007136678598154311,-0.009521657243173443,arousal__future_change_p3s_movement,0.05
timestamp,-0.03194063794825863,cortical_pca_64,grouped_1,-2.5,0.02241898070508519,-0.009521657243173443,arousal__future_change_p3s_movement,0.05
video_time,-0.023554504545845678,cortical_pca_64,grouped_1,-2.5,0.014032847302672236,-0.009521657243173443,arousal__future_change_p3s_movement,0.05
ar,-0.015710676295943915,cortical_pca_64,grouped_1,-2.0,0.013249488676730037,-0.002461187619213878,arousal__future_change_p3s_movement,0.05
shuffled,-0.02154092885791592,cortical_pca_64,grouped_1,-2.0,0.01907974123870204,-0.002461187619213878,arousal__future_change_p3s_movement,0.05
random,-0.006204447014298509,cortical_pca_64,grouped_1,-2.0,0.0037432593950846305,-0.002461187619213878,arousal__future_change_p3s_movement,0.05
timestamp,-0.02511197438443369,cortical_pca_64,grouped_1,-2.0,0.02265078676521981,-0.002461187619213878,arousal__future_change_p3s_movement,0.05
video_time,-0.0240066275038206,cortical_pca_64,grouped_1,-2.0,0.02154543988460672,-0.002461187619213878,arousal__future_change_p3s_movement,0.05
ar,-0.015710676295943915,cortical_pca_64,grouped_1,-1.5,0.009930082725407186,-0.0057805935705367295,arousal__future_change_p3s_movement,0.05
shuffled,-0.00998143333453999,cortical_pca_64,grouped_1,-1.5,0.004200839764003261,-0.0057805935705367295,arousal__future_change_p3s_movement,0.05
random,-0.02244583468548189,cortical_pca_64,grouped_1,-1.5,0.016665241114945162,-0.0057805935705367295,arousal__future_change_p3s_movement,0.05
timestamp,-0.02511197438443369,cortical_pca_64,grouped_1,-1.5,0.01933138081389696,-0.0057805935705367295,arousal__future_change_p3s_movement,0.05
video_time,-0.0240066275038206,cortical_pca_64,grouped_1,-1.5,0.01822603393328387,-0.0057805935705367295,arousal__future_change_p3s_movement,0.05
ar,-0.013826321513686068,cortical_pca_64,grouped_1,-1.0,0.0046511283381229784,-0.00917519317556309,arousal__future_change_p3s_movement,0.05
shuffled,-0.015480911340728987,cortical_pca_64,grouped_1,-1.0,0.006305718165165897,-0.00917519317556309,arousal__future_change_p3s_movement,0.05
random,-0.008161194610276423,cortical_pca_64,grouped_1,-1.0,-0.0010139985652866668,-0.00917519317556309,arousal__future_change_p3s_movement,0.05
timestamp,-0.02046572302074079,cortical_pca_64,grouped_1,-1.0,0.0112905298451777,-0.00917519317556309,arousal__future_change_p3s_movement,0.05
video_time,-0.020887066079944228,cortical_pca_64,grouped_1,-1.0,0.011711872904381138,-0.00917519317556309,arousal__future_change_p3s_movement,0.05
ar,-0.013826321513686068,cortical_pca_64,grouped_1,-0.5,0.002637607890940752,-0.011188713622745317,arousal__future_change_p3s_movement,0.05
shuffled,-0.014247571571060602,cortical_pca_64,grouped_1,-0.5,0.0030588579483152856,-0.011188713622745317,arousal__future_change_p3s_movement,0.05
random,-0.01552883210080791,cortical_pca_64,grouped_1,-0.5,0.004340118478062593,-0.011188713622745317,arousal__future_change_p3s_movement,0.05
timestamp,-0.02046572302074079,cortical_pca_64,grouped_1,-0.5,0.009277009397995473,-0.011188713622745317,arousal__future_change_p3s_movement,0.05
video_time,-0.020887066079944228,cortical_pca_64,grouped_1,-0.5,0.009698352457198911,-0.011188713622745317,arousal__future_change_p3s_movement,0.05
ar,0.0,cortical_pca_64,grouped_1,0.5,-0.0036814040337337373,-0.0036814040337337373,arousal__future_change_p3s_movement,0.05
shuffled,0.001005929735901634,cortical_pca_64,grouped_1,0.5,-0.004687333769635371,-0.0036814040337337373,arousal__future_change_p3s_movement,0.05
random,0.001078322750485361,cortical_pca_64,grouped_1,0.5,-0.004759726784219098,-0.0036814040337337373,arousal__future_change_p3s_movement,0.05
timestamp,0.0,cortical_pca_64,grouped_1,0.5,-0.0036814040337337373,-0.0036814040337337373,arousal__future_change_p3s_movement,0.05
video_time,0.0,cortical_pca_64,grouped_1,0.5,-0.0036814040337337373,-0.0036814040337337373,arousal__future_change_p3s_movement,0.05
ar,0.0,cortical_pca_64,grouped_1,1.0,-0.006216300982390177,-0.006216300982390177,arousal__future_change_p3s_movement,0.05
shuffled,0.007585784565843912,cortical_pca_64,grouped_1,1.0,-0.013802085548234089,-0.006216300982390177,arousal__future_change_p3s_movement,0.05
random,0.0011295985815094056,cortical_pca_64,grouped_1,1.0,-0.007345899563899583,-0.006216300982390177,arousal__future_change_p3s_movement,0.05
timestamp,0.0,cortical_pca_64,grouped_1,1.0,-0.006216300982390177,-0.006216300982390177,arousal__future_change_p3s_movement,0.05
video_time,0.0,cortical_pca_64,grouped_1,1.0,-0.006216300982390177,-0.006216300982390177,arousal__future_change_p3s_movement,0.05
ar,0.0,cortical_pca_64,grouped_1,1.5,-0.008362990564191652,-0.008362990564191652,arousal__future_change_p3s_movement,0.05
shuffled,0.004658605303071828,cortical_pca_64,grouped_1,1.5,-0.01302159586726348,-0.008362990564191652,arousal__future_change_p3s_movement,0.05
random,0.0072236203994786585,cortical_pca_64,grouped_1,1.5,-0.015586610963670311,-0.008362990564191652,arousal__future_change_p3s_movement,0.05
timestamp,0.0,cortical_pca_64,grouped_1,1.5,-0.008362990564191652,-0.008362990564191652,arousal__future_change_p3s_movement,0.05
video_time,0.0,cortical_pca_64,grouped_1,1.5,-0.008362990564191652,-0.008362990564191652,arousal__future_change_p3s_movement,0.05
ar,0.0,cortical_pca_64,grouped_1,2.0,-0.007432141369592915,-0.007432141369592915,arousal__future_change_p3s_movement,0.05
shuffled,-0.006713858941835127,cortical_pca_64,grouped_1,2.0,-0.0007182824277577882,-0.007432141369592915,arousal__future_change_p3s_movement,0.05
random,0.007144864790661232,cortical_pca_64,grouped_1,2.0,-0.014577006160254147,-0.007432141369592915,arousal__future_change_p3s_movement,0.05
timestamp,0.0,cortical_pca_64,grouped_1,2.0,-0.007432141369592915,-0.007432141369592915,arousal__future_change_p3s_movement,0.05
video_time,0.0,cortical_pca_64,grouped_1,2.0,-0.007432141369592915,-0.007432141369592915,arousal__future_change_p3s_movement,0.05
ar,0.0,cortical_pca_64,grouped_1,2.5,-0.0076380615769892635,-0.0076380615769892635,arousal__future_change_p3s_movement,0.05
shuffled,-0.0017777013046021972,cortical_pca_64,grouped_1,2.5,-0.005860360272387066,-0.0076380615769892635,arousal__future_change_p3s_movement,0.05
random,-0.0013164341805558255,cortical_pca_64,grouped_1,2.5,-0.006321627396433438,-0.0076380615769892635,arousal__future_change_p3s_movement,0.05
timestamp,0.0,cortical_pca_64,grouped_1,2.5,-0.0076380615769892635,-0.0076380615769892635,arousal__future_change_p3s_movement,0.05
video_time,0.0,cortical_pca_64,grouped_1,2.5,-0.0076380615769892635,-0.0076380615769892635,arousal__future_change_p3s_movement,0.05
ar,0.0,cortical_pca_64,grouped_1,3.0,-0.006762770900026582,-0.006762770900026582,arousal__future_change_p3s_movement,0.05
shuffled,0.009560646029245334,cortical_pca_64,grouped_1,3.0,-0.016323416929271917,-0.006762770900026582,arousal__future_change_p3s_movement,0.05
random,-0.0047074185187743756,cortical_pca_64,grouped_1,3.0,-0.0020553523812522068,-0.006762770900026582,arousal__future_change_p3s_movement,0.05
timestamp,0.0,cortical_pca_64,grouped_1,3.0,-0.006762770900026582,-0.006762770900026582,arousal__future_change_p3s_movement,0.05
video_time,0.0,cortical_pca_64,grouped_1,3.0,-0.006762770900026582,-0.006762770900026582,arousal__future_change_p3s_movement,0.05
ar,-0.0032606603748258634,cortical_pca_64,grouped_1,4.0,-0.0007804780716959558,-0.004041138446521819,arousal__future_change_p3s_movement,0.05
shuffled,0.0030417728938758604,cortical_pca_64,grouped_1,4.0,-0.0070829113403976796,-0.004041138446521819,arousal__future_change_p3s_movement,0.05
random,0.003881654180814098,cortical_pca_64,grouped_1,4.0,-0.007922792627335917,-0.004041138446521819,arousal__future_change_p3s_movement,0.05
timestamp,-0.00212930901605779,cortical_pca_64,grouped_1,4.0,-0.0019118294304640293,-0.004041138446521819,arousal__future_change_p3s_movement,0.05
video_time,-0.0018629281304811118,cortical_pca_64,grouped_1,4.0,-0.0021782103160407074,-0.004041138446521819,arousal__future_change_p3s_movement,0.05
ar,-0.006429724486059218,cortical_pca_64,grouped_1,6.0,-0.00017498338084870335,-0.006604707866907922,arousal__future_change_p3s_movement,0.05
shuffled,-0.00013730934144001727,cortical_pca_64,grouped_1,6.0,-0.0064673985254679045,-0.006604707866907922,arousal__future_change_p3s_movement,0.05
random,-0.00042547483088584137,cortical_pca_64,grouped_1,6.0,-0.00617923303602208,-0.006604707866907922,arousal__future_change_p3s_movement,0.05
timestamp,-0.005697177444031198,cortical_pca_64,grouped_1,6.0,-0.0009075304228767234,-0.006604707866907922,arousal__future_change_p3s_movement,0.05
video_time,-0.0048723429031240495,cortical_pca_64,grouped_1,6.0,-0.0017323649637838723,-0.006604707866907922,arousal__future_change_p3s_movement,0.05
ar,-0.008596435700232774,cortical_pca_64,grouped_1,8.0,-7.745551633370207e-05,-0.008673891216566476,arousal__future_change_p3s_movement,0.05
shuffled,-0.0058191312692569275,cortical_pca_64,grouped_1,8.0,-0.0028547599473095486,-0.008673891216566476,arousal__future_change_p3s_movement,0.05
random,-0.004672891450035244,cortical_pca_64,grouped_1,8.0,-0.0040009997665312325,-0.008673891216566476,arousal__future_change_p3s_movement,0.05
timestamp,-0.008178492023743766,cortical_pca_64,grouped_1,8.0,-0.0004953991928227097,-0.008673891216566476,arousal__future_change_p3s_movement,0.05
video_time,-0.013348352873369829,cortical_pca_64,grouped_1,8.0,0.004674461656803353,-0.008673891216566476,arousal__future_change_p3s_movement,0.05
ar,-0.017350583563550237,cortical_pca_64,grouped_1,-8.0,0.0004951444892334345,-0.016855439074316803,arousal__future_change_p3s_movement,0.075
shuffled,-0.010764230813023079,cortical_pca_64,grouped_1,-8.0,-0.0060912082612937235,-0.016855439074316803,arousal__future_change_p3s_movement,0.075
random,-0.015759331683253386,cortical_pca_64,grouped_1,-8.0,-0.0010961073910634167,-0.016855439074316803,arousal__future_change_p3s_movement,0.075
timestamp,-0.01679358550052279,cortical_pca_64,grouped_1,-8.0,-6.18535737940129e-05,-0.016855439074316803,arousal__future_change_p3s_movement,0.075
video_time,-0.03158409774163348,cortical_pca_64,grouped_1,-8.0,0.01472865866731668,-0.016855439074316803,arousal__future_change_p3s_movement,0.075
ar,-0.016738664125551084,cortical_pca_64,grouped_1,-6.0,0.009780856833620455,-0.006957807291930629,arousal__future_change_p3s_movement,0.075
shuffled,-0.009647589125570177,cortical_pca_64,grouped_1,-6.0,0.0026897818336395485,-0.006957807291930629,arousal__future_change_p3s_movement,0.075
random,-0.022150148730780028,cortical_pca_64,grouped_1,-6.0,0.0151923414388494,-0.006957807291930629,arousal__future_change_p3s_movement,0.075
timestamp,-0.02122918167458701,cortical_pca_64,grouped_1,-6.0,0.014271374382656382,-0.006957807291930629,arousal__future_change_p3s_movement,0.075
video_time,-0.03242933261174735,cortical_pca_64,grouped_1,-6.0,0.025471525319816724,-0.006957807291930629,arousal__future_change_p3s_movement,0.075
ar,-0.0018425820110480884,cortical_pca_64,grouped_1,-4.0,0.008680701532527646,0.006838119521479558,arousal__future_change_p3s_movement,0.075
shuffled,0.007484919594267558,cortical_pca_64,grouped_1,-4.0,-0.0006468000727880008,0.006838119521479558,arousal__future_change_p3s_movement,0.075
random,-0.00728217586467883,cortical_pca_64,grouped_1,-4.0,0.014120295386158388,0.006838119521479558,arousal__future_change_p3s_movement,0.075
timestamp,-0.0171014164956875,cortical_pca_64,grouped_1,-4.0,0.023939536017167057,0.006838119521479558,arousal__future_change_p3s_movement,0.075
video_time,-0.007985207008760958,cortical_pca_64,grouped_1,-4.0,0.014823326530240516,0.006838119521479558,arousal__future_change_p3s_movement,0.075
ar,-0.0013654480288904924,cortical_pca_64,grouped_1,-3.0,0.004994666093977196,0.0036292180650867034,arousal__future_change_p3s_movement,0.075
shuffled,0.005449829098956638,cortical_pca_64,grouped_1,-3.0,-0.0018206110338699344,0.0036292180650867034,arousal__future_change_p3s_movement,0.075
random,0.0014986913763089804,cortical_pca_64,grouped_1,-3.0,0.002130526688777723,0.0036292180650867034,arousal__future_change_p3s_movement,0.075
timestamp,-0.026203118317901813,cortical_pca_64,grouped_1,-3.0,0.029832336382988517,0.0036292180650867034,arousal__future_change_p3s_movement,0.075
video_time,-0.017275566075033444,cortical_pca_64,grouped_1,-3.0,0.020904784140120147,0.0036292180650867034,arousal__future_change_p3s_movement,0.075
ar,-0.0013654480288904924,cortical_pca_64,grouped_1,-2.5,0.0007151802211231018,-0.0006502678077673907,arousal__future_change_p3s_movement,0.075
shuffled,-0.0031239185600971386,cortical_pca_64,grouped_1,-2.5,0.002473650752329748,-0.0006502678077673907,arousal__future_change_p3s_movement,0.075
random,-0.011181130938026473,cortical_pca_64,grouped_1,-2.5,0.010530863130259083,-0.0006502678077673907,arousal__future_change_p3s_movement,0.075
timestamp,-0.026203118317901813,cortical_pca_64,grouped_1,-2.5,0.025552850510134423,-0.0006502678077673907,arousal__future_change_p3s_movement,0.075
video_time,-0.017275566075033444,cortical_pca_64,grouped_1,-2.5,0.016625298267266053,-0.0006502678077673907,arousal__future_change_p3s_movement,0.075
ar,-0.014634308376652083,cortical_pca_64,grouped_1,-2.0,0.0076580947292630985,-0.006976213647388985,arousal__future_change_p3s_movement,0.075
shuffled,-0.0033195630936236342,cortical_pca_64,grouped_1,-2.0,-0.0036566505537653504,-0.006976213647388985,arousal__future_change_p3s_movement,0.075
random,-0.01618523388904891,cortical_pca_64,grouped_1,-2.0,0.009209020241659926,-0.006976213647388985,arousal__future_change_p3s_movement,0.075
timestamp,-0.030902176053654584,cortical_pca_64,grouped_1,-2.0,0.0239259624062656,-0.006976213647388985,arousal__future_change_p3s_movement,0.075
video_time,-0.033989427142229967,cortical_pca_64,grouped_1,-2.0,0.027013213494840982,-0.006976213647388985,arousal__future_change_p3s_movement,0.075
ar,-0.014634308376652083,cortical_pca_64,grouped_1,-1.5,0.008383160697051972,-0.006251147679600111,arousal__future_change_p3s_movement,0.075
shuffled,-0.004315598202181026,cortical_pca_64,grouped_1,-1.5,-0.0019355494774190851,-0.006251147679600111,arousal__future_change_p3s_movement,0.075
random,-0.018161998077717456,cortical_pca_64,grouped_1,-1.5,0.011910850398117345,-0.006251147679600111,arousal__future_change_p3s_movement,0.075
timestamp,-0.030902176053654584,cortical_pca_64,grouped_1,-1.5,0.024651028374054473,-0.006251147679600111,arousal__future_change_p3s_movement,0.075
video_time,-0.033989427142229967,cortical_pca_64,grouped_1,-1.5,0.027738279462629856,-0.006251147679600111,arousal__future_change_p3s_movement,0.075
ar,-0.01331524468932771,cortical_pca_64,grouped_1,-1.0,0.003958339358958229,-0.00935690533036948,arousal__future_change_p3s_movement,0.075
shuffled,-0.0005860814896225808,cortical_pca_64,grouped_1,-1.0,-0.0087708238407469,-0.00935690533036948,arousal__future_change_p3s_movement,0.075
random,-0.018000452947688705,cortical_pca_64,grouped_1,-1.0,0.008643547617319225,-0.00935690533036948,arousal__future_change_p3s_movement,0.075
timestamp,-0.029285191539704575,cortical_pca_64,grouped_1,-1.0,0.019928286209335094,-0.00935690533036948,arousal__future_change_p3s_movement,0.075
video_time,-0.03497847156851358,cortical_pca_64,grouped_1,-1.0,0.0256215662381441,-0.00935690533036948,arousal__future_change_p3s_movement,0.075
ar,-0.01331524468932771,cortical_pca_64,grouped_1,-0.5,0.005575947369028833,-0.007739297320298877,arousal__future_change_p3s_movement,0.075
shuffled,-0.00862281574830659,cortical_pca_64,grouped_1,-0.5,0.0008835184280077124,-0.007739297320298877,arousal__future_change_p3s_movement,0.075
random,-0.0070092492264792194,cortical_pca_64,grouped_1,-0.5,-0.0007300480938196574,-0.007739297320298877,arousal__future_change_p3s_movement,0.075
timestamp,-0.029285191539704575,cortical_pca_64,grouped_1,-0.5,0.021545894219405698,-0.007739297320298877,arousal__future_change_p3s_movement,0.075
video_time,-0.03497847156851358,cortical_pca_64,grouped_1,-0.5,0.027239174248214704,-0.007739297320298877,arousal__future_change_p3s_movement,0.075
ar,0.0,cortical_pca_64,grouped_1,0.5,-0.004820154022165624,-0.004820154022165624,arousal__future_change_p3s_movement,0.075
shuffled,-0.0032680916888620515,cortical_pca_64,grouped_1,0.5,-0.0015520623333035721,-0.004820154022165624,arousal__future_change_p3s_movement,0.075
random,0.0017803782197105544,cortical_pca_64,grouped_1,0.5,-0.006600532241876178,-0.004820154022165624,arousal__future_change_p3s_movement,0.075
timestamp,0.0,cortical_pca_64,grouped_1,0.5,-0.004820154022165624,-0.004820154022165624,arousal__future_change_p3s_movement,0.075
video_time,0.0,cortical_pca_64,grouped_1,0.5,-0.004820154022165624,-0.004820154022165624,arousal__future_change_p3s_movement,0.075
ar,0.0,cortical_pca_64,grouped_1,1.0,-0.00614065572026129,-0.00614065572026129,arousal__future_change_p3s_movement,0.075
shuffled,0.009003082119965145,cortical_pca_64,grouped_1,1.0,-0.015143737840226434,-0.00614065572026129,arousal__future_change_p3s_movement,0.075
random,0.003066510445894677,cortical_pca_64,grouped_1,1.0,-0.009207166166155967,-0.00614065572026129,arousal__future_change_p3s_movement,0.075
timestamp,0.0,cortical_pca_64,grouped_1,1.0,-0.00614065572026129,-0.00614065572026129,arousal__future_change_p3s_movement,0.075
video_time,0.0,cortical_pca_64,grouped_1,1.0,-0.00614065572026129,-0.00614065572026129,arousal__future_change_p3s_movement,0.075
ar,0.0,cortical_pca_64,grouped_1,1.5,-0.008961744038247399,-0.008961744038247399,arousal__future_change_p3s_movement,0.075
shuffled,0.0024508026781090986,cortical_pca_64,grouped_1,1.5,-0.011412546716356498,-0.008961744038247399,arousal__future_change_p3s_movement,0.075
random,0.0026818354893471397,cortical_pca_64,grouped_1,1.5,-0.011643579527594539,-0.008961744038247399,arousal__future_change_p3s_movement,0.075
timestamp,0.0,cortical_pca_64,grouped_1,1.5,-0.008961744038247399,-0.008961744038247399,arousal__future_change_p3s_movement,0.075
video_time,0.0,cortical_pca_64,grouped_1,1.5,-0.008961744038247399,-0.008961744038247399,arousal__future_change_p3s_movement,0.075
ar,0.0,cortical_pca_64,grouped_1,2.0,-0.008944202873851448,-0.008944202873851448,arousal__future_change_p3s_movement,0.075
shuffled,0.0029051420562951624,cortical_pca_64,grouped_1,2.0,-0.01184934493014661,-0.008944202873851448,arousal__future_change_p3s_movement,0.075
random,-0.014834907945377007,cortical_pca_64,grouped_1,2.0,0.005890705071525559,-0.008944202873851448,arousal__future_change_p3s_movement,0.075
timestamp,0.0,cortical_pca_64,grouped_1,2.0,-0.008944202873851448,-0.008944202873851448,arousal__future_change_p3s_movement,0.075
video_time,0.0,cortical_pca_64,grouped_1,2.0,-0.008944202873851448,-0.008944202873851448,arousal__future_change_p3s_movement,0.075
ar,0.0,cortical_pca_64,grouped_1,2.5,-0.011023437794015045,-0.011023437794015045,arousal__future_change_p3s_movement,0.075
shuffled,0.0011795332397007696,cortical_pca_64,grouped_1,2.5,-0.012202971033715815,-0.011023437794015045,arousal__future_change_p3s_movement,0.075
random,0.0032661951851453708,cortical_pca_64,grouped_1,2.5,-0.014289632979160416,-0.011023437794015045,arousal__future_change_p3s_movement,0.075
timestamp,0.0,cortical_pca_64,grouped_1,2.5,-0.011023437794015045,-0.011023437794015045,arousal__future_change_p3s_movement,0.075
video_time,0.0,cortical_pca_64,grouped_1,2.5,-0.011023437794015045,-0.011023437794015045,arousal__future_change_p3s_movement,0.075
ar,0.0,cortical_pca_64,grouped_1,3.0,-0.0071753614762519735,-0.0071753614762519735,arousal__future_change_p3s_movement,0.075
shuffled,0.006878983979519637,cortical_pca_64,grouped_1,3.0,-0.01405434545577161,-0.0071753614762519735,arousal__future_change_p3s_movement,0.075
random,-0.009008415808655523,cortical_pca_64,grouped_1,3.0,0.0018330543324035498,-0.0071753614762519735,arousal__future_change_p3s_movement,0.075
timestamp,0.0,cortical_pca_64,grouped_1,3.0,-0.0071753614762519735,-0.0071753614762519735,arousal__future_change_p3s_movement,0.075
video_time,0.0,cortical_pca_64,grouped_1,3.0,-0.0071753614762519735,-0.0071753614762519735,arousal__future_change_p3s_movement,0.075
ar,-0.005446156848220751,cortical_pca_64,grouped_1,4.0,-0.003636190099007952,-0.009082346947228703,arousal__future_change_p3s_movement,0.075
shuffled,-0.006027056920555385,cortical_pca_64,grouped_1,4.0,-0.0030552900266733185,-0.009082346947228703,arousal__future_change_p3s_movement,0.075
random,-0.007810431513558758,cortical_pca_64,grouped_1,4.0,-0.0012719154336699456,-0.009082346947228703,arousal__future_change_p3s_movement,0.075
timestamp,-0.0004147640282924081,cortical_pca_64,grouped_1,4.0,-0.008667582918936295,-0.009082346947228703,arousal__future_change_p3s_movement,0.075
video_time,-0.011016354621279228,cortical_pca_64,grouped_1,4.0,0.0019340076740505252,-0.009082346947228703,arousal__future_change_p3s_movement,0.075
ar,-0.008561661503243834,cortical_pca_64,grouped_1,6.0,0.006695832504724164,-0.0018658289985196697,arousal__future_change_p3s_movement,0.075
shuffled,-0.0024539420184551686,cortical_pca_64,grouped_1,6.0,0.0005881130199354989,-0.0018658289985196697,arousal__future_change_p3s_movement,0.075
random,-0.002612860110849824,cortical_pca_64,grouped_1,6.0,0.0007470311123301543,-0.0018658289985196697,arousal__future_change_p3s_movement,0.075
timestamp,-0.007134863546228998,cortical_pca_64,grouped_1,6.0,0.005269034547709328,-0.0018658289985196697,arousal__future_change_p3s_movement,0.075
video_time,-0.009878694371197816,cortical_pca_64,grouped_1,6.0,0.008012865372678146,-0.0018658289985196697,arousal__future_change_p3s_movement,0.075
ar,-0.0030465980623887723,cortical_pca_64,grouped_1,8.0,-0.0030381942085890845,-0.006084792270977857,arousal__future_change_p3s_movement,0.075
shuffled,0.009551677955374427,cortical_pca_64,grouped_1,8.0,-0.015636470226352284,-0.006084792270977857,arousal__future_change_p3s_movement,0.075
random,-0.011196381006302325,cortical_pca_64,grouped_1,8.0,0.005111588735324468,-0.006084792270977857,arousal__future_change_p3s_movement,0.075
timestamp,-0.009423734761144525,cortical_pca_64,grouped_1,8.0,0.0033389424901666687,-0.006084792270977857,arousal__future_change_p3s_movement,0.075
video_time,-0.012434214149380812,cortical_pca_64,grouped_1,8.0,0.0063494218784029555,-0.006084792270977857,arousal__future_change_p3s_movement,0.075
ar,-0.010157925054358308,cortical_pca_64,grouped_2,-8.0,-0.021437699094293494,-0.0315956241486518,arousal__future_spike_1_3s,0.05
shuffled,-0.010991787075890602,cortical_pca_64,grouped_2,-8.0,-0.0206038370727612,-0.0315956241486518,arousal__future_spike_1_3s,0.05
random,-0.019157621638253575,cortical_pca_64,grouped_2,-8.0,-0.012438002510398227,-0.0315956241486518,arousal__future_spike_1_3s,0.05
timestamp,-0.04476717007345837,cortical_pca_64,grouped_2,-8.0,0.013171545924806571,-0.0315956241486518,arousal__future_spike_1_3s,0.05
video_time,-0.04053328811091378,cortical_pca_64,grouped_2,-8.0,0.008937663962261977,-0.0315956241486518,arousal__future_spike_1_3s,0.05
ar,-0.0035382458678979156,cortical_pca_64,grouped_2,-6.0,-0.019014526769024598,-0.022552772636922513,arousal__future_spike_1_3s,0.05
shuffled,0.0009262014921163075,cortical_pca_64,grouped_2,-6.0,-0.02347897412903882,-0.022552772636922513,arousal__future_spike_1_3s,0.05
random,-0.005569380505610011,cortical_pca_64,grouped_2,-6.0,-0.016983392131312502,-0.022552772636922513,arousal__future_spike_1_3s,0.05
timestamp,-0.0396908599192527,cortical_pca_64,grouped_2,-6.0,0.017138087282330183,-0.022552772636922513,arousal__future_spike_1_3s,0.05
video_time,-0.03962289654706819,cortical_pca_64,grouped_2,-6.0,0.017070123910145674,-0.022552772636922513,arousal__future_spike_1_3s,0.05
ar,0.016972035899640303,cortical_pca_64,grouped_2,-4.0,-0.009408216710880268,0.007563819188760035,arousal__future_spike_1_3s,0.05
shuffled,0.013279550325344447,cortical_pca_64,grouped_2,-4.0,-0.005715731136584412,0.007563819188760035,arousal__future_spike_1_3s,0.05
random,0.010297190489178099,cortical_pca_64,grouped_2,-4.0,-0.0027333713004180638,0.007563819188760035,arousal__future_spike_1_3s,0.05
timestamp,-0.0260317830415924,cortical_pca_64,grouped_2,-4.0,0.033595602230352434,0.007563819188760035,arousal__future_spike_1_3s,0.05
video_time,-0.033815995740797716,cortical_pca_64,grouped_2,-4.0,0.04137981492955775,0.007563819188760035,arousal__future_spike_1_3s,0.05
ar,0.026287554943690672,cortical_pca_64,grouped_2,-3.0,-0.0059729422087085315,0.02031461273498214,arousal__future_spike_1_3s,0.05
shuffled,0.02552175760912284,cortical_pca_64,grouped_2,-3.0,-0.005207144874140701,0.02031461273498214,arousal__future_spike_1_3s,0.05
random,0.009588474815501291,cortical_pca_64,grouped_2,-3.0,0.01072613791948085,0.02031461273498214,arousal__future_spike_1_3s,0.05
timestamp,-0.015244240147797072,cortical_pca_64,grouped_2,-3.0,0.03555885288277921,0.02031461273498214,arousal__future_spike_1_3s,0.05
video_time,-0.024685216231156687,cortical_pca_64,grouped_2,-3.0,0.04499982896613883,0.02031461273498214,arousal__future_spike_1_3s,0.05
ar,0.026287554943690672,cortical_pca_64,grouped_2,-2.5,-0.0011659549972561911,0.02512159994643448,arousal__future_spike_1_3s,0.05
shuffled,0.018976163222369113,cortical_pca_64,grouped_2,-2.5,0.006145436724065367,0.02512159994643448,arousal__future_spike_1_3s,0.05
random,0.021375080146520953,cortical_pca_64,grouped_2,-2.5,0.003746519799913528,0.02512159994643448,arousal__future_spike_1_3s,0.05
timestamp,-0.015244240147797072,cortical_pca_64,grouped_2,-2.5,0.04036584009423155,0.02512159994643448,arousal__future_spike_1_3s,0.05
video_time,-0.024685216231156687,cortical_pca_64,grouped_2,-2.5,0.04980681617759117,0.02512159994643448,arousal__future_spike_1_3s,0.05
ar,0.029022605699963344,cortical_pca_64,grouped_2,-2.0,-0.003498197666964964,0.02552440803299838,arousal__future_spike_1_3s,0.05
shuffled,0.025902673934038334,cortical_pca_64,grouped_2,-2.0,-0.0003782659010399536,0.02552440803299838,arousal__future_spike_1_3s,0.05
random,0.02510737029154897,cortical_pca_64,grouped_2,-2.0,0.00041703774144941086,0.02552440803299838,arousal__future_spike_1_3s,0.05
timestamp,-0.005390051384099592,cortical_pca_64,grouped_2,-2.0,0.030914459417097973,0.02552440803299838,arousal__future_spike_1_3s,0.05
video_time,-0.012569832187417251,cortical_pca_64,grouped_2,-2.0,0.03809424022041563,0.02552440803299838,arousal__future_spike_1_3s,0.05
ar,0.029022605699963344,cortical_pca_64,grouped_2,-1.5,-0.00044607796824491786,0.028576527731718426,arousal__future_spike_1_3s,0.05
shuffled,0.031848520856028795,cortical_pca_64,grouped_2,-1.5,-0.0032719931243103684,0.028576527731718426,arousal__future_spike_1_3s,0.05
random,0.028526411844178534,cortical_pca_64,grouped_2,-1.5,5.0115887539892157e-05,0.028576527731718426,arousal__future_spike_1_3s,0.05
timestamp,-0.005390051384099592,cortical_pca_64,grouped_2,-1.5,0.03396657911581802,0.028576527731718426,arousal__future_spike_1_3s,0.05
