context_specific_gain,control,control_gain,feature_mode,fold,real_gain,target,threshold,window_name
-0.044122588291105214,video_time,-0.0014368792127246732,cortical_pca_64,grouped_3,-0.04555946750382989,arousal__future_change_p3s_movement,0.05,causal_past_3s
-0.043242893020127904,ar,-0.01778776272125948,cortical_pca_64,grouped_3,-0.061030655741387385,arousal__future_change_p3s_movement,0.05,causal_past_5s
-0.020638217334149667,shuffled,-0.04039243840723772,cortical_pca_64,grouped_3,-0.061030655741387385,arousal__future_change_p3s_movement,0.05,causal_past_5s
-0.03219220080322327,random,-0.028838454938164115,cortical_pca_64,grouped_3,-0.061030655741387385,arousal__future_change_p3s_movement,0.05,causal_past_5s
-0.03586156344990815,timestamp,-0.025169092291479234,cortical_pca_64,grouped_3,-0.061030655741387385,arousal__future_change_p3s_movement,0.05,causal_past_5s
-0.03792815280049833,video_time,-0.023102502940889058,cortical_pca_64,grouped_3,-0.061030655741387385,arousal__future_change_p3s_movement,0.05,causal_past_5s
-0.028709600357916143,ar,-0.010981808594071607,cortical_pca_64,grouped_3,-0.03969140895198775,arousal__future_change_p3s_movement,0.075,causal_past_3s
-0.0138181866378852,shuffled,-0.02587322231410255,cortical_pca_64,grouped_3,-0.03969140895198775,arousal__future_change_p3s_movement,0.075,causal_past_3s
-0.01856967283719435,random,-0.0211217361147934,cortical_pca_64,grouped_3,-0.03969140895198775,arousal__future_change_p3s_movement,0.075,causal_past_3s
-0.016303776314351703,timestamp,-0.023387632637636047,cortical_pca_64,grouped_3,-0.03969140895198775,arousal__future_change_p3s_movement,0.075,causal_past_3s
-0.017782958251056635,video_time,-0.021908450700931115,cortical_pca_64,grouped_3,-0.03969140895198775,arousal__future_change_p3s_movement,0.075,causal_past_3s
-0.030711431929017374,ar,-0.018438558507857805,cortical_pca_64,grouped_3,-0.04914999043687518,arousal__future_change_p3s_movement,0.075,causal_past_5s
-0.007819708908461676,shuffled,-0.041330281528413504,cortical_pca_64,grouped_3,-0.04914999043687518,arousal__future_change_p3s_movement,0.075,causal_past_5s
-0.021685716633614405,random,-0.027464273803260775,cortical_pca_64,grouped_3,-0.04914999043687518,arousal__future_change_p3s_movement,0.075,causal_past_5s
-0.014264669992317014,timestamp,-0.034885320444558165,cortical_pca_64,grouped_3,-0.04914999043687518,arousal__future_change_p3s_movement,0.075,causal_past_5s
-0.016748798766851758,video_time,-0.03240119167002342,cortical_pca_64,grouped_3,-0.04914999043687518,arousal__future_change_p3s_movement,0.075,causal_past_5s
0.005278543403104352,ar,0.04883026489329734,cortical_pca_64,grouped_4,0.05410880829640169,arousal__future_spike_1_3s,0.05,causal_past_3s
0.051835720947757735,shuffled,0.002273087348643954,cortical_pca_64,grouped_4,0.05410880829640169,arousal__future_spike_1_3s,0.05,causal_past_3s
0.03990586399940205,random,0.014202944296999642,cortical_pca_64,grouped_4,0.05410880829640169,arousal__future_spike_1_3s,0.05,causal_past_3s
0.06937869029950727,timestamp,-0.015269882003105584,cortical_pca_64,grouped_4,0.05410880829640169,arousal__future_spike_1_3s,0.05,causal_past_3s
0.06701888306075099,video_time,-0.0129100747643493,cortical_pca_64,grouped_4,0.05410880829640169,arousal__future_spike_1_3s,0.05,causal_past_3s
-0.012685871654032066,ar,0.05676434413779663,cortical_pca_64,grouped_4,0.044078472483764564,arousal__future_spike_1_3s,0.05,causal_past_5s
0.023086273611574393,shuffled,0.02099219887219017,cortical_pca_64,grouped_4,0.044078472483764564,arousal__future_spike_1_3s,0.05,causal_past_5s
0.010238620919088504,random,0.03383985156467606,cortical_pca_64,grouped_4,0.044078472483764564,arousal__future_spike_1_3s,0.05,causal_past_5s
0.06162340527545912,timestamp,-0.017544932791694556,cortical_pca_64,grouped_4,0.044078472483764564,arousal__future_spike_1_3s,0.05,causal_past_5s
0.05787130353633205,video_time,-0.013792831052567484,cortical_pca_64,grouped_4,0.044078472483764564,arousal__future_spike_1_3s,0.05,causal_past_5s
