row_type,group,seed,lane,ar_test_checksum,continuous_pearson,continuous_spearman,continuous_mae,continuous_rmse,continuous_bias,peak_underprediction,binary_pr_auc,binary_roc_auc,binary_pr_auc_from_continuous_prediction,top_1pct_continuous_lift,top_1pct_avg_true_movement,ndcg_at_1pct,top_1pct_spike_recall_from_continuous_prediction,top_5pct_continuous_lift,top_5pct_avg_true_movement,ndcg_at_5pct,top_5pct_spike_recall_from_continuous_prediction,top_10pct_continuous_lift,top_10pct_avg_true_movement,ndcg_at_10pct,top_10pct_spike_recall_from_continuous_prediction,delta_vs_frozen_ar_continuous_spearman,delta_vs_frozen_ar_continuous_pearson,delta_vs_frozen_ar_top_1pct_continuous_lift,delta_vs_frozen_ar_top_5pct_continuous_lift,delta_vs_frozen_ar_top_10pct_continuous_lift,delta_vs_frozen_ar_ndcg_at_1pct,delta_vs_frozen_ar_ndcg_at_5pct,delta_vs_frozen_ar_ndcg_at_10pct,delta_vs_frozen_ar_binary_pr_auc,delta_vs_frozen_ar_binary_pr_auc_from_continuous_prediction,member_seeds
member,1,20260693,frozen_ar_only,894c91f927633c9d8391025a403574f5,0.19187234921155233,0.11462817030143296,0.11312822997570038,0.14947218169751733,0.041236888617277145,0.30779123306274414,0.190815868919337,0.6263540546442887,0.23672479567295487,0.1125640319660306,0.12498777359724045,0.7074905091945519,0.030992222484091444,0.0759301083162427,0.08835384994745255,0.7697671194510544,0.13669573415036532,0.06029501277953386,0.07271875441074371,0.8088313582063691,0.24334197501767618,,,,,,,,,,,
member,1,20260693,real_residual,894c91f927633c9d8391025a403574f5,0.17618658643320076,0.1090130502594582,0.11476469039916992,0.1514399445935096,0.030547920614480972,0.3143520653247833,0.22322042879558734,0.6649724122388714,0.22322042879558734,0.12692428845912218,0.13934803009033203,0.7168148630182931,0.032288475135517324,0.06758869905024767,0.08001244068145752,0.7650556597705528,0.12149422578364365,0.054762368090450764,0.06718610972166061,0.8051263928236926,0.224840914447325,-0.005615120041974758,-0.01568576277835157,0.014360256493091583,-0.008341409265995026,-0.005532644689083099,0.009324353823741194,-0.004711459680501573,-0.003704965382676506,0.03240455987625035,-0.01350436687736753,
member,1,20260693,shuffled_pca_residual,894c91f927633c9d8391025a403574f5,0.19187234921155233,0.11462817030143296,0.11312822997570038,0.14947218169751733,0.041236888617277145,0.30779123306274414,0.190815868919337,0.6263540546442887,0.23672479567295487,0.1125640319660306,0.12498777359724045,0.7074905091945519,0.030992222484091444,0.0759301083162427,0.08835384994745255,0.7697671194510544,0.13669573415036532,0.06029501277953386,0.07271875441074371,0.8088313582063691,0.24334197501767618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
member,1,20260693,random_pca_residual,894c91f927633c9d8391025a403574f5,0.19187234921155233,0.11462817030143296,0.11312822997570038,0.14947218169751733,0.041236888617277145,0.30779123306274414,0.190815868919337,0.6263540546442887,0.23672479567295487,0.1125640319660306,0.12498777359724045,0.7074905091945519,0.030992222484091444,0.0759301083162427,0.08835384994745255,0.7697671194510544,0.13669573415036532,0.06029501277953386,0.07271875441074371,0.8088313582063691,0.24334197501767618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
member,1,20260693,label_permutation_residual,894c91f927633c9d8391025a403574f5,0.18683789286073768,0.10516600033951157,0.1140371710062027,0.1503978393112397,0.04346086457371712,0.3060959279537201,0.2304223115877067,0.6795520730424596,0.2304223115877067,0.10976328421384096,0.12218702584505081,0.7060167151915914,0.030520857883572942,0.07475772220641375,0.0871814638376236,0.7689293955570495,0.13351402309686541,0.05499458033591509,0.06741832196712494,0.8051432123219789,0.23450388875795428,-0.009462169961921396,-0.005034456350814648,-0.0028007477521896362,-0.001172386109828949,-0.005300432443618774,-0.001473794002960549,-0.000837723894004827,-0.0036881458843901482,0.03960644266836971,-0.006302484085248167,
member,1,20260693,train_only_video_mean_residual,894c91f927633c9d8391025a403574f5,0.19206003983026157,0.11476232384307665,0.11309731751680374,0.14943418180354728,0.041128240525722504,0.30786359310150146,0.23667493107672705,0.6857152214203178,0.23667493107672705,0.11256402451545,0.12498776614665985,0.707498236194913,0.030992222484091444,0.07567399460822344,0.08809773623943329,0.7696212747778857,0.13646005185010607,0.060626220889389515,0.07304996252059937,0.8090495532870242,0.24381333961819468,0.0001341535416436862,0.00018769061870924086,-7.450580596923828e-09,-0.0002561137080192566,0.00033120810985565186,7.727000361112957e-06,-0.00014584467316869354,0.00021819508065512583,0.04585906215739005,-4.9864596227827684e-05,
member,1,20260693,diagnostics_only_residual,894c91f927633c9d8391025a403574f5,0.19187234921155233,0.11462817030143296,0.11312822997570038,0.14947218169751733,0.041236888617277145,0.30779123306274414,0.190815868919337,0.6263540546442887,0.23672479567295487,0.1125640319660306,0.12498777359724045,0.7074905091945519,0.030992222484091444,0.0759301083162427,0.08835384994745255,0.7697671194510544,0.13669573415036532,0.06029501277953386,0.07271875441074371,0.8088313582063691,0.24334197501767618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
member,1,20260694,frozen_ar_only,ea7d5a2e6de6953c888044113186a453,0.20016732162531536,0.11182212534954165,0.11437415331602097,0.15096407094703304,0.04692059010267258,0.2978852689266205,0.162578689075744,0.5554427297672574,0.24116121609599078,0.11376759130507708,0.12619133293628693,0.7083845099243269,0.031227904784350696,0.0755558954551816,0.08797963708639145,0.7696714194596996,0.13787414565166156,0.061855521984398365,0.07427926361560822,0.8099612777592988,0.24475606881923168,,,,,,,,,,,
member,1,20260694,real_residual,ea7d5a2e6de6953c888044113186a453,0.17487681674093472,0.0958230017225581,0.1145559623837471,0.15100801369776357,0.022661104798316956,0.31862419843673706,0.2281640994055586,0.6603423164050046,0.2281640994055586,0.12164970953017473,0.13407345116138458,0.7139390947977424,0.032288475135517324,0.07505154330283403,0.08747528493404388,0.77013174382287,0.13445675229790244,0.058488418348133564,0.07091215997934341,0.8081397802726511,0.23073297195380627,-0.015999123626983552,-0.025290504884380643,0.007882118225097656,-0.0005043521523475647,-0.003367103636264801,0.005554584873415536,0.0004603243631703391,-0.0018214974866477274,0.0655854103298146,-0.012997116690432187,
member,1,20260694,shuffled_pca_residual,ea7d5a2e6de6953c888044113186a453,0.20043791301470792,0.11148815671875512,0.11411095410585403,0.1506721536739992,0.045989323407411575,0.2988332211971283,0.24057429483928566,0.6921305645495064,0.24057429483928566,0.11522829253226519,0.12765203416347504,0.7091795678794078,0.03158142823473957,0.07666535396128893,0.08908909559249878,0.7703819389076398,0.13787414565166156,0.06234575528651476,0.07476949691772461,0.810310261251518,0.24463822766910204,-0.00033396863078653805,0.00027059138939256044,0.0014607012271881104,0.0011094585061073303,0.000490233302116394,0.0007950579550809467,0.0007105194479402055,0.0003489834922191237,0.07799560576354167,-0.0005869212567051196,
