stage,split_digest,panel,lane,row_type,seed_or_group,cold_start_policy,prediction_sha256,score_mask_digest,compatibility_mask_digest,pooled_continuous_spearman,top_1pct_true_future_movement_lift,top_5pct_true_future_movement_lift,top_10pct_true_future_movement_lift,training_q90_future_event_pr_auc,event_threshold,event_prevalence,first30_pooled_continuous_spearman,first30_top_5pct_true_future_movement_lift,first30_training_q90_future_event_pr_auc,prediction_rows,prediction_finite_fraction,prediction_digest,compat_pooled_continuous_spearman,compat_top_1pct_true_future_movement_lift,compat_top_5pct_true_future_movement_lift,compat_top_10pct_true_future_movement_lift,compat_training_q90_future_event_pr_auc,compat_event_threshold,compat_event_prevalence,compat_first30_pooled_continuous_spearman,compat_first30_top_5pct_true_future_movement_lift,compat_first30_training_q90_future_event_pr_auc,compat_prediction_rows,compat_prediction_finite_fraction,compat_prediction_digest
locked_confirmation,c92439ec86d7efd8820dbaef766f4f09,4,phase7_ar_assisted_teacher_ceiling,member,20260721,row0_zero_history_no_label_burnin,d8f9e476822b015dd8f1a9b76c6badccb2c471f211e7e0268a83a04d6dbaa3cf,82dffd873edc5b51b625418fb969e5c2,0abffc09a59a14c962b2d73d5b6960a3,0.28552830237619803,0.3090041035928156,0.1360284680190088,0.10340959249546737,0.24167930901739582,0.21721835577240778,0.11536541889483067,0.3009874202190787,0.13469836593261866,0.2614185873418166,14025,1.0,e0c526ff0cfa9094f1b4c5cdc919d6a2,0.29238670247127396,0.3151059657338786,0.1377163381519288,0.10473262698013219,0.24454170277619608,0.21721835577240778,0.11348290132868656,0.33717619537430665,0.14401583383405653,0.27684552743112834,13773,1.0,6c5b1198044c9b71515100a5d5f8d7bc
locked_confirmation,c92439ec86d7efd8820dbaef766f4f09,4,phase7_ar_assisted_teacher_ceiling,member,20260722,row0_zero_history_no_label_burnin,44e41542a77fc69de215dcfd9574ce6c75479ade5335e70516ae70ad8a0cb400,82dffd873edc5b51b625418fb969e5c2,0abffc09a59a14c962b2d73d5b6960a3,0.28003825418050765,0.24074980614278058,0.12442984198327377,0.09164094044759798,0.24318350979548528,0.21721835577240778,0.11536541889483067,0.2766176094885377,0.11864912645368425,0.2691575054563197,14025,1.0,e66482c75dd24485972261cc3a1c293f,0.2856587164171508,0.24748340544761419,0.12490257943778238,0.09310809417233948,0.2457942434815612,0.21721835577240778,0.11348290132868656,0.30821173623793846,0.13161814237791403,0.28492932897702766,13773,1.0,3a99cfb0284f4f44cfb25c3ee2e7606b
locked_confirmation,c92439ec86d7efd8820dbaef766f4f09,4,phase7_ar_assisted_teacher_ceiling,member,20260723,row0_zero_history_no_label_burnin,20b99a1e04ed8c5fa3278eef89451d115f5a44ed8f08be6c714819b93a0155c8,82dffd873edc5b51b625418fb969e5c2,0abffc09a59a14c962b2d73d5b6960a3,0.2749239232316442,0.24370943232708042,0.13078629623554866,0.09733692341424653,0.23605497874439627,0.21721835577240778,0.11536541889483067,0.29069028876652353,0.12589537253327904,0.2520078415903347,14025,1.0,6c7415d818c383af9de849e5db5e42dd,0.2809684495148027,0.2486817126574564,0.13263771286462275,0.09939603862881577,0.23856702861068957,0.21721835577240778,0.11348290132868656,0.3222723638385618,0.13926937680922985,0.26549093505264876,13773,1.0,3d0048c6aa11ea77022e16d20adb9c38
locked_confirmation,c92439ec86d7efd8820dbaef766f4f09,4,phase7_ar_assisted_teacher_ceiling,ensemble,20260721_20260722_20260723,row0_zero_history_no_label_burnin,e6aa4f4f142faf91edddbe04f4dd4efb6f46a0b1c75a87ec6f62532640de6767,82dffd873edc5b51b625418fb969e5c2,0abffc09a59a14c962b2d73d5b6960a3,0.2900557283579372,0.2673010038069889,0.13956554266894733,0.1025518784776341,0.24865516575439608,0.21721835577240778,0.11536541889483067,0.30232080122701704,0.1471450777126728,0.2687138415426198,14025,1.0,29ede81d11b454679a2acb7c154f272e,0.2964214832270145,0.2693008668989677,0.14349302669189906,0.10449144715205877,0.2516039869681187,0.21721835577240778,0.11348290132868656,0.3371756972866288,0.14977107369271647,0.2847678813103619,13773,1.0,4149d8bc48c8f977acc60f779632c4c2
locked_confirmation,85c722764b0d5787432a5551b5f84a45,5,video_supervised_temporal,member,20260721,row0_zero_history_no_label_burnin,daba59056004115bca6e8b847ef535efc60046a83743c969462b710878277a09,f9542166b8303e4786bf1dd8da6ce48f,940f496ef22e05aa9b7c9c5816e576cd,0.17925485389836393,0.11936668918211313,0.06676551041225433,0.05170845245636847,0.15526577953529422,0.21721835577240778,0.09615524914277376,0.23019634350177146,0.06639016743605447,0.17460102375707204,13707,1.0,0bb43e689970dbb582059d49df02d64a,0.17611851407232665,0.11669388709616738,0.06710012411468283,0.0496660740751218,0.15452183995599025,0.21721835577240778,0.09524163016851013,0.2242754682947671,0.06895316382655234,0.17457439686062376,13471,1.0,68efabdc6c9af8d3d9c6707469159bf3
locked_confirmation,85c722764b0d5787432a5551b5f84a45,5,video_supervised_temporal,member,20260722,row0_zero_history_no_label_burnin,113fc83b02e2c1095a0378156515a69ae89df161062b5a560b696ba11fd845ca,f9542166b8303e4786bf1dd8da6ce48f,940f496ef22e05aa9b7c9c5816e576cd,0.18379289687669598,0.11233142453134512,0.06854034355019042,0.049889461355035525,0.15428433386190055,0.21721835577240778,0.09615524914277376,0.1991569097499021,0.06984499945124997,0.16170611950767383,13707,1.0,22f724d15a5add6868138725bb3edb1a,0.18455161596899208,0.11269585472003557,0.06894720267274602,0.05070560418622071,0.15396959519110184,0.21721835577240778,0.09524163016851013,0.2070084036822142,0.07350266460804197,0.16172605652264563,13471,1.0,c62f96f8e5a00eedb876837e90e20e5f
locked_confirmation,85c722764b0d5787432a5551b5f84a45,5,video_supervised_temporal,member,20260723,row0_zero_history_no_label_burnin,5b2de66ce6df43a233883cca07aa211a8dba8abe25c9e4dfaa43a43c38a146ab,f9542166b8303e4786bf1dd8da6ce48f,940f496ef22e05aa9b7c9c5816e576cd,0.14781263628436522,0.07458419297088006,0.06435240181698129,0.047933523170943584,0.1381877671378745,0.21721835577240778,0.09615524914277376,0.19051473995255752,0.05382425474197984,0.15380726109122614,13707,1.0,e5b9bda9b1eaaaae315804ce3f2cf55e,0.14377471054432567,0.07048374833927157,0.06419597307318618,0.04834013487473568,0.13720291041037222,0.21721835577240778,0.09524163016851013,0.1846257760320856,0.051342071671606454,0.15090929601327385,13471,1.0,cfd38a18a81e040875a99b1720df4eb4
locked_confirmation,85c722764b0d5787432a5551b5f84a45,5,video_supervised_temporal,ensemble,20260721_20260722_20260723,row0_zero_history_no_label_burnin,af3703842bcac002830f7411c92aec41036cf700edcbcb032605b7e94b42bc5b,f9542166b8303e4786bf1dd8da6ce48f,940f496ef22e05aa9b7c9c5816e576cd,0.19236659234715592,0.13389003131177366,0.07652180983735843,0.053428261312690586,0.15911441231643222,0.21721835577240778,0.09615524914277376,0.23245887705267854,0.07005135418609906,0.16772369923735425,13707,1.0,573abb0c07d90a58329f17eeed763343,0.18974918834927337,0.13156886683971722,0.07528452182910109,0.05293646475246491,0.159252762819913,0.21721835577240778,0.09524163016851013,0.2301394444572493,0.06765693972346701,0.16555935236842817,13471,1.0,7955365653455865ccd73e855576c6b2
locked_confirmation,85c722764b0d5787432a5551b5f84a45,5,video_supervised_current_row,member,20260721,row0_zero_history_no_label_burnin,d24a7fbd1f55fda8edd75622eedfd36c78fa26f7c7f2d79943cb2a54dd6c0109,f9542166b8303e4786bf1dd8da6ce48f,940f496ef22e05aa9b7c9c5816e576cd,0.11696470972059102,0.041700477020909565,0.03980244686057813,0.02754999287554312,0.10955814175740164,0.21721835577240778,0.09615524914277376,0.1273954936609931,0.012305531801455966,0.1187359930848241,13707,1.0,96385ef7be02317fba450d5565c121cf,0.11410659741473281,0.03315040218781533,0.03569214265649115,0.024534488483743844,0.10657834773264863,0.21721835577240778,0.09524163016851013,0.12357616895682327,0.015086031927531648,0.11060079321858796,13471,1.0,70073522731079540eed267d867e966d
locked_confirmation,85c722764b0d5787432a5551b5f84a45,5,video_supervised_current_row,member,20260722,row0_zero_history_no_label_burnin,d4d22357dfa5435429010f0caef07f48fd99bd5a040167f6a144002b7a49662e,f9542166b8303e4786bf1dd8da6ce48f,940f496ef22e05aa9b7c9c5816e576cd,0.17086441447385217,0.07631329044657681,0.05667587009143994,0.0501350052786866,0.14337150402605928,0.21721835577240778,0.09615524914277376,0.18958568421816496,0.05013587615287819,0.15454946140508152,13707,1.0,7b1cd39758fa1fd00fc8ca5f8880a1b8,0.16813870630035965,0.0768286791559897,0.06035848705272939,0.04891260578683922,0.14313191635399627,0.21721835577240778,0.09524163016851013,0.18739094733534037,0.05672455231686843,0.15446607947993024,13471,1.0,60f9a0f42766570ce7c523e81f596366
locked_confirmation,85c722764b0d5787432a5551b5f84a45,5,video_supervised_current_row,member,20260723,row0_zero_history_no_label_burnin,79476433242e88082e23ea84ce549d58aa16d710ced61231831059b84e74174c,f9542166b8303e4786bf1dd8da6ce48f,940f496ef22e05aa9b7c9c5816e576cd,0.17377424149359091,0.12851207453223665,0.06171353995576531,0.0471212553143468,0.14365213476201888,0.21721835577240778,0.09615524914277376,0.18966848411157008,0.0675761226060666,0.15523665463494085,13707,1.0,31bc45ab3fd7db95dce03765da6fa3a3,0.1705928769658739,0.13442552961038945,0.06025718651205253,0.04599910097099398,0.1429882792203159,0.21721835577240778,0.09524163016851013,0.1833657802573135,0.07096133066864344,0.15268644076925958,13471,1.0,7826a8808ddf6a39e28775976f95e68d
locked_confirmation,85c722764b0d5787432a5551b5f84a45,5,video_supervised_current_row,ensemble,20260721_20260722_20260723,row0_zero_history_no_label_burnin,a552535843647f09fb81166ea0b236f716bed443baa491a1d0c9433acab205d2,f9542166b8303e4786bf1dd8da6ce48f,940f496ef22e05aa9b7c9c5816e576cd,0.1742160044797872,0.08865344997039107,0.05762016801875815,0.049630204421028945,0.1370587520154567,0.21721835577240778,0.09615524914277376,0.1924724648012648,0.039198873276406046,0.14515730973111765,13707,1.0,56f8608db5e83ea4beb89f22aa0ea08f,0.17120204815010087,0.0829131740674337,0.05621158537869661,0.047100766069007816,0.13548380878055633,0.21721835577240778,0.09524163016851013,0.1886525646145606,0.04735688348971155,0.140904376745634,13471,1.0,248c8f359fe3f48d7086611e72b9ca8a
