candidate,f1,feature_width,head,pr_auc,real_minus_ar_pr_auc,real_minus_random_pr_auc,real_minus_shuffled_pr_auc,real_minus_timestamp_pr_auc,real_minus_video_time_pr_auc,scope,split,target,threshold
pca_sequence_128_causal_past_2s_mean,0.43772241992882566,128,ridge_score,0.39836077643132506,0.10019831591634099,0.10047631311920208,0.007565711344048376,0.15900731646128874,0.070147723456368,all_videos,blocked,arousal__future_change_p3s_movement,0.05
pls_32,0.43154947717392805,,ridge_score,0.39829749691264105,-0.06317907013204702,-0.059246974347870573,-0.05863318686820775,0.07068241064476843,0.0620105578650475,all_videos,grouped_video_mean,arousal__future_change_p3s_movement,0.05
pca_delta_128,0.40603248259860786,768,ridge_score,0.3976165111018848,-0.006108366309602653,0.08704163647920882,0.039205403910840875,0.19761064077638343,0.20351909234976046,all_videos,grouped_1,arousal__future_spike_1_3s,0.05
cortical_pca_64,0.3932038834951457,64,ridge_score,0.39729821204965515,0.015375260218220721,0.022799983421273984,0.02382435721546189,0.1750546078823824,0.19394479733561648,all_videos,grouped_2,arousal__future_spike_1_3s,0.05
pca_delta_128,0.4329896907216495,768,ridge_score,0.39713697771852113,-0.042005610758544754,0.0036739382181368296,0.001953264407151434,0.09481555286741866,0.09016283575056555,all_videos,grouped_3,arousal__future_change_p3s_movement,0.05
pca_sequence_128_causal_past_2s_mean_std_last_slope,0.4156479217603912,512,ridge_score,0.39698679290583394,-0.023522068019029063,0.012314485587853807,0.013503667995900193,0.09269348242543396,0.06923942421950041,all_videos,grouped_1,arousal__future_change_p3s_movement,0.05
pca_current_256,0.420253164556962,256,ridge_score,0.39690959328322956,-0.042356714630854386,-0.015485729925483693,-0.008853784908739504,0.09320313560526489,0.09129440836972119,all_videos,grouped_3,arousal__future_change_p3s_movement,0.05
pca_sequence_256_causal_past_2s_mean,0.42702715853927253,,ridge_score,0.39634769530815434,-0.0612319803041673,-0.03208266413316826,-0.027721407410173073,0.08901135357665094,0.0801846339531749,all_videos,grouped_video_mean,arousal__future_change_p3s_movement,0.05
pca_sequence_256_causal_past_2s_mean,0.3978201634877384,256,ridge_score,0.39580945431467224,-0.058805894305727135,-0.02638138371192489,-0.024074781872079343,0.21178362589099375,0.1961769646532122,all_videos,grouped_1,arousal__future_spike_1_3s,0.05
pca_sequence_128_causal_past_2s_mean,0.4121212121212121,128,ridge_score,0.3954370699369153,0.046758344465749335,0.05907884472527425,0.05950875296955599,0.26349358079666213,0.2521295671959938,all_videos,official,arousal__future_spike_1_3s,0.05
raw_current_ridge,0.43529411764705883,20484,ridge_score,0.3936822927940762,-0.0397490232299742,0.11697766068415844,-0.015845752419247072,0.09101871411443951,0.08914321078802939,all_videos,grouped_3,arousal__future_change_p3s_movement,0.05
pca_sequence_128_causal_past_2s_mean_std_last_slope,0.4152249134948097,512,ridge_score,0.39364970936496707,-0.02603880532821584,0.017150016660057887,0.011611465340909788,0.14305496272984386,0.05615799042534603,all_videos,official,arousal__future_change_p3s_movement,0.05
pca_sequence_128_causal_past_2s_mean_std_last_slope,0.41843971631205673,512,ridge_score,0.3926102655277838,-0.06637407557752972,0.00019480537939509102,-0.011609034087242787,0.11849800399181443,0.11799803716921808,all_videos,grouped_4,arousal__future_change_p3s_movement,0.05
pca_current_128,0.40903761575628633,,ridge_score,0.3925770418049014,0.019591163105935026,0.031666094887244235,0.03684152034352358,0.1851200500264628,0.19716368949210664,all_videos,grouped_video_mean,arousal__future_spike_1_3s,0.05
pca_current_256,0.4343065693430657,256,ridge_score,0.3923841615426609,-0.07707364226453367,-0.047700779809947136,-0.0356178829896045,0.06164978950545891,0.049535208951049625,all_videos,grouped_4,arousal__future_change_p3s_movement,0.05
