validation_protocol,fold,seed,variant_name,control_type,epoch,train_loss,inner_val_selection_policy,inner_val_top_5pct_lift,inner_val_top_5pct_lift_delta_vs_frozen_ar,inner_val_spearman,inner_val_spearman_delta_vs_frozen_ar,true_inner_val_top_5pct_lift_delta_vs_frozen_ar,true_inner_val_spearman_delta_vs_frozen_ar,alpha,gate_mean,gate_p95
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,8,0.011290029331576079,true_inner_val_continuous_target,0.06400223821401596,-0.014712251722812653,0.19790461863002365,-0.07549864956109817,-0.014712251722812653,-0.07549864956109817,0.0020052131731063128,0.32247063517570496,0.9946370124816895
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,9,0.011266974033787847,true_inner_val_continuous_target,0.06260466575622559,-0.016109824180603027,0.19587481635728796,-0.07752845183383386,-0.016109824180603027,-0.07752845183383386,0.002011942444369197,0.3375556468963623,0.9969780445098877
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,10,0.011244254128541797,true_inner_val_continuous_target,0.0630328580737114,-0.015681631863117218,0.1947059337722603,-0.07869733441886151,-0.015681631863117218,-0.07869733441886151,0.002018456347286701,0.3498685956001282,0.9981900453567505
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_continuous_residual,1,0.011620021075941622,true_inner_val_continuous_target,0.07844281196594238,-0.00027167797088623047,0.2720915170951736,-0.0013117510959482215,-0.00027167797088623047,-0.0013117510959482215,0.0018248750129714608,0.024431167170405388,0.06034711375832558
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_continuous_residual,2,0.01162687677424401,true_inner_val_continuous_target,0.0787280946969986,1.360476016998291e-05,0.2712602068244969,-0.0021430613666248988,1.360476016998291e-05,-0.0021430613666248988,0.0018637701869010925,0.042828112840652466,0.15623989701271057
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_continuous_residual,3,0.011614116316195577,true_inner_val_continuous_target,0.07805585861206055,-0.0006586313247680664,0.26433834245131527,-0.00906492573980655,-0.0006586313247680664,-0.00906492573980655,0.0019057237077504396,0.09699235111474991,0.4493713974952698
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_continuous_residual,4,0.011537243146449327,true_inner_val_continuous_target,0.07728732377290726,-0.0014271661639213562,0.24357707318694288,-0.029826195004178935,-0.0014271661639213562,-0.029826195004178935,0.0019488148391246796,0.17105063796043396,0.7844496965408325
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_continuous_residual,5,0.011427128687500954,true_inner_val_continuous_target,0.06788929551839828,-0.010825194418430328,0.21588947475532605,-0.05751379343579577,-0.010825194418430328,-0.05751379343579577,0.001989257289096713,0.2344314157962799,0.9346193075180054
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_continuous_residual,6,0.011351462278980762,true_inner_val_continuous_target,0.057156920433044434,-0.02155756950378418,0.1977658536184922,-0.07563741457262962,-0.02155756950378418,-0.07563741457262962,0.002012816024944186,0.2754920423030853,0.9760519862174988
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_continuous_residual,7,0.01131419133162126,true_inner_val_continuous_target,0.05821894854307175,-0.020495541393756866,0.19449607627966953,-0.07890719191145229,-0.020495541393756866,-0.07890719191145229,0.002015122678130865,0.30163058638572693,0.989065408706665
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_continuous_residual,8,0.011293385468889028,true_inner_val_continuous_target,0.06281677633523941,-0.015897713601589203,0.19734561397895153,-0.07605765421217028,-0.015897713601589203,-0.07605765421217028,0.0020098991226404905,0.32012566924095154,0.9941007494926453
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_continuous_residual,9,0.011269037669990212,true_inner_val_continuous_target,0.06202680617570877,-0.016687683761119843,0.19493368206345013,-0.07846958612767169,-0.016687683761119843,-0.07846958612767169,0.0020164106972515583,0.33544039726257324,0.9967328310012817
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,random_pca_continuous_residual,10,0.011245427944231778,true_inner_val_continuous_target,0.06187447905540466,-0.01684001088142395,0.1938058604152712,-0.07959740777585061,-0.01684001088142395,-0.07959740777585061,0.002022553002461791,0.3478865623474121,0.9980769157409668
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,1,0.011619767872616649,true_inner_val_continuous_target,0.07871448993682861,0.0,0.2719822470780598,-0.0014210211130620265,0.0,-0.0014210211130620265,0.0018250428838655353,0.026288678869605064,0.06738439202308655
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,2,0.011621320038102567,true_inner_val_continuous_target,0.08003881573677063,0.0013243257999420166,0.2707355009221411,-0.002667767268980714,0.0013243257999420166,-0.002667767268980714,0.001863923855125904,0.043574415147304535,0.1635943204164505
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,3,0.011583388550207019,true_inner_val_continuous_target,0.07996386289596558,0.0012493729591369629,0.26398574320792073,-0.009417524983201087,0.0012493729591369629,-0.009417524983201087,0.001904924283735454,0.07067040354013443,0.3861633539199829
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,4,0.011498642852529883,true_inner_val_continuous_target,0.07065046578645706,-0.008064024150371552,0.25361519477239336,-0.019788073418728458,-0.008064024150371552,-0.019788073418728458,0.0019447561353445053,0.09699183702468872,0.6548837423324585
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,5,0.01141969277523458,true_inner_val_continuous_target,0.06039499491453171,-0.018319495022296906,0.24495613937600144,-0.028447128815120376,-0.018319495022296906,-0.028447128815120376,0.0019798525609076023,0.12058942764997482,0.8172730207443237
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,6,0.011351213965099305,true_inner_val_continuous_target,0.05639041215181351,-0.022324077785015106,0.23725713791021447,-0.03614613028090735,-0.022324077785015106,-0.03614613028090735,0.002006706316024065,0.14113906025886536,0.8977333903312683
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,7,0.011284583539236337,true_inner_val_continuous_target,0.05529935657978058,-0.023415133357048035,0.2323122826205904,-0.041090985570531424,-0.023415133357048035,-0.041090985570531424,0.002028710674494505,0.1571706086397171,0.9346161484718323
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,8,0.011237090860959142,true_inner_val_continuous_target,0.056066177785396576,-0.022648312151432037,0.22964339914752524,-0.04375986904359658,-0.022648312151432037,-0.04375986904359658,0.0020463799592107534,0.16930007934570312,0.959216833114624
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,9,0.01118803455028683,true_inner_val_continuous_target,0.05821608006954193,-0.020498409867286682,0.22737345652741545,-0.04602981166370637,-0.020498409867286682,-0.04602981166370637,0.0020644976757466793,0.18034952878952026,0.9678338766098022
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,10,0.011135485023260117,true_inner_val_continuous_target,0.05650707334280014,-0.022207416594028473,0.22472525410083155,-0.04867801409029027,-0.022207416594028473,-0.04867801409029027,0.0020828351844102144,0.19089363515377045,0.9754002690315247
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_continuous_residual,1,0.013619312841910869,permuted_inner_val_continuous_target,-0.0013332627713680267,0.0,0.011598569758856881,-0.0006012181331860565,-0.00013583898544311523,-0.001508476872621456,0.0018253688467666507,0.02884664200246334,0.07859428226947784
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_continuous_residual,2,0.01361533411545679,permuted_inner_val_continuous_target,-0.0008743256330490112,0.0004589371383190155,0.012595448448558772,0.0003956605565158342,0.0002573281526565552,-0.0039341768998115145,0.0018639626214280725,0.059579312801361084,0.2392486333847046
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_continuous_residual,3,0.013557919417507946,permuted_inner_val_continuous_target,-0.0012809596955776215,5.2303075790405273e-05,0.014183535619944398,0.0019837477279014606,-0.0012095198035240173,-0.021333678843898418,0.001905964338220656,0.12636980414390564,0.6145305037498474
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_continuous_residual,4,0.013420611910987645,permuted_inner_val_continuous_target,-0.0019459575414657593,-0.0006126947700977325,0.015078205390792706,0.0028784174987497683,-0.0072348639369010925,-0.04827522457205061,0.0019482815405353904,0.19483986496925354,0.8795946836471558
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_continuous_residual,5,0.013251829193904996,permuted_inner_val_continuous_target,-0.0012327060103416443,0.00010055676102638245,0.01653190911471142,0.00433212122266848,-0.019898109138011932,-0.07270059286182443,0.0019837801810353994,0.24260377883911133,0.9591871500015259
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_continuous_residual,6,0.013157375971786678,permuted_inner_val_continuous_target,0.0002320222556591034,0.0015652850270271301,0.016763133607579635,0.0045633457155366975,-0.02623230218887329,-0.08326838495889818,0.002000198932364583,0.2720279395580292,0.9825101494789124
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_continuous_residual,7,0.013121074705850333,permuted_inner_val_continuous_target,-9.890273213386536e-05,0.0012343600392341614,0.016979350005270073,0.004779562113227135,-0.024361148476600647,-0.08235943010749677,0.0019985188264399767,0.29053032398223877,0.9906682968139648
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_continuous_residual,8,0.01307295064907521,permuted_inner_val_continuous_target,-0.0010440908372402191,0.0002891719341278076,0.017200498881328824,0.005000710989285886,-0.022028714418411255,-0.08101228245534192,0.001999865984544158,0.30448588728904724,0.9943671822547913
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_continuous_residual,9,0.013041128171607852,permuted_inner_val_continuous_target,-0.0012455619871616364,8.770078420639038e-05,0.01746301542247958,0.005263227530436643,-0.0223049595952034,-0.08248447665960398,0.002007867442443967,0.3157077133655548,0.9963349103927612
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_continuous_residual,10,0.013007911620661616,permuted_inner_val_continuous_target,-0.0010959841310977936,0.00023727864027023315,0.017683970084128923,0.005484182192085985,-0.02247760444879532,-0.08277831321865925,0.002015376463532448,0.3249607980251312,0.9974825382232666
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_continuous_residual,11,0.012977507314644754,permuted_inner_val_continuous_target,-0.0007521882653236389,0.0005810745060443878,0.01779166251388242,0.005591874621839481,-0.022562280297279358,-0.08192709423735256,0.002021669177338481,0.3329275846481323,0.998209536075592
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_continuous_residual,12,0.012963500281330198,permuted_inner_val_continuous_target,-0.0007995925843715668,0.00053367018699646,0.01784311604665137,0.0056433281546084315,-0.021985933184623718,-0.08110079029392056,0.0020283700432628393,0.3396765887737274,0.9986727833747864
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_continuous_residual,13,0.01294043130474165,permuted_inner_val_continuous_target,-0.0005399920046329498,0.0007932707667350769,0.017932582833612133,0.005732794941569195,-0.021386563777923584,-0.0811444628788838,0.0020368306431919336,0.3457798957824707,0.9990010261535645
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,label_permutation_continuous_residual,14,0.012931261560879648,permuted_inner_val_continuous_target,-0.0005765929818153381,0.0007566697895526886,0.017962909410420187,0.005763121518377249,-0.0198599174618721,-0.08000124977988182,0.0020442453678697348,0.35120782256126404,0.9992203712463379
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,diagnostics_only_continuous_residual,1,0.011620158154983073,true_inner_val_continuous_target,0.07862460613250732,-8.988380432128906e-05,0.2720870968418206,-0.0013161713493012317,-8.988380432128906e-05,-0.0013161713493012317,0.0018066641641780734,0.01996205933392048,0.024595065042376518
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,diagnostics_only_continuous_residual,2,0.0116269601858221,true_inner_val_continuous_target,0.07879015803337097,7.56680965423584e-05,0.272121614840119,-0.0012816533510028316,7.56680965423584e-05,-0.0012816533510028316,0.0018446085741743445,0.024004189297556877,0.05355124920606613
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,diagnostics_only_continuous_residual,3,0.011614499904680997,true_inner_val_continuous_target,0.0790436714887619,0.0003291815519332886,0.27056299201781037,-0.002840276173311451,0.0003291815519332886,-0.002840276173311451,0.0018863251898437738,0.05659198388457298,0.24097973108291626
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,diagnostics_only_continuous_residual,4,0.01150611013872549,true_inner_val_continuous_target,0.07930192351341248,0.0005874335765838623,0.25194761800532567,-0.02145565018579615,0.0005874335765838623,-0.02145565018579615,0.001929364982061088,0.13146214187145233,0.6585959196090698
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,diagnostics_only_continuous_residual,5,0.011315474810544401,true_inner_val_continuous_target,0.07607519626617432,-0.002639293670654297,0.21962838911586116,-0.053774879075260656,-0.002639293670654297,-0.053774879075260656,0.001971527934074402,0.19387440383434296,0.8992170691490173
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,diagnostics_only_continuous_residual,6,0.011174603889230639,true_inner_val_continuous_target,0.07031060010194778,-0.008403889834880829,0.19753304023636786,-0.07587022795475395,-0.008403889834880829,-0.07587022795475395,0.002005366375669837,0.22498852014541626,0.9602518677711487
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,diagnostics_only_continuous_residual,7,0.011120131413917989,true_inner_val_continuous_target,0.06140608340501785,-0.01730840653181076,0.18638435264644462,-0.0870189155446772,-0.01730840653181076,-0.0870189155446772,0.0020239257719367743,0.2414291948080063,0.9782518148422241
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,diagnostics_only_continuous_residual,8,0.01111430412856862,true_inner_val_continuous_target,0.05953963100910187,-0.019174858927726746,0.18338991378411262,-0.0900133544070092,-0.019174858927726746,-0.0900133544070092,0.002027049195021391,0.2522217631340027,0.9859787225723267
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,diagnostics_only_continuous_residual,9,0.01110540225636214,true_inner_val_continuous_target,0.06252634525299072,-0.01618814468383789,0.18346685590026687,-0.08993641229085494,-0.01618814468383789,-0.08993641229085494,0.0020241844467818737,0.2601148188114166,0.9899867177009583
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,diagnostics_only_continuous_residual,10,0.011094795248936862,true_inner_val_continuous_target,0.06484819948673248,-0.01386629045009613,0.18350633394321017,-0.08989693424791165,-0.01386629045009613,-0.08989693424791165,0.00202178000472486,0.26736655831336975,0.9928450584411621
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,diagnostics_only_continuous_residual,11,0.011079387739300728,true_inner_val_continuous_target,0.06554153561592102,-0.013172954320907593,0.18232636727745952,-0.0910769009136623,-0.013172954320907593,-0.0910769009136623,0.0020223536994308233,0.2739158570766449,0.9948172569274902
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,diagnostics_only_continuous_residual,12,0.011090251617133617,true_inner_val_continuous_target,0.06548228114843369,-0.013232208788394928,0.18089892340118766,-0.09250434478993416,-0.013232208788394928,-0.09250434478993416,0.0020237930584698915,0.27986425161361694,0.9961787462234497
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,real_continuous_residual,1,0.011485541646834463,true_inner_val_continuous_target,0.07869952917098999,-1.1578202247619629e-05,0.27536374825822946,-0.0012426110393218837,-1.1578202247619629e-05,-0.0012426110393218837,0.0018116161227226257,0.021137963980436325,0.049728184938430786
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,real_continuous_residual,2,0.011481380090117455,true_inner_val_continuous_target,0.0794997364282608,0.0007886290550231934,0.27526485551265223,-0.0013415037848991118,0.0007886290550231934,-0.0013415037848991118,0.001849083579145372,0.043865516781806946,0.19084298610687256
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,real_continuous_residual,3,0.011394660570658743,true_inner_val_continuous_target,0.07958047091960907,0.00086936354637146,0.26553991648618674,-0.011066442811364596,0.00086936354637146,-0.011066442811364596,0.001890444429591298,0.1085439994931221,0.597486674785614
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,real_continuous_residual,4,0.011168161407113075,true_inner_val_continuous_target,0.0772322565317154,-0.0014788508415222168,0.23333618452286775,-0.04327017477468359,-0.0014788508415222168,-0.04327017477468359,0.001932442537508905,0.17315009236335754,0.8790704607963562
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,real_continuous_residual,5,0.010987246700096875,true_inner_val_continuous_target,0.0672585740685463,-0.011452533304691315,0.20936106321509299,-0.06724529608245836,-0.011452533304691315,-0.06724529608245836,0.001964894589036703,0.20443496108055115,0.9456403851509094
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,real_continuous_residual,6,0.010901521542109549,true_inner_val_continuous_target,0.06623207777738571,-0.012479029595851898,0.2052861925690913,-0.07132016672846003,-0.012479029595851898,-0.07132016672846003,0.001978413900360465,0.2136477380990982,0.9580571055412292
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,real_continuous_residual,7,0.010862338589504361,true_inner_val_continuous_target,0.07064437866210938,-0.008066728711128235,0.21028597642322114,-0.0663203828743302,-0.008066728711128235,-0.0663203828743302,0.0019854996353387833,0.21613407135009766,0.9601084589958191
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,real_continuous_residual,8,0.01081111328676343,true_inner_val_continuous_target,0.07077983766794205,-0.007931269705295563,0.21315969918675998,-0.06344666011079136,-0.007931269705295563,-0.06344666011079136,0.0019985735416412354,0.2182386815547943,0.9610950350761414
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,real_continuous_residual,9,0.010774618189316243,true_inner_val_continuous_target,0.07180091738700867,-0.006910189986228943,0.21472116001140154,-0.0618851992861498,-0.006910189986228943,-0.0618851992861498,0.0020141946151852608,0.22103096544742584,0.9634740352630615
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,real_continuous_residual,10,0.01073909067781642,true_inner_val_continuous_target,0.0744224488735199,-0.004288658499717712,0.21582561149045462,-0.06078074780709672,-0.004288658499717712,-0.06078074780709672,0.002031502313911915,0.22335919737815857,0.9650983810424805
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,real_continuous_residual,11,0.01070286298636347,true_inner_val_continuous_target,0.07575272023677826,-0.0029583871364593506,0.21858027557924847,-0.05802608371830287,-0.0029583871364593506,-0.05802608371830287,0.002047427697107196,0.22500178217887878,0.9659297466278076
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,1,0.011485558236017823,true_inner_val_continuous_target,0.0787111222743988,1.4901161193847656e-08,0.27537363211976856,-0.0012327271777827775,1.4901161193847656e-08,-0.0012327271777827775,0.0018141003092750907,0.021634895354509354,0.052006058394908905
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,2,0.011484440881758928,true_inner_val_continuous_target,0.07962006330490112,0.0009089559316635132,0.2751743106889797,-0.0014320486085716566,0.0009089559316635132,-0.0014320486085716566,0.0018518675351515412,0.04367129132151604,0.1873798668384552
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,3,0.011429615318775177,true_inner_val_continuous_target,0.07792791724205017,-0.000783190131187439,0.26404894091621084,-0.012557418381340502,-0.000783190131187439,-0.012557418381340502,0.0018933875253424048,0.10527892410755157,0.5695264339447021
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,4,0.011258507496677339,true_inner_val_continuous_target,0.07663140445947647,-0.002079702913761139,0.22869887365439673,-0.04790748564315461,-0.002079702913761139,-0.04790748564315461,0.001935950480401516,0.1733412742614746,0.877490758895874
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,5,0.01109442493179813,true_inner_val_continuous_target,0.06064806878566742,-0.01806303858757019,0.19751080053817072,-0.07909555875938062,-0.01806303858757019,-0.07909555875938062,0.0019708494655787945,0.21240969002246857,0.9595777988433838
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,6,0.01102808746509254,true_inner_val_continuous_target,0.05327100306749344,-0.02544010430574417,0.1869723321850634,-0.08963402711248794,-0.02544010430574417,-0.08963402711248794,0.0019836227875202894,0.23039208352565765,0.9787154793739319
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,7,0.011023501865565777,true_inner_val_continuous_target,0.05683594197034836,-0.02187516540288925,0.18778285223733163,-0.08882350706021971,-0.02187516540288925,-0.08882350706021971,0.0019786888733506203,0.24079588055610657,0.9859000444412231
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,8,0.011005750857293606,true_inner_val_continuous_target,0.05833244323730469,-0.020378664135932922,0.18838144151528396,-0.08822491778226738,-0.020378664135932922,-0.08822491778226738,0.001976015977561474,0.249277725815773,0.99013751745224
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,9,0.011001155711710453,true_inner_val_continuous_target,0.059787727892398834,-0.018923379480838776,0.18827443786959816,-0.08833192142795318,-0.018923379480838776,-0.08833192142795318,0.001975483726710081,0.25688281655311584,0.9929832220077515
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,10,0.010993543895892799,true_inner_val_continuous_target,0.05996213108301163,-0.018748976290225983,0.1863191795453086,-0.09028717975224274,-0.018748976290225983,-0.09028717975224274,0.0019789827056229115,0.2636266350746155,0.9949430823326111
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,random_pca_continuous_residual,1,0.011485564289614558,true_inner_val_continuous_target,0.078823521733284,0.00011241436004638672,0.27533473818505055,-0.001271621112500787,0.00011241436004638672,-0.001271621112500787,0.0018128445371985435,0.021766455844044685,0.052868738770484924
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,random_pca_continuous_residual,2,0.011484006186947227,true_inner_val_continuous_target,0.07943715155124664,0.0007260441780090332,0.2749234201757026,-0.0016829391218487477,0.0007260441780090332,-0.0016829391218487477,0.0018504727631807327,0.04486571252346039,0.19475194811820984
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,random_pca_continuous_residual,3,0.011426280019804835,true_inner_val_continuous_target,0.07824292778968811,-0.0004681795835494995,0.26396307736656754,-0.012643281930983796,-0.0004681795835494995,-0.012643281930983796,0.0018919402500614524,0.10795791447162628,0.5780620574951172
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,random_pca_continuous_residual,4,0.011252507218159735,true_inner_val_continuous_target,0.0759420394897461,-0.002769067883491516,0.2278387737591935,-0.04876758553835783,-0.002769067883491516,-0.04876758553835783,0.0019343448802828789,0.1757940948009491,0.8790454864501953
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,random_pca_continuous_residual,5,0.011091464664787054,true_inner_val_continuous_target,0.05821099132299423,-0.020500116050243378,0.1973609346424851,-0.07924542465506623,-0.020500116050243378,-0.07924542465506623,0.001968397991731763,0.21401263773441315,0.9587802886962891
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,random_pca_continuous_residual,6,0.011028537119273096,true_inner_val_continuous_target,0.05248955637216568,-0.02622155100107193,0.18751937806235525,-0.0890869812351961,-0.02622155100107193,-0.0890869812351961,0.0019795852713286877,0.2315167933702469,0.9777806997299194
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,random_pca_continuous_residual,7,0.011024206702131778,true_inner_val_continuous_target,0.05541671812534332,-0.023294389247894287,0.188729291654769,-0.08787706764278233,-0.023294389247894287,-0.08787706764278233,0.001974618062376976,0.24136120080947876,0.9848605394363403
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,random_pca_continuous_residual,8,0.011006544809788465,true_inner_val_continuous_target,0.058116622269153595,-0.020594485104084015,0.18937042334455284,-0.0872359359529985,-0.020594485104084015,-0.0872359359529985,0.0019722713623195887,0.24951665103435516,0.9893040657043457
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,random_pca_continuous_residual,9,0.011002313811331987,true_inner_val_continuous_target,0.05892198532819748,-0.01978912204504013,0.18901671056662425,-0.08758964873092709,-0.01978912204504013,-0.08758964873092709,0.0019724948797374964,0.25679078698158264,0.9923262596130371
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,random_pca_continuous_residual,10,0.010994790645781904,true_inner_val_continuous_target,0.058134526014328,-0.020576581358909607,0.18717274496844544,-0.0894336143291059,-0.020576581358909607,-0.0894336143291059,0.0019756455440074205,0.263288289308548,0.9944788217544556
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,1,0.011485665279906243,true_inner_val_continuous_target,0.0786995142698288,-1.1593103408813477e-05,0.2753770705772957,-0.001229288720255628,-1.1593103408813477e-05,-0.001229288720255628,0.001807403634302318,0.0208894032984972,0.04563159868121147
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,2,0.011486493574921042,true_inner_val_continuous_target,0.07909010350704193,0.0003789961338043213,0.2751463971762444,-0.0014599621213069458,0.0003789961338043213,-0.0014599621213069458,0.0018435294041410089,0.030334122478961945,0.07180319726467133
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,3,0.011456588981673121,true_inner_val_continuous_target,0.07798115909099579,-0.0007299482822418213,0.27131656519910635,-0.005289794098444989,-0.0007299482822418213,-0.005289794098444989,0.0018843526486307383,0.04868052527308464,0.169813334941864
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,4,0.011399190174415708,true_inner_val_continuous_target,0.07124947756528854,-0.007461629807949066,0.26293396236923866,-0.01367239692831268,-0.007461629807949066,-0.01367239692831268,0.0019245253643020988,0.06536806374788284,0.3438006639480591
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,5,0.01135221851291135,true_inner_val_continuous_target,0.06472516804933548,-0.01398593932390213,0.25550960882794016,-0.02109675046961118,-0.01398593932390213,-0.02109675046961118,0.001959732500836253,0.08054447919130325,0.5347843170166016
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,6,0.011290976544842124,true_inner_val_continuous_target,0.06172797083854675,-0.016983136534690857,0.25013529763453307,-0.02647106166301827,-0.016983136534690857,-0.02647106166301827,0.0019858176819980145,0.0957183912396431,0.6914001107215881
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,7,0.011247924761846662,true_inner_val_continuous_target,0.054480329155921936,-0.024230778217315674,0.24475459512754877,-0.03185176417000257,-0.024230778217315674,-0.03185176417000257,0.002010596916079521,0.11157812178134918,0.861747145652771
blocked_temporal_70_30,1,20260627,monotonic_do_no_harm_residual,train_only_video_mean_continuous_residual,8,0.011188451433554292,true_inner_val_continuous_target,0.052251651883125305,-0.026459455490112305,0.24138833000124701,-0.035218029296304326,-0.026459455490112305,-0.035218029296304326,0.0020306643564254045,0.12367478013038635,0.8993723392486572
