validation_protocol,fold,seed,variant_name,control_type,epoch,train_loss,inner_val_selection_policy,inner_val_top_5pct_lift,inner_val_top_5pct_lift_delta_vs_frozen_ar,inner_val_spearman,inner_val_spearman_delta_vs_frozen_ar,true_inner_val_top_5pct_lift_delta_vs_frozen_ar,true_inner_val_spearman_delta_vs_frozen_ar,alpha,gate_mean,gate_p95
blocked_temporal_70_30,1,20260625,monotonic_do_no_harm_residual,diagnostics_only_continuous_residual,9,0.01128072733990848,true_inner_val_continuous_target,0.06557199358940125,-0.012947365641593933,0.19285056629933234,-0.08194440350817739,-0.012947365641593933,-0.08194440350817739,0.001988742733374238,0.364592045545578,0.999125063419342
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,real_continuous_residual,1,0.011619958386290818,true_inner_val_continuous_target,0.0785786509513855,-0.00013583898544311523,0.2719792060326109,-0.0014240621585109303,-0.00013583898544311523,-0.0014240621585109303,0.0018245239043608308,0.027489112690091133,0.07066631317138672
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,real_continuous_residual,2,0.011624464474152774,true_inner_val_continuous_target,0.07898049056529999,0.0002660006284713745,0.27029998073805545,-0.0031032874530663723,0.0002660006284713745,-0.0031032874530663723,0.0018626822857186198,0.054107874631881714,0.20536407828330994
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,real_continuous_residual,3,0.011591710092034191,true_inner_val_continuous_target,0.07764505594968796,-0.0010694339871406555,0.25854243736784566,-0.014860830823276161,-0.0010694339871406555,-0.014860830823276161,0.0019046720117330551,0.11632995307445526,0.5672271847724915
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,real_continuous_residual,4,0.011463563947472721,true_inner_val_continuous_target,0.07385337352752686,-0.004861116409301758,0.2347480112969541,-0.03865525689416771,-0.004861116409301758,-0.03865525689416771,0.0019473175052553415,0.18611840903759003,0.8597645163536072
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,real_continuous_residual,5,0.011325793107971549,true_inner_val_continuous_target,0.06766297668218613,-0.011051513254642487,0.21306333669337257,-0.060339931497749244,-0.011051513254642487,-0.060339931497749244,0.001984386472031474,0.2356913685798645,0.9520551562309265
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,real_continuous_residual,6,0.011246444773860276,true_inner_val_continuous_target,0.06362614035606384,-0.01508834958076477,0.2049893683364022,-0.06841389985471963,-0.01508834958076477,-0.06841389985471963,0.002002312568947673,0.2633485496044159,0.9757382869720459
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,real_continuous_residual,7,0.011186465446371585,true_inner_val_continuous_target,0.06497294455766678,-0.013741545379161835,0.205397713291588,-0.0680055548995338,-0.013741545379161835,-0.0680055548995338,0.002011544769629836,0.281313419342041,0.9853015542030334
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,real_continuous_residual,8,0.0111386674689129,true_inner_val_continuous_target,0.06654277443885803,-0.012171715497970581,0.20868541170253244,-0.06471785648858938,-0.012171715497970581,-0.06471785648858938,0.0020221765153110027,0.2955653667449951,0.99044269323349
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,real_continuous_residual,9,0.011085984006058425,true_inner_val_continuous_target,0.06719639897346497,-0.011518090963363647,0.20788453565253898,-0.06551873253858284,-0.011518090963363647,-0.06551873253858284,0.002042847452685237,0.3088570237159729,0.9938201904296875
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,real_continuous_residual,10,0.011032569222152233,true_inner_val_continuous_target,0.06773877888917923,-0.010975711047649384,0.20924452444537475,-0.06415874374574707,-0.010975711047649384,-0.06415874374574707,0.0020633323583751917,0.32071200013160706,0.9958926439285278
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,1,0.011620023055002093,true_inner_val_continuous_target,0.07871448993682861,0.0,0.27207144879718265,-0.001331819393939171,0.0,-0.001331819393939171,0.0018246403196826577,0.02530440129339695,0.06500798463821411
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,2,0.011626186256762594,true_inner_val_continuous_target,0.07880561053752899,9.112060070037842e-05,0.27125809616564095,-0.002145172025480868,9.112060070037842e-05,-0.002145172025480868,0.001863672281615436,0.04792165383696556,0.17905262112617493
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,3,0.011609039036557078,true_inner_val_continuous_target,0.07872246205806732,7.972121238708496e-06,0.2623434653120821,-0.011059802879039737,7.972121238708496e-06,-0.011059802879039737,0.001905634067952633,0.1065114289522171,0.4988316297531128
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,4,0.011522838613018394,true_inner_val_continuous_target,0.0761362612247467,-0.002578228712081909,0.23933461878759452,-0.0340686494035273,-0.002578228712081909,-0.0340686494035273,0.0019486270612105727,0.18082179129123688,0.8189757466316223
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,5,0.011411614425014704,true_inner_val_continuous_target,0.0670371726155281,-0.011677317321300507,0.21198140937348933,-0.061421858817632485,-0.011677317321300507,-0.061421858817632485,0.001988022355362773,0.24127130210399628,0.9450536966323853
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,6,0.011344157450366765,true_inner_val_continuous_target,0.058954015374183655,-0.01976047456264496,0.19705975023023423,-0.07634351796088759,-0.01976047456264496,-0.07634351796088759,0.002008595271036029,0.27927765250205994,0.9788240790367126
blocked_temporal_70_30,1,20260626,monotonic_do_no_harm_residual,shuffled_pca_continuous_residual,7,0.011309282388538122,true_inner_val_continuous_target,0.05905807763338089,-0.019656412303447723,0.19552011891693674,-0.07788314927418508,-0.019656412303447723,-0.07788314927418508,0.002008930779993534,0.3043524920940399,0.9900543093681335
