schema_version,target_name,validation_protocol,fold,feature_name,model_head,loss_name,seed,control_type,n_train,n_test,feature_width,train_event_count,test_event_count,train_positive_rate,test_positive_rate,checkpoint_path,checkpoint_checksum,checkpoint_best_epoch,checkpoint_file_loadable,eval_mode_scoring,dropout_disabled_for_scoring,source_was_legacy_train_mode_dropout_scoring,status,decision_threshold_train_only,pr_auc,roc_auc,f1,precision,recall,balanced_accuracy,accuracy,continuous_mae,continuous_mse,continuous_rmse,continuous_pearson,continuous_spearman,spearman_future_movement,top_1pct_precision,top_1pct_recall,top_1pct_lift,top_1pct_avg_true_movement,top_1pct_avg_true_movement_lift,top_5pct_precision,top_5pct_recall,top_5pct_lift,top_5pct_avg_true_movement,top_5pct_avg_true_movement_lift,top_10pct_precision,top_10pct_recall,top_10pct_lift,top_10pct_avg_true_movement,top_10pct_avg_true_movement_lift
again_dense_2hz_phase5_evalmode_rescore_v1,arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,1,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,binary,20260626,ar_plus_random_pca,162758,70331,316,16361,7824,0.10052347657258015,0.11124539676671738,outputs/again_dense_2hz_phase5_adversarial_repair_fixplus_20260629_171825/checkpoints/arousal_spike_rows_2_6_train_q90__blocked_temporal_70_30__fold1__temporal_mean_2s_then_pca256__ar_plus_random_pca__gated_ar_pca_mlp__binary__20260626__best.npz,b918b75c1089a004c70be01918903927,8,True,True,True,True,success,-1.7881112396717074,0.2257250302876908,0.6989196923645984,0.26608531699269383,0.24682990817665063,0.28859918200408996,0.5891857637506972,0.822894598398999,2.803976058959961,8.77226448059082,2.9618008846968125,0.25655112953144943,0.1832081939081571,0.1832081939081571,0.43323863636363635,0.038982617586912065,3.8944410191833985,0.19559504091739655,0.14475412666797638,0.3212965595678135,0.1444274028629857,2.888178467658984,0.1288246363401413,0.07798372209072113,0.2679840773386409,0.24092535787321062,2.408945314839462,0.10442627221345901,0.05358535796403885
again_dense_2hz_phase5_evalmode_rescore_v1,arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,1,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,binary,20260627,ar_plus_random_pca,162758,70331,316,16361,7824,0.10052347657258015,0.11124539676671738,outputs/again_dense_2hz_phase5_adversarial_repair_fixplus_20260629_171825/checkpoints/arousal_spike_rows_2_6_train_q90__blocked_temporal_70_30__fold1__temporal_mean_2s_then_pca256__ar_plus_random_pca__gated_ar_pca_mlp__binary__20260627__best.npz,4c4368f72875c9d4016e5b130a70ff3f,9,True,True,True,True,success,-1.8027680337429048,0.2306278497631678,0.7026400343774993,0.27479665281760196,0.25342687533729086,0.3001022494887526,0.5947213216823193,0.823790362713455,2.823185682296753,8.896814346313477,2.982752813478428,0.26076063811693573,0.18766401296592047,0.18766401296592047,0.4346590909090909,0.039110429447852764,3.907209678262688,0.19708377122879028,0.14624285697937012,0.332669889110037,0.1495398773006135,2.9904148735938154,0.13029412925243378,0.07945321500301361,0.278220073926642,0.2501278118609407,2.5009580801808102,0.10796588659286499,0.057124972343444824
again_dense_2hz_phase5_evalmode_rescore_v1,arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,1,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,regression,20260625,ar_plus_random_pca,162758,70331,316,16361,7824,0.10052347657258015,0.11124539676671738,outputs/again_dense_2hz_phase5_adversarial_repair_fixplus_20260629_171825/checkpoints/arousal_spike_rows_2_6_train_q90__blocked_temporal_70_30__fold1__temporal_mean_2s_then_pca256__ar_plus_random_pca__gated_ar_pca_mlp__regression__20260625__best.npz,d2498482e1435e6748d2a1030da09f37,14,True,True,True,True,success,0.07308290600776672,0.2347745612917112,0.6922651820460322,0.27737853940175666,0.266997753340428,0.28859918200408996,0.5947131446840326,0.8327195688956506,0.05866341292858124,0.008533740416169167,0.09237824644454541,0.29536587710154594,0.20832651633232405,0.20832651633232405,0.45170454545454547,0.040644171779141106,4.060433587214166,0.1993350088596344,0.14849409461021423,0.3500142166619278,0.1573364008179959,3.146325392644433,0.14078429341316223,0.08994337916374207,0.2851862382712539,0.25639059304703476,2.5635778788158943,0.11430895328521729,0.06346803903579712
again_dense_2hz_phase5_evalmode_rescore_v1,arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,1,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,regression,20260626,ar_plus_random_pca,162758,70331,316,16361,7824,0.10052347657258015,0.11124539676671738,outputs/again_dense_2hz_phase5_adversarial_repair_fixplus_20260629_171825/checkpoints/arousal_spike_rows_2_6_train_q90__blocked_temporal_70_30__fold1__temporal_mean_2s_then_pca256__ar_plus_random_pca__gated_ar_pca_mlp__regression__20260626__best.npz,da60fa77661472b95e44e4094b753f4f,25,True,True,True,True,success,0.07564922794699667,0.22437497744312296,0.6758975377170846,0.26540865090062493,0.2548835020004707,0.276840490797546,0.5877699182354152,0.8295204106297366,0.05897791311144829,0.008734422735869884,0.09345813359932822,0.27458795205625497,0.19278898410488227,0.19278898410488227,0.43607954545454547,0.039238241308793456,3.9199783373419783,0.1909424215555191,0.14010150730609894,0.3318168893943702,0.1491564417177914,2.982747143148703,0.13329963386058807,0.08245871961116791,0.2735285754904748,0.24591002044989774,2.458785562732692,0.10974207520484924,0.05890116095542908
again_dense_2hz_phase5_evalmode_rescore_v1,arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,1,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,regression,20260627,ar_plus_random_pca,162758,70331,316,16361,7824,0.10052347657258015,0.11124539676671738,outputs/again_dense_2hz_phase5_adversarial_repair_fixplus_20260629_171825/checkpoints/arousal_spike_rows_2_6_train_q90__blocked_temporal_70_30__fold1__temporal_mean_2s_then_pca256__ar_plus_random_pca__gated_ar_pca_mlp__regression__20260627__best.npz,644044b8f489b1c696c3754cb5d2fd74,17,True,True,True,True,success,0.0736808780580759,0.2299073477747168,0.6859394866384372,0.27130348994943887,0.262091970455087,0.28118609406952966,0.5910465962372542,0.831965989393013,0.058162905275821686,0.008705081418156624,0.09330102581513573,0.28703919971720665,0.20536316140445357,0.20536316140445357,0.4403409090909091,0.03962167689161554,3.958284314579848,0.1919926553964615,0.14115174114704132,0.34432755189081604,0.154780163599182,3.095207189677017,0.13707482814788818,0.08623391389846802,0.2736707421097526,0.24603783231083845,2.4600635178068777,0.10974776744842529,0.05890685319900513
again_dense_2hz_phase5_evalmode_rescore_v1,arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,1,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,regression_plus_binary,20260625,ar_plus_random_pca,162758,70331,316,16361,7824,0.10052347657258015,0.11124539676671738,outputs/again_dense_2hz_phase5_adversarial_repair_fixplus_20260629_171825/checkpoints/arousal_spike_rows_2_6_train_q90__blocked_temporal_70_30__fold1__temporal_mean_2s_then_pca256__ar_plus_random_pca__gated_ar_pca_mlp__regression_plus_binary__20260625__best.npz,46274b546ef75e42a9b0f66210e54491,13,True,True,True,True,success,-1.8310597360134127,0.23008317674854042,0.7026475550075815,0.27142096860031933,0.2525586001980852,0.2933282208588957,0.5923341953799334,0.8248140933585475,0.0587657168507576,0.008719065226614475,0.09337593494372345,0.272007945175298,0.20192569334993954,0.1928394860501012,0.42329545454545453,0.0380879345603272,3.8050604056283692,0.19080695509910583,0.13996604084968567,0.3255615581461473,0.1463445807770961,2.9265171198845454,0.13020795583724976,0.07936704158782959,0.27338640887119703,0.24578220858895705,2.4575076076585067,0.10710450261831284,0.05626358836889267
again_dense_2hz_phase5_evalmode_rescore_v1,arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,1,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,regression_plus_binary,20260626,ar_plus_random_pca,162758,70331,316,16361,7824,0.10052347657258015,0.11124539676671738,outputs/again_dense_2hz_phase5_adversarial_repair_fixplus_20260629_171825/checkpoints/arousal_spike_rows_2_6_train_q90__blocked_temporal_70_30__fold1__temporal_mean_2s_then_pca256__ar_plus_random_pca__gated_ar_pca_mlp__regression_plus_binary__20260626__best.npz,a7f61cf0f8d921104b8acbb027097813,8,True,True,True,True,success,-1.7920047879219057,0.2286690998920684,0.699628239796652,0.26596552731522055,0.2449682488429663,0.2908997955010225,0.5893361824866208,0.8213732209125422,0.059063870459795,0.008786528371274471,0.0937364836724446,0.26851412014918,0.186410670981132,0.18501783380422718,0.43323863636363635,0.038982617586912065,3.8944410191833985,0.19518274068832397,0.1443418264389038,0.33011088996303667,0.14838957055214724,2.967411682258478,0.1303640455007553,0.07952313125133514,0.26869491043502985,0.2415644171779141,2.415335090210389,0.10491303354501724,0.054072119295597076
again_dense_2hz_phase5_evalmode_rescore_v1,arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,1,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,regression_plus_binary,20260627,ar_plus_random_pca,162758,70331,316,16361,7824,0.10052347657258015,0.11124539676671738,outputs/again_dense_2hz_phase5_adversarial_repair_fixplus_20260629_171825/checkpoints/arousal_spike_rows_2_6_train_q90__blocked_temporal_70_30__fold1__temporal_mean_2s_then_pca256__ar_plus_random_pca__gated_ar_pca_mlp__regression_plus_binary__20260627__best.npz,74199627924829fee19b3b228cc0188e,11,True,True,True,True,success,-1.9498939275741578,0.23480123863926247,0.7061937437240158,0.2826296315069187,0.23418731625367492,0.3563394683026585,0.6052419020685225,0.7987658358334163,0.06095262989401817,0.008907468058168888,0.09437938365007947,0.24104298663159376,0.17196091451135384,0.18980249645366068,0.43323863636363635,0.038982617586912065,3.8944410191833985,0.19594907760620117,0.145108163356781,0.345749218083594,0.1554192229038855,3.1079867404188715,0.1360936164855957,0.08525270223617554,0.2812055729314757,0.2528118609406953,2.5277951367387037,0.10909908264875412,0.058258168399333954
again_dense_2hz_phase5_evalmode_rescore_v1,arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,1,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,binary,20260625,ar_plus_shuffled_pca,162758,70331,316,16361,7824,0.10052347657258015,0.11124539676671738,outputs/again_dense_2hz_phase5_adversarial_repair_fixplus_20260629_171825/checkpoints/arousal_spike_rows_2_6_train_q90__blocked_temporal_70_30__fold1__temporal_mean_2s_then_pca256__ar_plus_shuffled_pca__gated_ar_pca_mlp__binary__20260625__best.npz,6a58b9a576f56f1f8036d885263201e0,10,True,True,True,True,success,-1.8136380672454835,0.21765635430430325,0.6739383164545694,0.1947982062780269,0.3265183403487673,0.1388036809815951,0.5514838473060343,0.872346475949439,3.622938871383667,14.186379432678223,3.766481041061832,0.23583090915815436,0.18080597438025675,0.18080597438025675,0.453125,0.0407719836400818,4.073202246293456,0.1968279331922531,0.14598701894283295,0.3221495592834802,0.14481083844580778,2.895846198104096,0.12717632949352264,0.07633541524410248,0.2655672448109184,0.2387525562372188,2.3872200785783106,0.10304169356822968,0.05220077931880951
again_dense_2hz_phase5_evalmode_rescore_v1,arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,1,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,binary,20260626,ar_plus_shuffled_pca,162758,70331,316,16361,7824,0.10052347657258015,0.11124539676671738,outputs/again_dense_2hz_phase5_adversarial_repair_fixplus_20260629_171825/checkpoints/arousal_spike_rows_2_6_train_q90__blocked_temporal_70_30__fold1__temporal_mean_2s_then_pca256__ar_plus_shuffled_pca__gated_ar_pca_mlp__binary__20260626__best.npz,2af86706ecd0cf99db169df0322fe677,8,True,True,True,True,success,-1.7817975163459783,0.21885527126195303,0.6801618729949689,0.187213775416743,0.33031674208144796,0.1306237218813906,0.5487377172447893,0.8738251979923505,3.5133585929870605,13.29746150970459,3.6465684567418433,0.24038533853508876,0.17708959905846192,0.17708959905846192,0.43607954545454547,0.039238241308793456,3.9199783373419783,0.19042834639549255,0.1395874321460724,0.3221495592834802,0.14481083844580778,2.895846198104096,0.1268668919801712,0.07602597773075104,0.26030707989764,0.2340235173824131,2.3399357408334507,0.10232631862163544,0.05148540437221527
again_dense_2hz_phase5_evalmode_rescore_v1,arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,1,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,binary,20260627,ar_plus_shuffled_pca,162758,70331,316,16361,7824,0.10052347657258015,0.11124539676671738,outputs/again_dense_2hz_phase5_adversarial_repair_fixplus_20260629_171825/checkpoints/arousal_spike_rows_2_6_train_q90__blocked_temporal_70_30__fold1__temporal_mean_2s_then_pca256__ar_plus_shuffled_pca__gated_ar_pca_mlp__binary__20260627__best.npz,449bdacb43bfefc9360e51998e3dff2c,9,True,True,True,True,success,-1.798083484172821,0.2224862928239927,0.6805789264894766,0.1996807944671041,0.3259988419224088,0.1439161554192229,0.5533361633640181,0.8716639888527108,3.528989791870117,13.448408126831055,3.6672071289785437,0.24228879137676848,0.17971233208781387,0.17971233208781387,0.4588068181818182,0.04128323108384458,4.124276882610615,0.1972748339176178,0.14643391966819763,0.32613022462325847,0.1466002044989775,2.9316289401812874,0.1287398636341095,0.07789894938468933,0.26912141029286324,0.2419478527607362,2.419168955432945,0.10373041778802872,0.05288950353860855
again_dense_2hz_phase5_evalmode_rescore_v1,arousal_spike_rows_2_6_train_q90,blocked_temporal_70_30,1,temporal_mean_2s_then_pca256,gated_ar_pca_mlp,regression,20260625,ar_plus_shuffled_pca,162758,70331,316,16361,7824,0.10052347657258015,0.11124539676671738,outputs/again_dense_2hz_phase5_adversarial_repair_fixplus_20260629_171825/checkpoints/arousal_spike_rows_2_6_train_q90__blocked_temporal_70_30__fold1__temporal_mean_2s_then_pca256__ar_plus_shuffled_pca__gated_ar_pca_mlp__regression__20260625__best.npz,0da9988ed53572e8fbfb6ac72f75372a,14,True,True,True,True,success,0.07149661928415299,0.22784350057023905,0.6724428295523744,0.27943326211627123,0.24944790202770528,0.3176124744376278,0.598996935860566,0.8177759451735366,0.05891752615571022,0.008787896484136581,0.09374378104245946,0.27092703961636677,0.19876224809917223,0.19876224809917223,0.4431818181818182,0.03987730061349693,3.9838216327384273,0.19449225068092346,0.1436513364315033,0.35143588285470573,0.1579754601226994,3.159104943386287,0.13701288402080536,0.08617196977138519,0.2812055729314757,0.2528118609406953,2.5277951367387037,0.11074355989694595,0.05990264564752579
